object_id,museal_number,image_url,object_url,title,ethnic_group,year,collection_date_start,collection_date_end,latitude,longitude,event_ids,description,collectors_not_cleaned,comments,legend,text_on_object,tempel/ sign,references,event_names,related_objects,relation_type,<viited>,places_not_cleaned,material_not cleaned,material_cat_not_cleaned
617930,ERM B 151:44,http://opendata.muis.ee/media-list/617930,http://opendata.muis.ee/object/617930,särk,mordva,1985,1985-06-30,1985-07-21,,,4759441,,Heno Sarv,"Kogu mordva esemeid, kogunud Mordva ANSV Zubovo Poljana ja Kovolkino rajoonis 1985.a. 30.VI.-21.VII. vanemteadur Heno Sarv. katalooginud 1986.a. vanemteadurid Heno Sarv ja Siim Holvandus (B 151:41-77). Verif.: v.v.aktid 1985: 17, 57, 125;  k/r 247.",,,,,,,,,"Mordva ANSV, Zubovo Poljana rajoon, Kovolkino rajoon",,tekstiil
617931,ERM B 151:45,http://opendata.muis.ee/media-list/617931,http://opendata.muis.ee/object/617931,särk,mordva,1985,1985-06-30,1985-07-21,,,4759441,,Heno Sarv,"Kogu mordva esemeid, kogunud Mordva ANSV Zubovo Poljana ja Kovolkino rajoonis 1985.a. 30.VI.-21.VII. vanemteadur Heno Sarv. katalooginud 1986.a. vanemteadurid Heno Sarv ja Siim Holvandus (B 151:41-77). Verif.: v.v.aktid 1985: 17, 57, 125;  k/r 247.",,,,,,,,,"Mordva ANSV, Zubovo Poljana rajoon, Kovolkino rajoon",,tekstiil
617932,ERM B 151:46,http://opendata.muis.ee/media-list/617932,http://opendata.muis.ee/object/617932,pluuspõll,mordva,1985,1985-06-30,1985-07-21,,,"4759441, 5791128, 5791131",,Heno Sarv,"Kogu mordva esemeid, kogunud Mordva ANSV Zubovo Poljana ja Kovolkino rajoonis 1985.a. 30.VI.-21.VII. vanemteadur Heno Sarv. katalooginud 1986.a. vanemteadurid Heno Sarv ja Siim Holvandus (B 151:41-77). Verif.: v.v.aktid 1985: 17, 57, 125;  k/r 247.",,,,,<valmistamine/tekkimine> | Temaatiline klassifikatsioon,,,,"Mordva ANSV, Zubovo Poljana, Kovolkino rajoon",,tekstiil
617933,ERM B 151:47,http://opendata.muis.ee/media-list/617933,http://opendata.muis.ee/object/617933,vöö,mordva,1985,1985-06-30,1985-07-21,,,4759441,,Heno Sarv,"Kogu mordva esemeid, kogunud Mordva ANSV Zubovo Poljana ja Kovolkino rajoonis 1985.a. 30.VI.-21.VII. vanemteadur Heno Sarv. katalooginud 1986.a. vanemteadurid Heno Sarv ja Siim Holvandus (B 151:41-77). Verif.: v.v.aktid 1985: 17, 57, 125;  k/r 247.",,,,,,,,,"Mordva ANSV, Zubovo Poljana rajoon, Kovolkino rajoon",,tekstiil
617934,ERM B 151:48/ab,http://opendata.muis.ee/media-list/617934,http://opendata.muis.ee/object/617934,vöökaunistused,mordva,1985,1985-06-30,1985-07-21,,,"4759441, 2275931, 5738779, 2275933, 2275929",,Heno Sarv,"Kogu mordva esemeid, kogunud Mordva ANSV Zubovo Poljana ja Kovolkino rajoonis 1985.a. 30.VI.-21.VII. vanemteadur Heno Sarv. katalooginud 1986.a. vanemteadurid Heno Sarv ja Siim Holvandus (B 151:41-77). Verif.: v.v.aktid 1985: 17, 57, 125;  k/r 247.",,,,,käsitöö ja kodutööndus | ehtimine | rahvariided,,,,"Zubovo Poljana rajoon, Kovolkino rajoon","kivim, lina, metall, vill","tekstiil, metall"
617935,ERM B 151:49/ab,http://opendata.muis.ee/media-list/617935,http://opendata.muis.ee/object/617935,vöökaunistused,mordva,1985,1985-06-30,1985-07-21,,,"2160658, 4759441","Vööehe, trapstsikujuline papist alus on pealispinnalt kaetud punastes toonides villase lõngaga. Ka rohelise riidega kaetud tagakülje servad on sama lõngaga kaetud. Pealiskülje alumine serv on kaetud 1 cm ulatuses punaste klaashelmestega. Selle kohal asub 1cm laiune siniste ja läbipaistvate helmeste rida. Helmeste kohal asub rida münte. Müntide ülaserva katab läbipaistvate nööpide rida. Nööpidest edasi tuleb kafrdriidega kaetud osa. Trapstsi ülemistes otstes on kaks punast siidriidest rosetti, mis kinnitatud alusele keskel asuva musta nööbiga.",Heno Sarv,,,,,,,,,,"Zubovo Poljana rajoon, Kovolkino rajoon","helmed, kaurikarp, klaas, koorik ja koorikuaines, lõng, metallisulam, mündid, nööp, pael, plastmass, siid, villane","tekstiil, plastik, metall"
617936,ERM B 151:50/ab,http://opendata.muis.ee/media-list/617936,http://opendata.muis.ee/object/617936,säärekaunistused,mordva,1985,1985-06-30,1985-07-21,,,4759441,,Heno Sarv,"Kogu mordva esemeid, kogunud Mordva ANSV Zubovo Poljana ja Kovolkino rajoonis 1985.a. 30.VI.-21.VII. vanemteadur Heno Sarv. katalooginud 1986.a. vanemteadurid Heno Sarv ja Siim Holvandus (B 151:41-77). Verif.: v.v.aktid 1985: 17, 57, 125;  k/r 247.",,,,,,,,,"Mordva ANSV, Zubovo Poljana rajoon, Kovolkino rajoon",,tekstiil
617937,ERM B 151:51/ab,http://opendata.muis.ee/media-list/617937,http://opendata.muis.ee/object/617937,põlvekatted,mordva,1985,1985-06-30,1985-07-21,,,4759441,,Heno Sarv,"Kogu mordva esemeid, kogunud Mordva ANSV Zubovo Poljana ja Kovolkino rajoonis 1985.a. 30.VI.-21.VII. vanemteadur Heno Sarv. katalooginud 1986.a. vanemteadurid Heno Sarv ja Siim Holvandus (B 151:41-77). Verif.: v.v.aktid 1985: 17, 57, 125;  k/r 247.",,,,,,,,,"Mordva ANSV, Zubovo Poljana rajoon, Kovolkino rajoon",,tekstiil
617938,ERM B 151:52,http://opendata.muis.ee/media-list/617938,http://opendata.muis.ee/object/617938,kaelaehe,mordva,1985,1985-06-30,1985-07-21,,,4759441,,Heno Sarv,"Kogu mordva esemeid, kogunud Mordva ANSV Zubovo Poljana ja Kovolkino rajoonis 1985.a. 30.VI.-21.VII. vanemteadur Heno Sarv. katalooginud 1986.a. vanemteadurid Heno Sarv ja Siim Holvandus (B 151:41-77). Verif.: v.v.aktid 1985: 17, 57, 125;  k/r 247.",,,,,,,,,"Mordva ANSV, Zubovo Poljana rajoon, Kovolkino rajoon",,"plastik, tekstiil"
617939,ERM B 151:53,http://opendata.muis.ee/media-list/617939,http://opendata.muis.ee/object/617939,kaelaehe,mordva,1985,1985-06-30,1985-07-21,,,4759441,,Heno Sarv,"Kogu mordva esemeid, kogunud Mordva ANSV Zubovo Poljana ja Kovolkino rajoonis 1985.a. 30.VI.-21.VII. vanemteadur Heno Sarv. katalooginud 1986.a. vanemteadurid Heno Sarv ja Siim Holvandus (B 151:41-77). Verif.: v.v.aktid 1985: 17, 57, 125;  k/r 247.",,,,,,,,,"Zubovo Poljana rajoon, Kovolkino rajoon",,"plastik, tekstiil"
617940,ERM B 151:54,http://opendata.muis.ee/media-list/617940,http://opendata.muis.ee/object/617940,kaelahelmed,mordva,1985,1985-06-30,1985-07-21,,,4759441,,Heno Sarv,"Kogu mordva esemeid, kogunud Mordva ANSV Zubovo Poljana ja Kovolkino rajoonis 1985.a. 30.VI.-21.VII. vanemteadur Heno Sarv. katalooginud 1986.a. vanemteadurid Heno Sarv ja Siim Holvandus (B 151:41-77). Verif.: v.v.aktid 1985: 17, 57, 125;  k/r 247.",,,,,,,,,"Mordva ANSV, Zubovo Poljana rajoon, Kovolkino rajoon",,"plastik, tekstiil"
617941,ERM B 151:55,http://opendata.muis.ee/media-list/617941,http://opendata.muis.ee/object/617941,korv,mordva,1985,1985-06-30,1985-07-21,,,"4669291, 5717883, 4759441, 4669289",,Heno Sarv,,,,,,valmistaja,,,,Staroje-Pšenevo küla; Kovõlkino rajoon; Mordva ANSV,jalakas,puit
617942,ERM B 151:56,http://opendata.muis.ee/media-list/617942,http://opendata.muis.ee/object/617942,pluuspõll,mordva,1985,1985-06-30,1985-07-21,,,"5791114, 5791116, 4759441",,Heno Sarv,"Kogu mordva esemeid, kogunud Mordva ANSV Zubovo Poljana ja Kovolkino rajoonis 1985.a. 30.VI.-21.VII. vanemteadur Heno Sarv. katalooginud 1986.a. vanemteadurid Heno Sarv ja Siim Holvandus (B 151:41-77). Verif.: v.v.aktid 1985: 17, 57, 125;  k/r 247.",,,,,<valmistamine/tekkimine>,,,,"Mordva ANSV, Zubovo Poljana rajoon, Kovolkino rajoon",,tekstiil
617943,ERM B 151:57,http://opendata.muis.ee/media-list/617943,http://opendata.muis.ee/object/617943,särgi alläär,mordva,1985,1985-06-30,1985-07-21,,,4759441,,Heno Sarv,"Kogu mordva esemeid, kogunud Mordva ANSV Zubovo Poljana ja Kovolkino rajoonis 1985.a. 30.VI.-21.VII. vanemteadur Heno Sarv. katalooginud 1986.a. vanemteadurid Heno Sarv ja Siim Holvandus (B 151:41-77). Verif.: v.v.aktid 1985: 17, 57, 125;  k/r 247.",,,,,,,,,"Mordva ANSV, Zubovo Poljana rajoon, Kovolkino rajoon",,tekstiil
617944,ERM B 151:58,http://opendata.muis.ee/media-list/617944,http://opendata.muis.ee/object/617944,särgi alläär,mordva,1985,1985-06-30,1985-07-21,,,4759441,,Heno Sarv,"Kogu mordva esemeid, kogunud Mordva ANSV Zubovo Poljana ja Kovolkino rajoonis 1985.a. 30.VI.-21.VII. vanemteadur Heno Sarv. katalooginud 1986.a. vanemteadurid Heno Sarv ja Siim Holvandus (B 151:41-77). Verif.: v.v.aktid 1985: 17, 57, 125;  k/r 247.",,,,,,,,,"Zubovo Poljana, Kovolkino",,tekstiil
618063,ERM B 170:25,http://opendata.muis.ee/media-list/618063,http://opendata.muis.ee/object/618063,suga,ersa,1987,1987-07-06,1987-07-16,,,"5737684, 4698108, 4694623, 4694779",,Heno Sarv,,,,,,,,,,Bolšoje Maresjevo küla; Tšamzinka rajoon; Mordva ANSV,"kanep, riie, saar",puit
618064,ERM B 170:26,http://opendata.muis.ee/media-list/618064,http://opendata.muis.ee/object/618064,suga,ersa,1987,1987-07-06,1987-07-16,,,"4698108, 5733380, 4694623, 4694779",,Heno Sarv,,,,,,,,,,Bolšoje Maresjevo küla; Tšamzinka rajoon; Mordva ANSV,saar,puit
618065,ERM B 170:27,http://opendata.muis.ee/media-list/618065,http://opendata.muis.ee/object/618065,süstik,ersa,1987,1987-07-06,1987-07-16,,,"4698108, 4694623, 5730483, 4694779",,Heno Sarv,,,,,,,,,,Bolšoje Maresjevo küla; Tšamzinka rajoon; Mordva ANSV,lehtpuit,puit
618066,ERM B 170:28,http://opendata.muis.ee/media-list/618066,http://opendata.muis.ee/object/618066,süstik,ersa,1987,1987-07-06,1987-07-16,,,"4694623, 4694779, 5730484, 4698108",,Heno Sarv,,,,,,,,,,Bolšoje Maresjevo küla; Tšamzinka rajoon; Mordva ANSV,saar,puit
618067,ERM B 170:29,http://opendata.muis.ee/media-list/618067,http://opendata.muis.ee/object/618067,süstik,ersa,1987,1987-07-06,1987-07-16,,,"5730485, 4698108, 4694623, 4694779",,Heno Sarv,,,,,,,,,,Bolšoje Maresjevo küla; Tšamzinka rajoon; Mordva ANSV,lehtpuit,puit
618068,ERM B 170:30,http://opendata.muis.ee/media-list/618068,http://opendata.muis.ee/object/618068,süstik,ersa,1987,1987-07-06,1987-07-16,,,"5726182, 4694623, 4694779, 4698108",,Heno Sarv,,,,,,,,,,Bolšoje Maresjevo küla; Tšamzinka rajoon; Mordva ANSV,saar,puit
618069,ERM B 170:31,http://opendata.muis.ee/media-list/618069,http://opendata.muis.ee/object/618069,süstik,ersa,1987,1987-07-06,1987-07-16,,,"4694779, 4694623, 4698108, 5730486",,Heno Sarv,,,,,,,,,,Bolšoje Maresjevo küla; Tšamzinka rajoon; Mordva ANSV,lehtpuit,puit
618070,ERM B 170:32,http://opendata.muis.ee/media-list/618070,http://opendata.muis.ee/object/618070,süstik,ersa,1987,1987-07-06,1987-07-16,,,"4694623, 5726183, 4698108, 4694779",,Heno Sarv,,,,,,,,,,Bolšoje Maresjevo küla; Tšamzinka rajoon; Mordva ANSV,lehtpuit,puit
618071,ERM B 170:33/1-2,http://opendata.muis.ee/media-list/618071,http://opendata.muis.ee/object/618071,lõimelipid,ersa,1987,1987-07-06,1987-07-16,,,"4694623, 4694779, 4698108, 5741445",,Heno Sarv,,,,,,,,,,Bolšoje Maresjevo küla; Tšamzinka rajoon; Mordva ANSV,pärn,puit
618072,ERM B 170:34/1-2,http://opendata.muis.ee/media-list/618072,http://opendata.muis.ee/object/618072,niied,ersa,1987,1987-07-06,1987-07-16,,,"4694623, 4698108, 4694779, 5745178",,Heno Sarv,,,,,,,,,,Bolšoje Maresjevo küla; Tšamzinka rajoon; Mordva ANSV,"kanep, lehtpuit",puit
618073,ERM B 170:35/ab,http://opendata.muis.ee/media-list/618073,http://opendata.muis.ee/object/618073,niiepöörad,ersa,1987,1987-07-06,1987-07-16,,,"5730487, 4694623, 4698108, 4694779",,Heno Sarv,,,,,,,,,,Bolšoje Maresjevo küla; Tšamzinka rajoon; Mordva ANSV,lehtpuit,puit
618074,ERM B 170:36/ab,http://opendata.muis.ee/media-list/618074,http://opendata.muis.ee/object/618074,niiepöör,ersa,1987,1987-07-06,1987-07-16,,,"4694779, 5730679, 4698108, 4694623",,Heno Sarv,,,,,,,,,,Bolšoje Maresjevo küla; Tšamzinka rajoon; Mordva ANSV,puit,puit
618075,ERM B 170:37,http://opendata.muis.ee/media-list/618075,http://opendata.muis.ee/object/618075,kangapinguti,ersa,1987,1987-07-06,1987-07-16,,,"5730680, 4694623, 4694779, 4698108",,Heno Sarv,,,,,,,,,,Bolšoje Maresjevo küla; Tšamzinka rajoon; Mordva ANSV,lehtpuit,puit
618076,ERM B 170:38,http://opendata.muis.ee/media-list/618076,http://opendata.muis.ee/object/618076,lõimepinguti,ersa,1987,1987-07-06,1987-07-16,,,"4698108, 5734900, 4694623, 4694779",,Heno Sarv,,,,,,,,,,Bolšoje Maresjevo küla; Tšamzinka rajoon; Mordva ANSV,mänd,puit
618077,ERM B 170:39,http://opendata.muis.ee/media-list/618077,http://opendata.muis.ee/object/618077,soalaad,ersa,1987,1987-07-06,1987-07-16,,,"5734713, 4694623, 4698108, 4694779",,Heno Sarv,,,,,,,,,,Bolšoje Maresjevo küla; Tšamzinka rajoon; Mordva ANSV,lehtpuit,puit
618078,ERM B 170:40,http://opendata.muis.ee/media-list/618078,http://opendata.muis.ee/object/618078,kanepikamm,ersa,1987,1987-07-06,1987-07-16,,,"4694623, 4698180, 5745179, 4694779",,Heno Sarv,,,,,,,,,,Bolšoje Maresjevo küla; Tšamzinka rajoon; Mordva ANSV,saar,puit
618080,ERM B 170:41/ab,http://opendata.muis.ee/media-list/618080,http://opendata.muis.ee/object/618080,riidetünn,ersa,1987,1987-07-06,1987-07-16,,,"5734714, 4694623, 4698450, 4698456, 4694779",,Heno Sarv,,Ese pärit üleandja ämmalt.,,,,üleandja,,,,Bolšoje Maresjevo küla; Tšamzinka rajoon; Mordva ANSV,saar,puit
618081,ERM B 170:42,http://opendata.muis.ee/media-list/618081,http://opendata.muis.ee/object/618081,riidetünn,ersa,1987,1987-07-06,1987-07-16,,,"4694779, 4694623, 5743840, 2481612",,Heno Sarv,,,,,,,,,,Bolšoje Maresjevo küla; Tšamzinka rajoon; Mordva ANSV,saar,puit
618082,ERM B 170:43,http://opendata.muis.ee/media-list/618082,http://opendata.muis.ee/object/618082,särk,ersa,1987,1987-07-06,1987-07-16,,,"4694623, 4694779",,Heno Sarv,Kogu teadusdirektor Heno Sarve poolt Tshamzinka raj. Bolshoje Maresjevo ja Pengelei külades 6.-16.VII.1987.a. korjatud etnograafilisi esemeid. 4 eset ostetud 85.- rbl. eest. Katalooginud vanemteadur Siim Holvandus. Verif.: v.v.akt 1987:71; k/r 313.,,,,,,,,,"Tshamzinka raj., Bolshoje Maresjevo küla, Pengelei küla",,tekstiil
618083,ERM B 170:44,http://opendata.muis.ee/media-list/618083,http://opendata.muis.ee/object/618083,põll,ersa,1987,1987-07-06,1987-07-16,,,"4694779, 4694623",,Heno Sarve,Kogu teadusdirektor Heno Sarve poolt Tshamzinka raj. Bolshoje Maresjevo ja Pengelei külades 6.-16.VII.1987.a. korjatud etnograafilisi esemeid. 4 eset ostetud 85.- rbl. eest. Katalooginud vanemteadur Siim Holvandus. Verif.: v.v.akt 1987:71; k/r 313.,,,,,,,,,"Tshamzinka raj., Bolshoje Maresjevo küla, Pengelei küla",,tekstiil
618084,ERM B 170:45,http://opendata.muis.ee/media-list/618084,http://opendata.muis.ee/object/618084,kangapakk,ersa,1987,1987-07-06,1987-07-16,,,"4698500, 4694623, 4694779, 5737685",,Heno Sarv,,,,,,,,,,"Tshamzinka raj., Bolshoje Maresjevo küla, Pengelei küla",lehtpuit,puit
618085,ERM B 170:46,http://opendata.muis.ee/media-list/618085,http://opendata.muis.ee/object/618085,särk,ersa,1987,1987-07-06,1987-07-16,,,"4694623, 4694779",,Heno Sarv,Kogu teadusdirektor Heno Sarve poolt Tshamzinka raj. Bolshoje Maresjevo ja Pengelei külades 6.-16.VII.1987.a. korjatud etnograafilisi esemeid. 4 eset ostetud 85.- rbl. eest. Katalooginud vanemteadur Siim Holvandus. Verif.: v.v.akt 1987:71; k/r 313.,,,,,,,,,"Tshamzinka raj., Bolshoje Maresjevo, Pengelei",,tekstiil
618086,ERM B 170:47,http://opendata.muis.ee/media-list/618086,http://opendata.muis.ee/object/618086,rüü,ersa,1987,1987-07-06,1987-07-16,,,"4694779, 4694623",,Heno Sarv,Kogu teadusdirektor Heno Sarve poolt Tshamzinka raj. Bolshoje Maresjevo ja Pengelei külades 6.-16.VII.1987.a. korjatud etnograafilisi esemeid. 4 eset ostetud 85.- rbl. eest. Katalooginud vanemteadur Siim Holvandus. Verif.: v.v.akt 1987:71; k/r 313.,,,,,,,,,"Tshamzinka raj., Bolshoje Maresjevo küla, Pengelei küla",,tekstiil
618087,ERM B 170:48,http://opendata.muis.ee/media-list/618087,http://opendata.muis.ee/object/618087,vaalikurikas,ersa,1987,1987-07-06,1987-07-16,,,"4694623, 4698533, 4698536, 4698548, 4694779, 5733381",,Heno Sarv,"Esemel aastaarv 1920, samas vanuseks on üleandja öelnud 100 a.",,1920 MAPTA 15,,,valmistaja,,,,Bolšoje Maresjevo küla; Tšamzinka rajoon; Mordva ANSV,saar,puit
618088,ERM B 170:49,http://opendata.muis.ee/media-list/618088,http://opendata.muis.ee/object/618088,pott,ersa,1987,1987-07-06,1987-07-16,,,"4698565, 4694779, 4698533, 4694623, 5737686",,Heno Sarv,,Piima hoidmiseks.,peremärk,,,valmistaja,,,,Bolšoje Maresjevo küla; Tšamzinka rajoon; Mordva ANSV,savi,keraamika
618089,ERM B 170:50,http://opendata.muis.ee/media-list/618089,http://opendata.muis.ee/object/618089,pott,ersa,1987,1987-07-06,1987-07-16,,,"4694779, 4698572, 4694623, 4698533, 5734715",,Heno Sarv,,Kalja hoidmiseks.,,,,valmistaja,,,,Bolšoje Maresjevo küla; Tšamzinka rajoon; Mordva ANSV,savi,keraamika
618090,ERM B 170:51,http://opendata.muis.ee/media-list/618090,http://opendata.muis.ee/object/618090,kommikarp,ersa,1987,1987-07-06,1987-07-16,,,"4694779, 5734716, 4698577, 4694623",,Heno Sarv,,Vabrikutoode. Vassili Grigori p Beljakovi (1896-1975) majast.,Карамель из фруктовыхь,,,söömine,,,,Bolšoje Maresjevo küla; Tšamzinka rajoon; Mordva ANSV,"metall, plekk",metall
618092,ERM B 170:52,http://opendata.muis.ee/media-list/618092,http://opendata.muis.ee/object/618092,"vorm, paastukoogi",ersa,1987,1987-07-06,1987-07-16,,,"4694779, 4699287, 4694623, 4699298, 4699291, 5730715",Sisekülgedel erinevad sisselõigatud kujundid.,Heno Sarv,,,,,,valmistamine,,,,Bolšoje Maresjevo küla; Tšamzinka rajoon; Mordva ANSV,lehtpuit,puit
618093,ERM B 170:53,http://opendata.muis.ee/media-list/618093,http://opendata.muis.ee/object/618093,korv,ersa,1987,1987-07-06,1987-07-16,,,"4694779, 5730716, 4694623, 4699307, 4699298",,Heno Sarv,,,,,,valmistamine,,,,Bolšoje Maresjevo küla; Tšamzinka rajoon; Mordva ANSV,"kanep, nöör, pärn",puit
618094,ERM B 170:54,http://opendata.muis.ee/media-list/618094,http://opendata.muis.ee/object/618094,kalmistukorv,ersa,1987,1987-07-06,1987-07-16,,,"4699318, 5746741, 4694779, 4694623, 4699298",,Heno Sarv,,,,,,valmistamine,,,,Bolšoje Maresjevo küla; Tšamzinka rajoon; Mordva ANSV,pärn,puit
618095,ERM B 170:55,http://opendata.muis.ee/media-list/618095,http://opendata.muis.ee/object/618095,korv,ersa,1987,1987-07-06,1987-07-16,,,"4694623, 4699298, 4699307, 5729200, 4694779",Põhi puudub.,Heno Sarv,,,,,,valmistamine,,,,Bolšoje Maresjevo küla; Tšamzinka rajoon; Mordva ANSV,pärn,puit
618096,ERM B 170:56,http://opendata.muis.ee/media-list/618096,http://opendata.muis.ee/object/618096,korv,ersa,1987,1987-07-06,1987-07-16,,,"4699307, 4694779, 4694623, 5719072, 4699298",,Heno Sarv,,,,,,valmistamine,,,,Bolšoje Maresjevo küla; Tšamzinka rajoon; Mordva ANSV,"kanep, nöör, pärn",puit
618097,ERM B 170:57,http://opendata.muis.ee/media-list/618097,http://opendata.muis.ee/object/618097,korv,ersa,1987,1987-07-06,1987-07-16,,,"4694623, 4694779, 4699298, 5719073, 4699307",,Heno Sarv,,,,,,valmistamine,,,,Bolšoje Maresjevo küla; Tšamzinka rajoon; Mordva ANSV,"puit, tekstiil",puit
618098,ERM B 170:58,http://opendata.muis.ee/media-list/618098,http://opendata.muis.ee/object/618098,kalmistukorv,ersa,1987,1987-07-06,1987-07-16,,,"4694623, 4699318, 4694779, 5719074",,Heno Sarv,,,,,,,,,,Bolšoje Maresjevo küla; Tšamzinka rajoon; Mordva ANSV,"kanep, nöör, pärn",puit
618099,ERM B 170:59,http://opendata.muis.ee/media-list/618099,http://opendata.muis.ee/object/618099,kalmistukorv,ersa,1987,1987-07-06,1987-07-16,,,"5703962, 4694779, 4699318, 4694623",,Heno Sarv,,,,,,,,,,Bolšoje Maresjevo küla; Tšamzinka rajoon; Mordva ANSV,"kanepikiud, koor, nöör, pärn",puit
618100,ERM B 170:60,http://opendata.muis.ee/media-list/618100,http://opendata.muis.ee/object/618100,kalmistukorv,ersa,1987,1987-07-06,1987-07-16,,,"4694623, 4694779, 4699318, 5719075",,Heno Sarv,,,,,,,,,,Bolšoje Maresjevo küla; Tšamzinka rajoon; Mordva ANSV,"kanep, nöör, pärn",puit
618101,ERM B 170:61,http://opendata.muis.ee/media-list/618101,http://opendata.muis.ee/object/618101,korv,ersa,1987,1987-07-06,1987-07-16,,,"4699307, 4694779, 5734717, 4694623",,Heno Sarv,,,,,,,,,,Bolšoje Maresjevo küla; Tšamzinka rajoon; Mordva ANSV,"kanep, nöör, puit, tekstiil",puit
618102,ERM B 170:62,http://opendata.muis.ee/media-list/618102,http://opendata.muis.ee/object/618102,samovar,ersa,1987,1987-07-06,1987-07-16,,,"4694779, 4699370, 5730717, 4699371, 4694623",,Heno Sarv,,,,,,,,,,Bolšoje Maresjevo küla; Tšamzinka rajoon; Mordva ANSV,vask,metall
618104,ERM B 170:63,http://opendata.muis.ee/media-list/618104,http://opendata.muis.ee/object/618104,uhmer,ersa,1987,1987-07-06,1987-07-16,,,"4694779, 4699382, 5746742, 4699385, 4694623",,Heno Sarv,,,,,,valmistamine,,,,Bolšoje Maresjevo küla; Tšamzinka rajoon; Mordva ANSV,lehtpuit,puit
618105,ERM B 170:64,http://opendata.muis.ee/media-list/618105,http://opendata.muis.ee/object/618105,lusikahoidja,ersa,1987,1987-07-06,1987-07-16,,,"4699382, 5746743, 4699385, 4694623, 4694779",,Heno Sarv,,,,,,valmistamine,,,,Bolšoje Maresjevo küla; Tšamzinka rajoon; Mordva ANSV,"kanep, nöör, pärn",puit
618106,ERM B 170:65,http://opendata.muis.ee/media-list/618106,http://opendata.muis.ee/object/618106,suga,ersa,1987,1987-07-06,1987-07-16,,,"4694779, 4694623, 5734718, 4699390",,Heno Sarv,,,,,,,,,,Bolšoje Maresjevo küla; Tšamzinka rajoon; Mordva ANSV,"kanep, nöör, saar",puit
618107,ERM B 170:66,http://opendata.muis.ee/media-list/618107,http://opendata.muis.ee/object/618107,süstik,ersa,1987,1987-07-06,1987-07-16,,,"4699390, 4694623, 5736444, 4694779",,Heno Sarv,,,,,,,,,,Bolšoje Maresjevo küla; Tšamzinka rajoon; Mordva ANSV,saar,puit
618108,ERM B 170:67,http://opendata.muis.ee/media-list/618108,http://opendata.muis.ee/object/618108,niiepöör,ersa,1987,1987-07-06,1987-07-16,,,"4694779, 4694623, 4699390, 5745180",,Heno Sarv,,,,,,,,,,Bolšoje Maresjevo küla; Tšamzinka rajoon; Mordva ANSV,lehtpuit,puit
618109,ERM B 170:68,http://opendata.muis.ee/media-list/618109,http://opendata.muis.ee/object/618109,kangapinguti,ersa,1987,1987-07-06,1987-07-16,,,"5745181, 4694623, 4699390, 4694779",,Heno Sarv,,,,,,,,,,Bolšoje Maresjevo küla; Tšamzinka rajoon; Mordva ANSV,lehtpuit,puit
618110,ERM B 176:59,http://opendata.muis.ee/media-list/618110,http://opendata.muis.ee/object/618110,"ülerõivas, naiste",udmurdi,1988,1988-06-11,1988-06-15,,,"6046005, 4708999, 6046004",,Aleksei Peterson,"Kogu udmurdi etnograafilisi esemeid Tatari ANSV Agrõzi raj. Varklet-Bodja külast. Kogunud ERM-i direktor A. Peterson 11.-15.VI.1988. Katalooginud vanemteadur K. Turk 1989.a. novembris, detsembris. Verif.: v.v.akt 1988:78; k/r 334.",,,,,<valmistamine/tekkimine>,,,,"Tatari ANSV, Agrõzi raj., Varklet-Bodja küla",,tekstiil
618111,ERM B 176:60,http://opendata.muis.ee/media-list/618111,http://opendata.muis.ee/object/618111,kleit,udmurdi,1988,1988-06-11,1988-06-15,,,"6046012, 4708999",,Aleksei Peterson,"Kogu udmurdi etnograafilisi esemeid Tatari ANSV Agrõzi raj. Varklet-Bodja külast. Kogunud ERM-i direktor A. Peterson 11.-15.VI.1988. Katalooginud vanemteadur K. Turk 1989.a. novembris, detsembris. Verif.: v.v.akt 1988:78; k/r 334.",,,,,,,,,"Tatari ANSV, Agrõzi raj., Varklet-Bodja küla",,tekstiil
618112,ERM B 176:61,http://opendata.muis.ee/media-list/618112,http://opendata.muis.ee/object/618112,põll,udmurdi,1988,1988-06-11,1988-06-15,,,"5796230, 4708999, 5796227",,Aleksei Peterson,"Kogu udmurdi etnograafilisi esemeid Tatari ANSV Agrõzi raj. Varklet-Bodja külast. Kogunud ERM-i direktor A. Peterson 11.-15.VI.1988. Katalooginud vanemteadur K. Turk 1989.a. novembris, detsembris. Verif.: v.v.akt 1988:78; k/r 334.",,,,,<valmistamine/tekkimine>,,,,"Tatari ANSV, Agrõzi raj., Varklet-Bodja küla",,tekstiil
618113,ERM B 176:62,http://opendata.muis.ee/media-list/618113,http://opendata.muis.ee/object/618113,kleit,udmurdi,1988,1988-06-11,1988-06-15,,,"4708999, 6046342",,Aleksei Peterson,"Kogu udmurdi etnograafilisi esemeid Tatari ANSV Agrõzi raj. Varklet-Bodja külast. Kogunud ERM-i direktor A. Peterson 11.-15.VI.1988. Katalooginud vanemteadur K. Turk 1989.a. novembris, detsembris. Verif.: v.v.akt 1988:78; k/r 334.",,,,,,,,,"Tatari ANSV, Agrõzi raj., Varklet-Bodja küla",,tekstiil
