object_id,museal_number,image_url,object_url,title,ethnic_group,year,collection_date_start,collection_date_end,latitude,longitude,event_ids,description,collectors_not_cleaned,comments,legend,text_on_object,tempel/ sign,references,event_names,related_objects,relation_type,<viited>,places_not_cleaned,material_not cleaned,material_cat_not_cleaned
614713,ERM B 172:18,http://opendata.muis.ee/media-list/614713,http://opendata.muis.ee/object/614713,karupeo laulude pulk,handi,1987,1987-05-25,1987-06-25,,,"4704934, 4705224, 5719083, 4705212",Lõigatud märgid,Edgar Saar,,Iga karupeol lauldud laulu järel lõigatu pulgale täke.,1966 миша яша п.я.н,,,valmistaja,,,,Kurlomkini jurta; Surguti rajoon; Handi-Mansi AR; Tjumeni oblast,lehtpuit,puit
614714,ERM B 172:19,http://opendata.muis.ee/media-list/614714,http://opendata.muis.ee/object/614714,oravanaha kuivatamise liist,handi,1987,1987-05-25,1987-06-25,,,"4704934, 5746749, 4705308, 4705301",,Edgar Saar,,,,,,valmistaja,,,,Kurlomkini jurta; Surguti rajoon; Handi-Mansi AR; Tjumeni oblast,seeder,puit
614715,ERM B 172:20/ab,http://opendata.muis.ee/media-list/614715,http://opendata.muis.ee/object/614715,"saapad, poiste",handi,1987,1987-05-25,1987-06-25,,,4704934,,Edgar Saar,Kogu handi etnograafilisi esemeid. Kogunud vanemteadur Edgar Saar Handi-Mansi AR-st 25.V.-25.VI.1987.a. 17 eset ostetud 191.- rbl eest. Katalooginud vanemteadur K. Trasberg 1988.a. septembris. Verif.: v.v.akt 1987:126; k/r 323.,,,,,,,,,Kurlomkini jurta; Surguti rajoon; Handi-Mansi AR; Tjumeni oblast,,nahk
614718,ERM B 172:22,http://opendata.muis.ee/media-list/614718,http://opendata.muis.ee/object/614718,padrunitasku,handi,1987,1987-05-25,1987-06-25,,,4704934,,Edgar Saar,Kogu handi etnograafilisi esemeid. Kogunud vanemteadur Edgar Saar Handi-Mansi AR-st 25.V.-25.VI.1987.a. 17 eset ostetud 191.- rbl eest. Katalooginud vanemteadur K. Trasberg 1988.a. septembris. Verif.: v.v.akt 1987:126; k/r 323.,,,,,,,,,Kurlomkini jurta; Surguti rajoon; Handi-Mansi AR; Tjumeni oblast,,
614720,ERM B 172:23,http://opendata.muis.ee/media-list/614720,http://opendata.muis.ee/object/614720,kärbinaha kuivatamise liist,handi,1987,1987-05-25,1987-06-25,,,"5734726, 4705332, 4704934, 4705301",,Edgar Saar,,,,,,valmistamine,,,,Kurlomkini jurta; Surguti rajoon; Handi-Mansi AR; Tjumeni oblast,kuusk,puit
614721,ERM B 172:24,http://opendata.muis.ee/media-list/614721,http://opendata.muis.ee/object/614721,noaotsa pulk,handi,1987,1987-05-25,1987-06-25,,,"5736044, 4706045, 4704934",,Edgar Saar,,See pannakse noa otsa. Noateraga silutakse pulka.,,,,,,,,Kurlomkini jurta; Surguti rajoon; Handi-Mansi AR; Tjumeni oblast,kask,puit
614722,ERM B 172:25,http://opendata.muis.ee/media-list/614722,http://opendata.muis.ee/object/614722,nool,handi,1987,1987-05-25,1987-06-25,,,"5690867, 4704934, 4706047","4 cm kaugusel nooleotsast paikneb 2 terasest kaarekujulist takistit. Varre otsa lõigatud 0,5 cm laiune ja 1 cm pikkune täke.",Edgar Saar,,,,,,,,,,Kurlomkini jurta; Surguti rajoon; Handi-Mansi AR; Tjumeni oblast,"nooleots, seeder, teras, vars","puit, metall"
614723,ERM B 172:26,http://opendata.muis.ee/media-list/614723,http://opendata.muis.ee/object/614723,tikutoosi tasku,handi,1987,1987-05-25,1987-06-25,,,4704934,,Edgar Saar,Kogu handi etnograafilisi esemeid. Kogunud vanemteadur Edgar Saar Handi-Mansi AR-st 25.V.-25.VI.1987.a. 17 eset ostetud 191.- rbl eest. Katalooginud vanemteadur K. Trasberg 1988.a. septembris. Verif.: v.v.akt 1987:126; k/r 323.,,,,,,,,,Handi-Mansi AR,,nahk
614724,ERM B 172:27,http://opendata.muis.ee/media-list/614724,http://opendata.muis.ee/object/614724,suusakepp,handi,1987,1987-05-25,1987-06-25,,,"5690868, 598409, 4706049, 4704934","Vars ristlõikelt ovaalne. Varre ülemine ots laienev, meenutades aerulaba.",Edgar Saar,,,,,,valmistaja,,,,Kurlomkini jurta; Surguti rajoon; Handi-Mansi AR; Tjumeni oblast,"kask, nahk, rõnga kodarad",puit
614725,ERM B 172:28,http://opendata.muis.ee/media-list/614725,http://opendata.muis.ee/object/614725,"õngekonks, nööriga",handi,1987,1987-05-25,1987-06-25,,,"4704934, 4706050, 598420, 5690872","Õngekonksu ühele küljele kinnitatud terasest konks, mille küljest omakorda väljub kollasest metallist plaat. Plaadi külge kinnitatud vasktraadist ümbritsetud ühenduslüli abil nöör. Nöör kinnitatud õngekonksu ümber 16-kordselt.",Edgar Saar,"""Püütakse haugi. Venega sõidetakse jõel, õngekonks visatakse taha.""",,,,,valmistaja,,,,Kurlomkini jurta; Surguti rajoon; Handi-Mansi AR; Tjumeni oblast,"kask, konks, metall, nöör, plaat, puuvillane, teras, traat, vask","puit, tekstiil, metall"
614726,ERM B 172:29,http://opendata.muis.ee/media-list/614726,http://opendata.muis.ee/object/614726,vibupuur,handi,1987,1987-05-25,1987-06-25,,,"4706045, 5719084, 4706051, 4704934",,Edgar Saar,,,,,,valmistaja,,,,Kurlomkini jurta; Surguti rajoon; Handi-Mansi AR; Tjumeni oblast,"lehtpuit, nahk, teras","puit, nahk, metall"
614727,ERM B 172:30/ab,http://opendata.muis.ee/media-list/614727,http://opendata.muis.ee/object/614727,"saapad, meeste",handi,1987,1987-05-25,1987-06-25,,,4704934,,Edgar Saar,Kogu handi etnograafilisi esemeid. Kogunud vanemteadur Edgar Saar Handi-Mansi AR-st 25.V.-25.VI.1987.a. 17 eset ostetud 191.- rbl eest. Katalooginud vanemteadur K. Trasberg 1988.a. septembris. Verif.: v.v.akt 1987:126; k/r 323.,,,,,,,,,Handi-Mansi AR,,nahk
614728,ERM B 172:31,http://opendata.muis.ee/media-list/614728,http://opendata.muis.ee/object/614728,nool,handi,1987,1987-05-25,1987-06-25,,,"4706052, 4706053, 4704934, 5719085",,Edgar Saar,,,,,,,,,,Tailakova küla; Surguti rajoon; Handi-Mansi AR; Tjumeni oblast,"mänd, teras","puit, metall"
614729,ERM B 172:32,http://opendata.muis.ee/media-list/614729,http://opendata.muis.ee/object/614729,nool,handi,1987,1987-05-25,1987-06-25,,,"4706052, 4706053, 4704934, 5750263",,Edgar Saar,,,,,,,,,,Tailakova küla; Surguti rajoon; Handi-Mansi AR; Tjumeni oblast,"mänd, teras","puit, metall"
614730,ERM B 172:33,http://opendata.muis.ee/media-list/614730,http://opendata.muis.ee/object/614730,nool,handi,1987,1987-05-25,1987-06-25,,,"4706052, 4706081, 5719086, 4704934",,Edgar Saar,,Sellega kütiti sooblit ja jänest.,,,,,,,,Pokatsevi jurta; Surguti rajoon; Handi-Mansi AR; Tjumeni oblast,"mänd, teras","puit, metall"
614731,ERM B 172:34,http://opendata.muis.ee/media-list/614731,http://opendata.muis.ee/object/614731,nool,handi,1987,1987-05-25,1987-06-25,,,"4704934, 4706081, 5746750, 4706052",,Edgar Saar,,,,,,,,,,Pokatsevi jurta; Surguti rajoon; Handi-Mansi AR; Tjumeni oblast,"mänd, teras","puit, metall"
614732,ERM B 172:35,http://opendata.muis.ee/media-list/614732,http://opendata.muis.ee/object/614732,karupeo laulude pulk,handi,1987,1987-05-25,1987-06-25,,,"4704934, 5719087, 4706258, 4706270","Esemele sisse lõigatud 1979 27 CEH. Lisaks erinevaid kujundeid, märke ja numbreid.",Edgar Saar,,,,,,valmistamine,,,,Pokatsevi jurta; Surguti rajoon; Handi-Mansi AR; Tjumeni oblast,seeder,puit
614733,ERM B 172:36,http://opendata.muis.ee/media-list/614733,http://opendata.muis.ee/object/614733,karupeo laulude pulk,handi,1987,1987-05-25,1987-06-25,,,"4704934, 4706270, 4706277, 5734727",,Edgar Saar,,,,,,valmistamine,,,,Pokatsevi jurta; Surguti rajoon; Handi-Mansi AR; Tjumeni oblast,seeder,puit
614734,ERM B 172:37,http://opendata.muis.ee/media-list/614734,http://opendata.muis.ee/object/614734,karupeokepp,handi,1987,1987-05-25,1987-06-25,,,"4706292, 4704934, 4706270, 5750264",,Edgar Saar,,"Seda hoidsid mehed käes, kui laulsid karupeo ajal karu ees laule.",,,,valmistamine,,,,Pokatsevi jurta; Surguti rajoon; Handi-Mansi AR; Tjumeni oblast,paju,puit
614735,ERM B 172:38,http://opendata.muis.ee/media-list/614735,http://opendata.muis.ee/object/614735,karumask,handi,1987,1987-05-25,1987-06-25,,,"4706270, 4704934, 5717897, 4706297",,Edgar Saar,,See oli karupeol ühel mehel näo ees.,,,,valmistamine,,,,Pokatsevi jurta; Surguti rajoon; Handi-Mansi AR; Tjumeni oblast,toht,puit
614736,ERM B 172:39,http://opendata.muis.ee/media-list/614736,http://opendata.muis.ee/object/614736,karukamm,handi,1987,1987-05-25,1987-06-25,,,"4706297, 5734728, 4704934, 4706270",,Edgar Saar,,Sellega kammiti hommikul karupeo karu nägu ja käppi.,,,,valmistamine,,,,Pokatsevi jurta; Surguti rajoon; Handi-Mansi AR; Tjumeni oblast,seeder,puit
614737,ERM B 172:40,http://opendata.muis.ee/media-list/614737,http://opendata.muis.ee/object/614737,karu suupulk,handi,1987,1987-05-25,1987-06-25,,,"5717898, 4704934, 4706270, 4706297",,Edgar Saar ,,See asetati karupeo ajal karu suule.,,,,valmistamine,,,,Pokatsevi jurta; Surguti rajoon; Handi-Mansi AR; Tjumeni oblast,seeder,puit
614738,ERM B 172:41,http://opendata.muis.ee/media-list/614738,http://opendata.muis.ee/object/614738,karupeo laulude pulk,handi,1987,1987-05-25,1987-06-25,,,"5736045, 4706270, 4704934, 4706297",,Edgar Saar ,,,,,,valmistamine,,,,Tsõnganini jurta; Surguti rajoon; Handi-Mansi AR; Tjumeni oblast,seeder,puit
614739,ERM B 172:42,http://opendata.muis.ee/media-list/614739,http://opendata.muis.ee/object/614739,kõõlusniidid,handi,1987,1987-05-25,1987-06-25,,,4704934,,Edgar Saar ,Kogu handi etnograafilisi esemeid. Kogunud vanemteadur Edgar Saar Handi-Mansi AR-st 25.V.-25.VI.1987.a. 17 eset ostetud 191.- rbl eest. Katalooginud vanemteadur K. Trasberg 1988.a. septembris. Verif.: v.v.akt 1987:126; k/r 323.,,,,,,,,,Handi-Mansi AR,,
614740,ERM B 172:43,http://opendata.muis.ee/media-list/614740,http://opendata.muis.ee/object/614740,haugiõng,handi,1987,1987-05-25,1987-06-25,,,"4704934, 5690873, 598428, 4706332","Koosneb tinaplaadist, mille külge on kinnitatud konks ning teisele küljele neljakordsest metalltraadist põimitud osa (õngenööri külge kinnitamiseks).",Edgar Saar ,,,,,,valmistaja,,,,Manini jurta; Surguti rajoon; Handi-Mansi AR; Tjumeni oblast,"konks, metall, plaat, teras, tina, traat",metall
614760,ERM B 55:1,http://opendata.muis.ee/media-list/614760,http://opendata.muis.ee/object/614760,võsakirves,vepsa,1965,,,,,"4608366, 4758779, 5747342","Vars keskelt peenem, otsast ühelt poolt järsult laienev. Teraosa on ülalt painutatud ümber varre ja kinnitatud naelaga, ots on kõver. Vars on määrdunud ja kulunud, tera roostes.",Aleksei Peterson,"""Kasariga raiusid naised peenemat võsa alemaalt. Naiste järel raiusid suuremad puud kirvestega mehed.""",,,,,,,,,Sidorovo küla; Sidorovo külanõukogu; Boksidogorski rajoon; Leningrad oblast,"puit, raud, tera, vars","metall, puit"
614761,ERM B 55:2,http://opendata.muis.ee/media-list/614761,http://opendata.muis.ee/object/614761,pilak,vepsa,1965,,,,,"5747343, 4608382",,Aleksei Peterson,"""Pilakul oli alus, millel ta seisis, kuid võis olla ka pistetud ahju nurga vahele või lüüa mingisuguse puueseme külge.""",,,,,,,,,Sidorovo küla; Sidorovo külanõukogu; Boksidogorski rajoon; Leningrad oblast,raud,metall
614762,ERM B 55:3,http://opendata.muis.ee/media-list/614762,http://opendata.muis.ee/object/614762,lusikanuga,vepsa,1965,,,,,"4608394, 5723150",,Aleksei Peterson,,"""Kasutati kasetohust viiskude, nõude jms valmistamisel.""",,,,,,,,Sidorovo küla; Sidorovo külanõukogu; Boksidogorski rajoon; Leningrad oblast,metall,metall
614763,ERM B 55:4,http://opendata.muis.ee/media-list/614763,http://opendata.muis.ee/object/614763,"tasku, vikatiluisu",vepsa,1965,,,,,"5731014, 4608408",,Aleksei Peterson,,,,,,,,,,Sidorovo küla; Sidorovo külanõukogu; Boksidogorski rajoon; Leningrad oblast,toht,puit
614764,ERM B 55:5/ab,http://opendata.muis.ee/media-list/614764,http://opendata.muis.ee/object/614764,viisud,vepsa,1965,,,,,"4608418, 4608414, 5747344",,Aleksei Peterson,,,,,,valmistamine,,,,Sidorovo küla; Sidorovo külanõukogu; Boksidogorski rajoon; Leningrad oblast,kask,puit
614765,ERM B 55:6,http://opendata.muis.ee/media-list/614765,http://opendata.muis.ee/object/614765,korv,vepsa,1965,,,,,"4608430, 5747345, 4608429",,Aleksei Peterson,,"""Hoiti niite, nööpe jms väikseid majapidamise esemeid.""",,,,valmistamine,,,,Sidorovo küla; Sidorovo külanõukogu; Boksidogorski rajoon; Leningrad oblast,kask,puit
614766,ERM B 55:8,http://opendata.muis.ee/media-list/614766,http://opendata.muis.ee/object/614766,ikoon,vepsa,1965,,,,,"4608763, 5736408, 4608764",,Aleksei Peterson,,"""Veel praegugi on ikoonid väga sagedased, ainult noorematel ei näe neid.""",,,,,,,,Mako küla; Sidorovo külanõukogu; Boksidogorski rajoon; Leningrad oblast,"klaas, kuusk, paber","klaas, puit"
614767,ERM B 76:68,http://opendata.muis.ee/media-list/614767,http://opendata.muis.ee/object/614767,pütt,mari,1973,,,,,"5742822, 4596002, 4596008, 4757939",,"Edgar Saar, Pavel Tšubarov ",,,,,,valmistamine,,,,Malõi Karamassi küla; Volžski rajoon; Mari ANSV,lehtpuit,puit
614768,ERM B 77:1,http://opendata.muis.ee/media-list/614768,http://opendata.muis.ee/object/614768,põll,udmurdi,1973,1973-08-06,1973-09-02,,,4757942,,Kalju Konsin,"6.VIII.-2.IX.1973.a. ekspeditsioonil Udmurdi ANSV-sse vanemateadur Kalju Konsini poolt kogutud esemed. Katalooginud vanemteadur Heiki Pärdi. Verif.: v.v.akt 1973:57, k/r 113.",,,,,,,,,Udmurdi ANSV,,tekstiil
614769,ERM B 77:2,http://opendata.muis.ee/media-list/614769,http://opendata.muis.ee/object/614769,põll,udmurdi,1973,1973-08-06,1973-09-02,,,4757942,,Kalju Konsin,"6.VIII.-2.IX.1973.a. ekspeditsioonil Udmurdi ANSV-sse vanemateadur Kalju Konsini poolt kogutud esemed. Katalooginud vanemteadur Heiki Pärdi. Verif.: v.v.akt 1973:57, k/r 113.",,,,,,,,,Udmurdi ANSV,,tekstiil
614770,ERM B 77:3,http://opendata.muis.ee/media-list/614770,http://opendata.muis.ee/object/614770,särkkleidi kaunistus,udmurdi,1973,1973-08-06,1973-09-02,,,4757942,,Kalju Konsin,"6.VIII.-2.IX.1973.a. ekspeditsioonil Udmurdi ANSV-sse vanemateadur Kalju Konsini poolt kogutud esemed. Katalooginud vanemteadur Heiki Pärdi. Verif.: v.v.akt 1973:57, k/r 113.",,,,,,,,,Udmurdi ANSV,,tekstiil
614771,ERM B 77:4,http://opendata.muis.ee/media-list/614771,http://opendata.muis.ee/object/614771,pealinik,udmurdi,1973,1973-08-06,1973-09-02,,,4757942,,Kalju Konsin,"6.VIII.-2.IX.1973.a. ekspeditsioonil Udmurdi ANSV-sse vanemateadur Kalju Konsini poolt kogutud esemed. Katalooginud vanemteadur Heiki Pärdi. Verif.: v.v.akt 1973:57, k/r 113.",,,,,,,,,Udmurdi ANSV,,tekstiil
614772,ERM B 77:5,http://opendata.muis.ee/media-list/614772,http://opendata.muis.ee/object/614772,pealinik,udmurdi,1973,1973-08-06,1973-09-02,,,"2269427, 5744033, 4757942, 2269428",,Kalju Konsin,"6.VIII.-2.IX.1973.a. ekspeditsioonil Udmurdi ANSV-sse vanemateadur Kalju Konsini poolt kogutud esemed. Katalooginud vanemteadur Heiki Pärdi. Verif.: v.v.akt 1973:57, k/r 113.","""Teinud müüja ema Aksinja Bulgakova .""",,,,tikkimine,,,,Udmurdi ANSV,"puuvill, vill",tekstiil
614773,ERM B 77:6,http://opendata.muis.ee/media-list/614773,http://opendata.muis.ee/object/614773,särkkleit,udmurdi,1973,1973-08-06,1973-09-02,,,4757942,,Kalju Konsin,"6.VIII.-2.IX.1973.a. ekspeditsioonil Udmurdi ANSV-sse vanemateadur Kalju Konsini poolt kogutud esemed. Katalooginud vanemteadur Heiki Pärdi. Verif.: v.v.akt 1973:57, k/r 113.",,,,,,,,,Udmurdi ANSV,,tekstiil
614774,ERM B 77:7,http://opendata.muis.ee/media-list/614774,http://opendata.muis.ee/object/614774,"laubaside, neiu",udmurdi,1973,1973-08-06,1973-09-02,,,4757942,,Kalju Konsin,"6.VIII.-2.IX.1973.a. ekspeditsioonil Udmurdi ANSV-sse vanemateadur Kalju Konsini poolt kogutud esemed. Katalooginud vanemteadur Heiki Pärdi. Verif.: v.v.akt 1973:57, k/r 113.",,,,,,,,,Udmurdi ANSV,,tekstiil
614775,ERM B 77:8,http://opendata.muis.ee/media-list/614775,http://opendata.muis.ee/object/614775,"vöö, meeste",udmurdi,1973,1973-08-06,1973-09-02,,,"5570173, 4757942, 2156821, 1057850",Vöö on heas seisundis.,Kalju Konsin,,,,,,valmistaja,,,,Kuzebajeva küla; Grabovo rajoon; Udmurdi ANSV,"lõng, villane",tekstiil
614776,ERM B 77:9/ab,http://opendata.muis.ee/media-list/614776,http://opendata.muis.ee/object/614776,pealiniku otsad,udmurdi,1973,1973-08-06,1973-09-02,,,4757942,,Kalju Konsin,"6.VIII.-2.IX.1973.a. ekspeditsioonil Udmurdi ANSV-sse vanemateadur Kalju Konsini poolt kogutud esemed. Katalooginud vanemteadur Heiki Pärdi. Verif.: v.v.akt 1973:57, k/r 113.",,,,,,,,,Udmurdi ANSV,,tekstiil
614777,ERM B 77:10,http://opendata.muis.ee/media-list/614777,http://opendata.muis.ee/object/614777,"üleriie, naiste",udmurdi,1973,1973-08-06,1973-09-02,,,4757942,,Kalju Konsin,"6.VIII.-2.IX.1973.a. ekspeditsioonil Udmurdi ANSV-sse vanemateadur Kalju Konsini poolt kogutud esemed. Katalooginud vanemteadur Heiki Pärdi. Verif.: v.v.akt 1973:57, k/r 113.",,,,,,,,,Udmurdi ANSV,,tekstiil
614778,ERM B 77:11,http://opendata.muis.ee/media-list/614778,http://opendata.muis.ee/object/614778,"üleriie, naiste",udmurdi,1973,1973-08-06,1973-09-02,,,4757942,,Kalju Konsin,"6.VIII.-2.IX.1973.a. ekspeditsioonil Udmurdi ANSV-sse vanemateadur Kalju Konsini poolt kogutud esemed. Katalooginud vanemteadur Heiki Pärdi. Verif.: v.v.akt 1973:57, k/r 113.",,,,,,,,,Udmurdi ANSV,,tekstiil
614779,ERM B 77:12,http://opendata.muis.ee/media-list/614779,http://opendata.muis.ee/object/614779,"üleriie, naiste",udmurdi,1973,1973-08-06,1973-09-02,,,4757942,,Kalju Konsin,"6.VIII.-2.IX.1973.a. ekspeditsioonil Udmurdi ANSV-sse vanemateadur Kalju Konsini poolt kogutud esemed. Katalooginud vanemteadur Heiki Pärdi. Verif.: v.v.akt 1973:57, k/r 113.",,,,,,,,,Udmurdi ANSV,,tekstiil
614780,ERM B 77:13,http://opendata.muis.ee/media-list/614780,http://opendata.muis.ee/object/614780,särkkleit,udmurdi,1973,1973-08-06,1973-09-02,,,4757942,,Kalju Konsin,"6.VIII.-2.IX.1973.a. ekspeditsioonil Udmurdi ANSV-sse vanemateadur Kalju Konsini poolt kogutud esemed. Katalooginud vanemteadur Heiki Pärdi. Verif.: v.v.akt 1973:57, k/r 113.",,,,,,,,,Udmurdi ANSV,,tekstiil
614781,ERM B 77:14,http://opendata.muis.ee/media-list/614781,http://opendata.muis.ee/object/614781,laudlina,udmurdi,1973,1973-08-06,1973-09-02,,,4757942,,Kalju Konsin,"6.VIII.-2.IX.1973.a. ekspeditsioonil Udmurdi ANSV-sse vanemateadur Kalju Konsini poolt kogutud esemed. Katalooginud vanemteadur Heiki Pärdi. Verif.: v.v.akt 1973:57, k/r 113.",,,,,,,,,Udmurdi ANSV,,tekstiil
614782,ERM B 77:15,http://opendata.muis.ee/media-list/614782,http://opendata.muis.ee/object/614782,"üleriie, naiste",udmurdi,1973,1973-08-06,1973-09-02,,,4757942,,Kalju Konsin,"6.VIII.-2.IX.1973.a. ekspeditsioonil Udmurdi ANSV-sse vanemateadur Kalju Konsini poolt kogutud esemed. Katalooginud vanemteadur Heiki Pärdi. Verif.: v.v.akt 1973:57, k/r 113.",,,,,,,,,Udmurdi ANSV,,tekstiil
614783,ERM B 77:16,http://opendata.muis.ee/media-list/614783,http://opendata.muis.ee/object/614783,särkkleit,udmurdi,1973,1973-08-06,1973-09-02,,,4757942,,Kalju Konsin,"6.VIII.-2.IX.1973.a. ekspeditsioonil Udmurdi ANSV-sse vanemateadur Kalju Konsini poolt kogutud esemed. Katalooginud vanemteadur Heiki Pärdi. Verif.: v.v.akt 1973:57, k/r 113.",,,,,,,,,Udmurdi ANSV,,tekstiil
614784,ERM B 77:17/ab,http://opendata.muis.ee/media-list/614784,http://opendata.muis.ee/object/614784,sukad,udmurdi,1973,1973-08-06,1973-09-02,,,"4757942, 5694709, 1839887",,Kalju Konsin,,,,,,valmistaja,,,,Udmurdi ANSV,"kanepikiud, kotiriie",tekstiil
614785,ERM B 77:18,http://opendata.muis.ee/media-list/614785,http://opendata.muis.ee/object/614785,"särk, naiste",udmurdi,1973,1973-08-06,1973-09-02,,,"3357386, 5584402, 3357380, 4757942, 3357384",,Kalju Konsin,,,,,,valmistaja | üleandja | Udmurdi,,,,Udmurdi ANSV,"lina, vill",tekstiil
614786,ERM B 77:19,http://opendata.muis.ee/media-list/614786,http://opendata.muis.ee/object/614786,"särk, naiste",udmurdi,1973,1973-08-06,1973-09-02,,,"5725853, 3349820, 4757942, 3349827",,Kalju Konsin,"6.VIII.-2.IX.1973.a. ekspeditsioonil Udmurdi ANSV-sse vanemateadur Kalju Konsini poolt kogutud esemed. Katalooginud vanemteadur Heiki Pärdi. Verif.: v.v.akt 1973:57, k/r 113.",,,,,rahvariided | valmistaja,,,,Udmurdi ANSV,"lina, puuvill, vill",tekstiil
614787,ERM B 77:20,http://opendata.muis.ee/media-list/614787,http://opendata.muis.ee/object/614787,"üleriie, naiste",udmurdi,1973,1973-08-06,1973-09-02,,,4757942,,Kalju Konsin,"6.VIII.-2.IX.1973.a. ekspeditsioonil Udmurdi ANSV-sse vanemateadur Kalju Konsini poolt kogutud esemed. Katalooginud vanemteadur Heiki Pärdi. Verif.: v.v.akt 1973:57, k/r 113.",,,,,,,,,Udmurdi ANSV,,tekstiil
614788,ERM B 77:21,http://opendata.muis.ee/media-list/614788,http://opendata.muis.ee/object/614788,põll,udmurdi,1973,1973-08-06,1973-09-02,,,4757942,,Kalju Konsin,"6.VIII.-2.IX.1973.a. ekspeditsioonil Udmurdi ANSV-sse vanemateadur Kalju Konsini poolt kogutud esemed. Katalooginud vanemteadur Heiki Pärdi. Verif.: v.v.akt 1973:57, k/r 113.",,,,,,,,,Udmurdi ANSV,,tekstiil
614789,ERM B 77:22,http://opendata.muis.ee/media-list/614789,http://opendata.muis.ee/object/614789,"üleriie, naiste",udmurdi,1973,1973-08-06,1973-09-02,,,4757942,,Kalju Konsin,"6.VIII.-2.IX.1973.a. ekspeditsioonil Udmurdi ANSV-sse vanemateadur Kalju Konsini poolt kogutud esemed. Katalooginud vanemteadur Heiki Pärdi. Verif.: v.v.akt 1973:57, k/r 113.",,,,,,,,,Udmurdi ANSV,,tekstiil
614790,ERM B 77:23,http://opendata.muis.ee/media-list/614790,http://opendata.muis.ee/object/614790,särkkleit,udmurdi,1973,1973-08-06,1973-09-02,,,4757942,,Kalju Konsin,"6.VIII.-2.IX.1973.a. ekspeditsioonil Udmurdi ANSV-sse vanemateadur Kalju Konsini poolt kogutud esemed. Katalooginud vanemteadur Heiki Pärdi. Verif.: v.v.akt 1973:57, k/r 113.",,,,,,,,,Udmurdi ANSV,,tekstiil
614791,ERM B 77:24,http://opendata.muis.ee/media-list/614791,http://opendata.muis.ee/object/614791,"üleriie, naiste",udmurdi,1973,1973-08-06,1973-09-02,,,4757942,,Kalju Konsin,"6.VIII.-2.IX.1973.a. ekspeditsioonil Udmurdi ANSV-sse vanemateadur Kalju Konsini poolt kogutud esemed. Katalooginud vanemteadur Heiki Pärdi. Verif.: v.v.akt 1973:57, k/r 113.",,,,,,,,,Udmurdi ANSV,,tekstiil
614792,ERM B 77:25/1-2,http://opendata.muis.ee/media-list/614792,http://opendata.muis.ee/object/614792,"käterätt, otsad",udmurdi,1973,1973-08-06,1973-09-02,,,"2249635, 2249643, 5699638, 4757942",,Kalju Konsin,"6.VIII.-2.IX.1973.a. ekspeditsioonil Udmurdi ANSV-sse vanemateadur Kalju Konsini poolt kogutud esemed. Katalooginud vanemteadur Heiki Pärdi. Verif.: v.v.akt 1973:57, k/r 113.",,,,,valmistaja | õmblemine,,,,Udmurdi ANSV,"lina, puuvill",tekstiil
614793,ERM B 77:26,http://opendata.muis.ee/media-list/614793,http://opendata.muis.ee/object/614793,"särk, naiste",udmurdi,1973,1973-08-06,1973-09-02,,,"4757942, 5740767",,Kalju Konsin,,,,,,,,,,Udmurdi ANSV,,tekstiil
614794,ERM B 77:27,http://opendata.muis.ee/media-list/614794,http://opendata.muis.ee/object/614794,"üleriie, naiste",udmurdi,1973,1973-08-06,1973-09-02,,,4757942,,Kalju Konsin,"6.VIII.-2.IX.1973.a. ekspeditsioonil Udmurdi ANSV-sse vanemateadur Kalju Konsini poolt kogutud esemed. Katalooginud vanemteadur Heiki Pärdi. Verif.: v.v.akt 1973:57, k/r 113.",,,,,,,,,Udmurdi ANSV,,tekstiil
614795,ERM B 77:28/ab,http://opendata.muis.ee/media-list/614795,http://opendata.muis.ee/object/614795,sukad,udmurdi,1973,1973-08-06,1973-09-02,,,"4757942, 1839869, 1840001, 5718838",,Kalju Konsin,,,,,,silmuskudumine,,,,Udmurdi ANSV,"kangas, puuvillane, villane kangas",tekstiil
614796,ERM B 77:29/ab,http://opendata.muis.ee/media-list/614796,http://opendata.muis.ee/object/614796,sokid,udmurdi,1973,1973-08-06,1973-09-02,,,"5706451, 4757942, 1842444",,Kalju Konsin,,,,,,õmblemine,,,,Udmurdi ANSV,villane kangas,tekstiil
614797,ERM B 77:30,http://opendata.muis.ee/media-list/614797,http://opendata.muis.ee/object/614797,"särk, meeste",udmurdi,1973,1973-08-06,1973-09-02,,,"4757942, 3357594, 3357581, 3357572, 3357570, 5584403",,Kalju Konsin,,,,,,üleandja | valmistaja | meesteriietus | valmistaja,,,,Udmurdi ANSV,lina,tekstiil
614798,ERM B 77:31,http://opendata.muis.ee/media-list/614798,http://opendata.muis.ee/object/614798,"särk, naiste",udmurdi,1973,1973-08-06,1973-09-02,,,"3357594, 3357615, 4757942, 3357613, 5740768",,Kalju Konsin,,,,,,üleandja | valmistaja | rahvariided,,,,Udmurdi ANSV,lina,tekstiil
614799,ERM B 77:32,http://opendata.muis.ee/media-list/614799,http://opendata.muis.ee/object/614799,käterätt,udmurdi,1973,1973-08-06,1973-09-02,,,"4757942, 5728264, 2249668, 2249664",,Kalju Konsin,"6.VIII.-2.IX.1973.a. ekspeditsioonil Udmurdi ANSV-sse vanemateadur Kalju Konsini poolt kogutud esemed. Katalooginud vanemteadur Heiki Pärdi. Verif.: v.v.akt 1973:57, k/r 113.",,,,,nõudepesu | kangakudumine,,,,Udmurdi ANSV,lina,tekstiil
