object_id,museaali_number,eseme_nimi,material,material_category
618989,ERM B 125:15,jalatsipöid,,tekstiil
618990,ERM B 125:16,pearätik,,tekstiil
618997,ERM B 139:14,rüü,,tekstiil
619007,ERM B 139:24,laudlina,,tekstiil
619008,ERM B 139:25,pealinik,,tekstiil
619010,ERM B 139:27/ab,viisupaelad,,tekstiil
619011,ERM B 139:28,"vöö, meeste",,tekstiil
619012,ERM B 139:29/ab,säärise- või sukapaelad,,tekstiil
619013,ERM B 139:30,põll,,tekstiil
619015,ERM B 139:32,rüü,,tekstiil
619016,ERM B 139:33,"särk, naiste",,tekstiil
619017,ERM B 139:34,rüü,,tekstiil
619018,ERM B 139:35,"särk, naiste",,tekstiil
619020,ERM B 139:37,rüü,,tekstiil
619021,ERM B 139:38,"särk, naiste",,tekstiil
619025,ERM B 139:42,säärise riie,,tekstiil
619028,ERM B 139:45/ab,viisupaelad,,puit
619029,ERM B 139:46,"särk, naiste",,tekstiil
619030,ERM B 139:47,rüü,,tekstiil
619034,ERM B 139:51/ab,sukapaelad,,tekstiil
619035,ERM B 139:52/ab,sukapaelad,,tekstiil
619036,ERM B 139:53,vöö,,tekstiil
619037,ERM B 139:54,"särk, pruudi",,tekstiil
619038,ERM B 139:55,"rüü, pruudi",,tekstiil
619039,ERM B 139:56,"särk, naiste",,tekstiil
619040,ERM B 139:57,rüü,,tekstiil
619041,ERM B 139:58,rätik,,tekstiil
619042,ERM B 139:59,rinnalapp,,tekstiil
619043,ERM B 139:60,rüü,,tekstiil
619044,ERM B 139:61,särk,,tekstiil
619045,ERM B 139:62,särk,,tekstiil
619046,ERM B 139:63,rüü,,tekstiil
619047,ERM B 152:32/ab,viisud,,puit
619048,ERM B 152:33,"vöö, naiste",,tekstiil
619049,ERM B 152:34,istepingi kate,,tekstiil
619050,ERM B 152:35,pealinik,,tekstiil
619051,ERM B 152:36,"särk, meeste",,tekstiil
619052,ERM B 152:37,kleit,,tekstiil
619053,ERM B 152:38/ab,pealiniku otsad,,tekstiil
619056,ERM B 152:41,rinnalapp,,tekstiil
619057,ERM B 152:42/ab,pealiniku otsad,,tekstiil
619058,ERM B 152:43,laubapael,,tekstiil
619059,ERM B 152:44/ab,pealiniku otsad,,tekstiil
619060,ERM B 152:45/ab,pealiniku otsad,,tekstiil
619061,ERM B 152:46/abc,"kaunistuspaelad, naiste ülerõiva",,tekstiil
619062,ERM B 152:47,"vöö, naiste",,tekstiil
619063,ERM B 152:48,põll,,tekstiil
619064,ERM B 152:49,"vöö, meeste",,tekstiil
619065,ERM B 152:50,"vöö, meeste",,tekstiil
619066,ERM B 152:51,"vöö, naiste",,tekstiil
619067,ERM B 152:52,põll,,tekstiil
619069,ERM B 152:54,kleit,,tekstiil
619071,ERM B 152:56,"ülekuub, naiste",,tekstiil
619072,ERM B 152:57,istepingi kate,,tekstiil
619073,ERM B 152:58,kleit,,tekstiil
619075,ERM B 152:60,kleit,,tekstiil
619076,ERM B 152:61,kleit,,tekstiil
619077,ERM B 152:62,rinnalapp,,tekstiil
619078,ERM B 152:63,tikand,,tekstiil
619079,ERM B 152:64/ab,"kindad, naiste",,tekstiil
619080,ERM B 152:65,laudlina,,tekstiil
619081,ERM B 152:66,istepingi kate,,tekstiil
619082,ERM B 152:67,rinnalapp,,tekstiil
619083,ERM B 152:68,"ülerõivas, naiste",,tekstiil
619084,ERM B 152:69,põll,,tekstiil
619085,ERM B 152:70,"vöö, meeste",,tekstiil
619086,ERM B 152:71,pealinik,,tekstiil
619088,ERM B 152:73,rinnalapp,,tekstiil
619089,ERM B 152:74,"särk, meeste",,tekstiil
619090,ERM B 152:75,pealinik,,tekstiil
619091,ERM B 152:76,"vöö, naiste",,tekstiil
619092,ERM B 152:77,peapael,,tekstiil
619093,ERM B 152:78,rinnakaunistus,,tekstiil
619094,ERM B 152:79,"müts, laste",,tekstiil
619096,ERM B 152:81,"vöö, naiste",,tekstiil
619177,ERM B 164:2,kott,,tekstiil
619178,ERM B 164:3,"kleit, tüdrukute",,tekstiil
619181,ERM B 164:6,sõrmus,,metall
619182,ERM B 164:7,põhjapõdrarakendi kaunistus,,puit
619186,ERM B 164:11,naast,,metall
619187,ERM B 164:12,ripats,,metall
619189,ERM B 164:14,"kleit, tüdrukute",,tekstiil
619190,ERM B 164:15,"kleit, tüdrukute",,tekstiil
619191,ERM B 164:16/ab,"suvesaapad, tüdrukute",,nahk
619202,ERM B 164:24,"rüü, meeste",,tekstiil
619276,ERM B 176:149/ab,viisupaelad,,tekstiil
619335,ERM B 67:28,"""säk"", naiste ülerõivas",,tekstiil
619343,ERM B 86:69,seinavaip,,tekstiil
619344,ERM B 86:70,voodi ääre pits,,tekstiil
619390,ERM B 90:182,"sarafan, seelik",,tekstiil
619430,ERM B 92:21,sõrmus,,metall
619431,ERM B 92:22,kleit,,tekstiil
619436,ERM B 92:27/ab,"karvasaapad, poisi",,nahk
619438,ERM B 92:29,kott,,nahk
619467,ERM B 110:9,"särk, naiste",,tekstiil
619476,ERM B 110:18,särk-kleit,,tekstiil
619485,ERM B 110:27,särk-kleidi allosa,,tekstiil
619486,ERM B 110:28,seinalinik,,tekstiil
619487,ERM B 110:29,särk-kleidi allosa,,tekstiil
619488,ERM B 110:30,särk-kleit,,tekstiil
619489,ERM B 110:31,ajalehehoidja,,tekstiil
619506,ERM B 110:48,põrandatekk,,tekstiil
619508,ERM B 110:50,põrandatekk,,tekstiil
619526,ERM B 127:12,kangaproov,,tekstiil
619527,ERM B 127:13/ab,eesriided,,tekstiil
619528,ERM B 127:14,kangaproov,,tekstiil
619529,ERM B 127:15,aluskott,,tekstiil
619530,ERM B 127:16,aluskott,,tekstiil
619531,ERM B 127:17,aluskott,,tekstiil
619552,ERM B 139:64,pealinik,,tekstiil
619553,ERM B 139:65,pealinik,,tekstiil
619554,ERM B 139:66,rinnalapp,,tekstiil
619555,ERM B 139:67,rinnalapp,,tekstiil
619556,ERM B 139:68,rinnalapp,,tekstiil
619557,ERM B 139:69,rinnalapp,,tekstiil
619558,ERM B 139:70,rinnalapp,,tekstiil
619559,ERM B 139:71,rinnalapp,,tekstiil
619560,ERM B 139:72,rinnalapp,,tekstiil
619561,ERM B 139:73,rinnalapp,,tekstiil
619562,ERM B 139:74,puusavöö,,tekstiil
619563,ERM B 139:75,"särk, naiste",,tekstiil
619564,ERM B 139:76,rüü,,tekstiil
619565,ERM B 139:77,põll,,tekstiil
619567,ERM B 139:79,"särk, naiste",,tekstiil
619568,ERM B 139:80,rüü,,tekstiil
619569,ERM B 139:81,"särk, meeste",,tekstiil
619586,ERM B 139:98,sängiriie,,tekstiil
619589,ERM B 139:101,laudlina,,tekstiil
619592,ERM B 139:104,kleit,,tekstiil
619593,ERM B 139:105,kleit,,tekstiil
619595,ERM B 139:107,kleit-särk,,tekstiil
619597,ERM B 139:109,kaelakee,,klaas
619598,ERM B 139:110,"kaelakee, katkend",,klaas
619602,ERM B 152:82,peapael,,tekstiil
619603,ERM B 152:83,viisupaelad,,tekstiil
619604,ERM B 152:84,rinnakaunistus,,plastik
619605,ERM B 152:85,laubaehe (kaunistus),,plastik
619606,ERM B 152:86,rinnalapp,,tekstiil
619607,ERM B 152:87,peapael,,tekstiil
619608,ERM B 152:89,pealinik,,tekstiil
619610,ERM B 152:88,"vöö, naiste",,tekstiil
619611,ERM B 152:91,"ülerõivas, naiste",,tekstiil
619612,ERM B 152:92,istetekk,,tekstiil
619613,ERM B 152:93,kleit,,tekstiil
619614,ERM B 152:94,peapael,,tekstiil
619615,ERM B 152:95,rinnalapp,,tekstiil
619616,ERM B 152:96,peapael,,tekstiil
619617,ERM B 152:97,pealiniku ots,,tekstiil
619619,ERM B 152:99,ülerõivas,,tekstiil
619620,ERM B 152:100,"käterätiku ots, pits",,tekstiil
619648,ERM B 153:18,põrandariie,,tekstiil
619652,ERM B 153:22,"kuub, naiste",,tekstiil
619778,ERM B 171:7,laudlina,,tekstiil
619779,ERM B 171:8,vilt,,tekstiil
619780,ERM B 171:9,vilt,,tekstiil
619782,ERM B 171:10/ab,"saapad, meeste",,nahk
619783,ERM B 171:11/ab,"kingad, naiste",,nahk
619784,ERM B 171:12/ab,"nöörsaapad, naiste",,nahk
619791,ERM B 171:18/ab,viltsaapad,,tekstiil
619793,ERM B 171:19,taburetikate,,tekstiil
619794,ERM B 171:20,tikand,,tekstiil
619796,ERM B 171:22,"toasuss, laste",,tekstiil
619815,ERM B 171:39,kattevaip,,tekstiil
619827,ERM B 177:1,rätik,,tekstiil
619829,ERM B 177:2,lint,,tekstiil
619830,ERM B 177:3,põll,,tekstiil
619831,ERM B 177:4,pealinik,,tekstiil
619832,ERM B 177:5/ab,õlakaunistus,,tekstiil
619834,ERM B 177:6,vöö,,tekstiil
619835,ERM B 177:7,särk,,tekstiil
619836,ERM B 177:8,särk,,tekstiil
619837,ERM B 177:9,põll,,tekstiil
619838,ERM B 177:10,vöökaunistus,,tekstiil
619839,ERM B 177:11,põll,,tekstiil
619840,ERM B 177:12,vöö,,tekstiil
619841,ERM B 177:13,põll,,tekstiil
619842,ERM B 177:14/ab,jalarätid,,tekstiil
619844,ERM B 177:15,jalaräti riie,,tekstiil
619846,ERM B 177:17,rüü,,tekstiil
619848,ERM B 177:18,vöökaunistus,,tekstiil
619849,ERM B 177:19,vöö,,tekstiil
619850,ERM B 177:20/ab,õlakaunistus,,tekstiil
619851,ERM B 177:21/ab,õlakaunistus,,tekstiil
619852,ERM B 177:22,vöökaunistus,,tekstiil
619853,ERM B 177:23,vöö,,tekstiil
619855,ERM B 177:24,särgi rinnalõhiku kaunistus,,tekstiil
619856,ERM B 177:25,pulmarätik,,tekstiil
619857,ERM B 177:26,põll,,tekstiil
619858,ERM B 177:27,särk,,tekstiil
619864,ERM B 177:32,rahakott,,tekstiil
619945,ERM B 87:9,kleidikaunistus,,tekstiil
619951,ERM B 87:15,rüü kaunistus,,tekstiil
619952,ERM B 87:16,rüü kaunistus,,tekstiil
619953,ERM B 87:17,rüü kaunistus,,tekstiil
619968,ERM B 92:32,sõrmus,,metall
619969,ERM B 92:33,sõrmus,,metall
619972,ERM B 92:36,kunstpatsid,,tekstiil
619979,ERM B 93:1,lehekott,,tekstiil
620002,ERM B 93:24,sarafan,,tekstiil
620042,ERM B 110:55,"särk, naiste",,tekstiil
620059,ERM B 110:72,pluus,,tekstiil
620063,ERM B 111:2,pealinik,,tekstiil
620065,ERM B 111:4,peapael,,tekstiil
620066,ERM B 111:5,peapael,,tekstiil
620067,ERM B 111:6,pealinik,,tekstiil
620068,ERM B 111:7,kleit,,tekstiil
620071,ERM B 111:10,kleidi alläär,,tekstiil
620072,ERM B 111:11,viisupael,,tekstiil
620073,ERM B 111:12,viisupael,,tekstiil
620074,ERM B 111:13,viisupael,,tekstiil
620075,ERM B 111:14,viisupael,,tekstiil
620076,ERM B 111:15,viisupael,,tekstiil
620077,ERM B 111:16/ab,pealiniku otsad,,tekstiil
620079,ERM B 112:2,linik,,tekstiil
620080,ERM B 112:3,seinavaip (piltvaip),,tekstiil
620081,ERM B 112:4,vaip,,tekstiil
620082,ERM B 112:5,voodivaip,,tekstiil
620093,ERM B 128:12,"särk, meeste",,tekstiil
620094,ERM B 128:13,põll,,tekstiil
620095,ERM B 128:14,põll,,tekstiil
620099,ERM B 128:18,peapael,,tekstiil
620100,ERM B 128:19,põll,,tekstiil
620101,ERM B 128:20,kleit,,tekstiil
620102,ERM B 128:21,"rüü, naiste",,tekstiil
620104,ERM B 128:23,põll,,tekstiil
620105,ERM B 128:24,põll,,tekstiil
620106,ERM B 128:25,"ülerõivas, naiste",,tekstiil
620108,ERM B 128:27,põll,,tekstiil
620109,ERM B 128:28,pealinik,,tekstiil
620110,ERM B 128:29,"ülerõivas, naiste",,tekstiil
620111,ERM B 128:30,kleit,,tekstiil
620112,ERM B 128:31,põll,,tekstiil
620113,ERM B 128:32,ülerõivas,,tekstiil
620114,ERM B 128:33,kleit,,tekstiil
620115,ERM B 128:34,pealinik,,tekstiil
620116,ERM B 128:35,kleit,,tekstiil
620117,ERM B 128:36,peapael,,tekstiil
620118,ERM B 128:37,peapael,,tekstiil
620119,ERM B 128:38/ab,pealiniku otsad,,tekstiil
620121,ERM B 128:40,"ülerõivas, naiste",,tekstiil
620122,ERM B 128:41,"ülerõivas, naiste",,tekstiil
620123,ERM B 128:42,kleit,,tekstiil
620124,ERM B 128:43/ab,viisupaelad,,tekstiil
620125,ERM B 128:44/ab,viisupaelad,,tekstiil
620126,ERM B 128:45,kleit,,tekstiil
620127,ERM B 128:46,põll,,tekstiil
620128,ERM B 128:47,pealinik,,tekstiil
620130,ERM B 128:49,kleit,,tekstiil
620131,ERM B 128:50,laubaehe,,tekstiil
620133,ERM B 128:52,käterätt,,tekstiil
620135,ERM B 128:54,pealinik,,tekstiil
620136,ERM B 128:55/ab,pealiniku otsad,,tekstiil
620137,ERM B 128:56/ab,pealiniku otsad,,tekstiil
620138,ERM B 128:57,pealinik,,tekstiil
620139,ERM B 128:58/ab,pealiniku otsad,,tekstiil
620155,ERM B 140:2,vöö,,tekstiil
620156,ERM B 140:3,rüü,,tekstiil
620157,ERM B 140:5,särk,,tekstiil
620158,ERM B 140:6,särk,,tekstiil
620159,ERM B 140:7,särk,,tekstiil
620162,ERM B 140:10,särgi alläär,,tekstiil
620163,ERM B 140:11,pühaserätt,,tekstiil
620165,ERM B 140:12,riideproov,,tekstiil
620166,ERM B 140:13,alussärgi ülemine pits,,tekstiil
620167,ERM B 140:14,põrandariie,,tekstiil
620173,ERM B 140:20,käterätt,,tekstiil
620174,ERM B 140:21,voodikatte pits,,tekstiil
620175,ERM B 140:22,käterätt,,tekstiil
620178,ERM B 140:25,käterätt,,tekstiil
620179,ERM B 140:26,riideproov,,tekstiil
620180,ERM B 140:27,pitsid,,tekstiil
620191,ERM B 153:25,voodikott,,tekstiil
620195,ERM B 153:29/ab,noodakindad,,tekstiil
620196,ERM B 153:30,"vest, naiste",,tekstiil
620197,ERM B 153:31,kostüümjakk,,tekstiil
620199,ERM B 153:33,"näovõrk, mesiniku",,tekstiil
620200,ERM B 153:34,"näovõrk, mesiniku",,tekstiil
620203,ERM B 153:37,poolpalitu,,tekstiil
620204,ERM B 153:38,mantel,,tekstiil
620205,ERM B 153:39,sarafan,,tekstiil
620206,ERM B 153:40,müts,,tekstiil
620207,ERM B 153:41,müts,,tekstiil
620214,ERM B 153:48,padjapüür,,tekstiil
620216,ERM B 154:2,"särk, naiste",,tekstiil
620217,ERM B 154:3,"vöö, naiste",,tekstiil
620221,ERM B 154:7,rüü,,tekstiil
620222,ERM B 154:8,rüü,,tekstiil
620224,ERM B 154:10,"vöö, meeste",,tekstiil
620225,ERM B 154:11,"vöö, naiste",,tekstiil
620226,ERM B 154:12,riidekangas,,tekstiil
620229,ERM B 154:15,pearätik,,tekstiil
620230,ERM B 154:16,sõlg,,metall
620237,ERM B 154:23,"vöö, naiste",,tekstiil
620238,ERM B 154:24,särk,,tekstiil
620330,ERM B 165:16,peakate,,tekstiil
620360,ERM B 166:5,laudlina,,tekstiil
620361,ERM B 166:6,laudlina,,tekstiil
620362,ERM B 166:7,kleit,,tekstiil
620371,ERM B 171:48/ab,kardinad,,tekstiil
620372,ERM B 171:49,vaip,,tekstiil
620373,ERM B 171:50,padjakate,,tekstiil
620374,ERM B 171:51,linake,,tekstiil
620375,ERM B 171:52,padjakott,,tekstiil
620376,ERM B 171:53,linake,,tekstiil
620377,ERM B 171:54,voodiotsakate,,tekstiil
620378,ERM B 171:55,voodiäärelina,,tekstiil
620379,ERM B 171:56,vaasialus,,tekstiil
620380,ERM B 171:57,linake,,tekstiil
620381,ERM B 171:58,seinavaip,,tekstiil
620382,ERM B 171:59,taburetikate,,tekstiil
620383,ERM B 171:60,padjapüür,,tekstiil
620384,ERM B 171:61,"särk, meeste",,tekstiil
620385,ERM B 171:62,linik,,tekstiil
620386,ERM B 171:63,linik,,tekstiil
620389,ERM B 171:66,"vöö, katke, meeste",,tekstiil
620390,ERM B 171:67,põll,,tekstiil
620391,ERM B 171:68,põll,,tekstiil
620402,ERM B 171:78,voodilina äärepits,,tekstiil
620403,ERM B 171:79,heegellina,,tekstiil
620404,ERM B 171:80,köögikardin,,tekstiil
620406,ERM B 171:81,ajalehehoidja,,tekstiil
620412,ERM B 171:82,"köögikardin, allosa",,tekstiil
620413,ERM B 177:33,põlle rinnaesine,,tekstiil
620415,ERM B 177:34,pealinik,,tekstiil
620418,ERM B 177:36,põll,,tekstiil
620419,ERM B 177:37,vöökaunistus,,tekstiil
620420,ERM B 177:38,vöö,,tekstiil
620421,ERM B 177:39,vöö,,tekstiil
620422,ERM B 177:40,õlakaunistus,,tekstiil
620423,ERM B 177:41,särk,,tekstiil
620425,ERM B 177:43,särk,,tekstiil
620427,ERM B 177:44,särk,,tekstiil
620428,ERM B 177:45,kaelaehe,,tekstiil
620429,ERM B 177:46/ab,pealiniku otsad,,tekstiil
620430,ERM B 177:47,vöökaunistus,,tekstiil
620431,ERM B 177:48,vöökaunistus,,tekstiil
620432,ERM B 177:49,vöökaunistus,,tekstiil
620434,ERM B 177:50,"kaftan, naiste, kevad-sügis",,tekstiil
620435,ERM B 177:51,"kaftan, naiste, talve",,tekstiil
620440,ERM B 177:54,"rätik, talve",,tekstiil
620441,ERM B 177:55,rätik,,tekstiil
620442,ERM B 177:56,pealinik,,tekstiil
620502,ERM B 68:93,"tekk, suurrätt",,tekstiil
620508,ERM B 87:35,rüü,,tekstiil
620509,ERM B 87:36,sõrmus,,metall
620510,ERM B 87:37,sõrmus,,metall
620511,ERM B 87:38,sõrmus,,metall
620512,ERM B 87:39,sõrmus,,metall
620513,ERM B 87:40,sõrmus,,metall
620514,ERM B 87:41,sõrmus,,metall
620515,ERM B 87:42,pealinik,,tekstiil
620516,ERM B 87:43,peapael,,tekstiil
620517,ERM B 87:44,peapael,,tekstiil
620518,ERM B 87:45,peapael,,tekstiil
620520,ERM B 87:47,"särk, naiste",,tekstiil
620522,ERM B 87:49,peapael,,tekstiil
620523,ERM B 87:50,peapael,,tekstiil
620524,ERM B 87:51,peapael,,tekstiil
620529,ERM B 87:56,peapael,,tekstiil
620530,ERM B 87:57,peapael,,tekstiil
620531,ERM B 87:58,peapael,,tekstiil
620532,ERM B 87:59,peapael,,tekstiil
620533,ERM B 87:60,peapael,,tekstiil
620534,ERM B 87:61,peapael,,tekstiil
620535,ERM B 87:62,peapael,,tekstiil
620536,ERM B 87:63,peapael,,tekstiil
620537,ERM B 87:64,peapael,,tekstiil
620538,ERM B 87:65,peapael,,tekstiil
620541,ERM B 87:68,leid,vask,metall
620542,ERM B 87:69,"särk, naiste",,tekstiil
620543,ERM B 87:70,"särk, naiste",,tekstiil
620544,ERM B 87:71,"särk, naiste",,tekstiil
620545,ERM B 87:72,peapael,,tekstiil
620546,ERM B 87:73,peapael,,tekstiil
620548,ERM B 87:75,peapael,,tekstiil
620550,ERM B 87:77,peapael,,tekstiil
620551,ERM B 87:78,peapael,,tekstiil
620552,ERM B 87:79,peapael,,tekstiil
620553,ERM B 87:80,peapael,,tekstiil
620554,ERM B 87:81,peapael,,tekstiil
620574,ERM B 94:26,"vikat, löega",,puit
620599,ERM B 95:1,kaelaehe,,metall
620600,ERM B 95:2,peakate,,tekstiil
620602,ERM B 95:4,käterätt,,tekstiil
620603,ERM B 95:5,rüü,,tekstiil
620634,ERM B 113:16,sarafan,,tekstiil
620635,ERM B 113:17,"müts, naiste",,tekstiil
620649,ERM B 114:12,ülerõivas,,tekstiil
620651,ERM B 114:14,põll,,tekstiil
620653,ERM B 114:16,kleit,,tekstiil
620654,ERM B 114:17,ülerõivas,,tekstiil
620655,ERM B 114:18,ülerõivas,,tekstiil
620656,ERM B 114:19,kleit,,tekstiil
620661,ERM B 114:24,särgiriie,,tekstiil
620664,ERM B 114:27,padjakott,,tekstiil
620665,ERM B 114:28,püksiriie,,tekstiil
620667,ERM B 114:30,särgi kaunistus,,tekstiil
620668,ERM B 114:31,ülerõivas,,tekstiil
620671,ERM B 114:33,ülerõiva allosa,,tekstiil
620672,ERM B 114:34,põll,,tekstiil
620673,ERM B 114:35,põll,,tekstiil
620674,ERM B 114:36,särk,,tekstiil
620675,ERM B 128:59,pealiniku ots,,tekstiil
620676,ERM B 128:60,põll,,tekstiil
620678,ERM B 128:62/ab,pealiniku otsad,,tekstiil
620679,ERM B 128:63/ab,pealiniku otsad,,tekstiil
620680,ERM B 128:64/ab,pealiniku otsad,,tekstiil
620681,ERM B 128:65/ab,põllepaelad,,tekstiil
620683,ERM B 128:67,kleit,,tekstiil
620684,ERM B 128:68,laudlina,,tekstiil
620685,ERM B 128:69,kleit,,tekstiil
620686,ERM B 128:70,kleit,,tekstiil
620687,ERM B 128:71,kleit,,tekstiil
620688,ERM B 128:72,kleit,,tekstiil
620689,ERM B 128:73,põll,,tekstiil
620690,ERM B 128:74,kleit,,tekstiil
620691,ERM B 128:75,kleit,,tekstiil
620692,ERM B 128:76,kleit,,tekstiil
620696,ERM B 128:80,laudlina,,tekstiil
620698,ERM B 128:82,laudlina,,tekstiil
620699,ERM B 128:83,pealinik,,tekstiil
620700,ERM B 128:84,hälli kandmise pael,,tekstiil
620701,ERM B 128:85/ab,viisupaelad,,tekstiil
620704,ERM B 128:88/ab,labakindad,,tekstiil
620717,ERM B 128:101/ab,kindad,,tekstiil
620725,ERM B 140:36,käterätt,,tekstiil
620726,ERM B 140:37,käterätt,,tekstiil
620727,ERM B 140:38,laudlina,,tekstiil
620728,ERM B 140:39,voodikoti riie,,tekstiil
620729,ERM B 140:40,vöö,,tekstiil
620734,ERM B 140:45,särgi ülaosa,,tekstiil
620735,ERM B 140:46,põll,,tekstiil
620736,ERM B 140:47,põll,,tekstiil
620738,ERM B 140:49,sarafan,,tekstiil
620740,ERM B 140:51,vöö,,tekstiil
620741,ERM B 140:52,põll,,tekstiil
620742,ERM B 140:53,pitsid,,tekstiil
620743,ERM B 140:54/ab,käteräti otsad,,tekstiil
620744,ERM B 140:55,"aluspesu, alussärk, naiste",,tekstiil
620748,ERM B 140:59,peakate,,tekstiil
620749,ERM B 140:60,särgi ülaosa,,tekstiil
620750,ERM B 140:61,vöö,,tekstiil
620753,ERM B 140:64,vöö,,tekstiil
620756,ERM B 140:67/ab,viisupaelad,,tekstiil
620757,ERM B 140:68,vöö,,tekstiil
620758,ERM B 140:69,põll,,tekstiil
620760,ERM B 140:71,sarafan,,tekstiil
620761,ERM B 140:72,vöö,,tekstiil
620762,ERM B 140:73,põll,,tekstiil
620763,ERM B 140:74,peakate,,tekstiil
620764,ERM B 140:75,põll,,tekstiil
620765,ERM B 140:76,sarafan,,tekstiil
620766,ERM B 140:77,särk,,tekstiil
620767,ERM B 140:78,peakate,,tekstiil
620768,ERM B 140:79,särgi ülaosa,,tekstiil
620770,ERM B 140:81,särk,,tekstiil
620771,ERM B 140:82,peapael,,tekstiil
620772,ERM B 140:83,peakate,,tekstiil
620773,ERM B 140:84,põll,,tekstiil
620775,ERM B 154:26,peakate,,tekstiil
620777,ERM B 154:28,"vöö, naiste",,tekstiil
620778,ERM B 154:29,peakate,,tekstiil
620781,ERM B 154:32/ab,säärepaelad,,tekstiil
620792,ERM B 155:11,mänguasi: nukk,,tekstiil
620793,ERM B 155:12,mänguasi: nuku kleit,,tekstiil
620798,ERM B 155:17,"ornament, katkend",,nahk
620802,ERM B 156:4,"võrk, katke",,tekstiil
620803,ERM B 156:5,"võrk, katke",,tekstiil
620804,ERM B 156:6,"võrk, katke",,tekstiil
620805,ERM B 156:7,"võrk, katke",,tekstiil
620806,ERM B 156:8,ilukäterätt,,tekstiil
620808,ERM B 156:10,jakk,,tekstiil
620902,ERM B 166:12/ab,kindad,,tekstiil
620911,ERM B 166:20,laudlina,,tekstiil
620912,ERM B 166:21,laudlina,,tekstiil
620916,ERM B 166:25,kleit,,tekstiil
620917,ERM B 166:26,kleit,,tekstiil
620918,ERM B 166:27,"ülerõivas, naiste",,tekstiil
620920,ERM B 166:28,kleit,,tekstiil
620921,ERM B 166:29,"särk, meeste",,tekstiil
620922,ERM B 166:30,"püksid, meeste",,tekstiil
620924,ERM B 166:32,"lahttasku, naiste",,tekstiil
620925,ERM B 166:33,"ülerõivas, naiste",,tekstiil
620928,ERM B 166:36,voodilina äärepits,,tekstiil
620931,ERM B 166:39,"ülerõivas, naiste",,tekstiil
620935,ERM B 166:43,käteräti alus,,tekstiil
620949,ERM B 171:83,linik,,tekstiil
620950,ERM B 171:84,põrandavaip,,tekstiil
620973,ERM B 171:104,voodilina äärepits,,tekstiil
620974,ERM B 171:105,voodiserva lina,,tekstiil
620988,ERM B 171:117,sussking,,nahk
620989,ERM B 171:118,"saabas, meeste",,nahk
621083,ERM B 87:92,nõelapadi,,tekstiil
621105,ERM B 87:103,kleit,,tekstiil
621106,ERM B 87:104/ab,karvasaapad,,nahk
621117,ERM B 87:115,tanu,,tekstiil
621118,ERM B 87:116,tanu,,tekstiil
621119,ERM B 87:117,tanu,,tekstiil
621120,ERM B 87:118,rätik,,tekstiil
621121,ERM B 87:119,"särk, naiste",,tekstiil
621122,ERM B 87:120,"särk, meeste",,tekstiil
621123,ERM B 95:6,rüü,,tekstiil
621125,ERM B 95:8,sarafan,,tekstiil
621126,ERM B 95:9,särgipiht,,tekstiil
621127,ERM B 95:10,särgipiht,,tekstiil
621128,ERM B 95:11,särgipiht,,tekstiil
621129,ERM B 95:12,särgipiht,,tekstiil
621130,ERM B 95:13,"särk, naiste",,tekstiil
621132,ERM B 95:15,vöörätt,,tekstiil
621133,ERM B 95:16,vöörätt,,tekstiil
621135,ERM B 95:18,vöörätt,,tekstiil
621140,ERM B 96:5,palvehelmed,,karp
621144,ERM B 97:1,kleit,,tekstiil
621145,ERM B 97:2,kleit,,tekstiil
621146,ERM B 97:3,lapse kandmed,,tekstiil
621147,ERM B 97:4,"rüü, naiste",,tekstiil
621149,ERM B 97:6/ab,"viisud, naiste",,puit
621151,ERM B 97:7/ab,pealiniku otsad,,tekstiil
621152,ERM B 97:8,pealinik,,tekstiil
621153,ERM B 97:9,pealinik,,tekstiil
621154,ERM B 97:10,pealinik,,tekstiil
621166,ERM B 98:8,särgi alaosa laid,,tekstiil
621194,ERM B 114:38,laudlina,,tekstiil
621196,ERM B 114:40,"ülerõivas, naiste",,tekstiil
621197,ERM B 114:41,"särk, naiste",,tekstiil
621198,ERM B 114:42,"särk, tüdrukute",,tekstiil
621199,ERM B 114:43,"ülerõivas, tüdrukute",,tekstiil
621200,ERM B 114:44,rinnalapp,,tekstiil
621201,ERM B 114:45,kleidiriie,,tekstiil
621203,ERM B 114:47,laudlina,,tekstiil
621206,ERM B 114:49,randmeehe,,plastik
621207,ERM B 114:50,rinnaehe,,plastik
621211,ERM B 114:54,"ülerõivas, naiste",,tekstiil
621213,ERM B 114:56,põll,,tekstiil
621216,ERM B 114:59,kleidiriie,,tekstiil
621224,ERM B 114:66,rinnalapp,,tekstiil
621230,ERM B 114:72,"särk, naiste",,tekstiil
621233,ERM B 114:75,laudlina,,tekstiil
621234,ERM B 114:76,särgi käise kaunistus,,tekstiil
621244,ERM B 128:114,pealinik,,tekstiil
621245,ERM B 128:115,kleit,,tekstiil
621246,ERM B 128:116,kleit,,tekstiil
621250,ERM B 128:120,linikuots,,tekstiil
621255,ERM B 128:125,põllepael,,tekstiil
621260,ERM B 129:3,"sarafan, seelik",,tekstiil
621263,ERM B 129:6,"sarafan, seelik",,tekstiil
621264,ERM B 129:7,jakk,,tekstiil
621265,ERM B 129:8,põll,,tekstiil
621268,ERM B 129:11/ab,"karusnahksaapad, meeste",,nahk
621282,ERM B 130:13,"kuub, tüdrukute",,tekstiil
