object_id,best_place,place_precision,country,region,region_est,region_eng,rajon,rajon_est,rajon_eng,village,lat,lon,has_coordinates,koht,modern_region_est,modern_region_eng,modern_rajon_est,modern_rajon_eng,normalization_status,normalization_note,normalization_source,map_precision,lookup_id
614761,Sidorovo küla,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,Sidorovo küla,10939.0,,False,Sidorovo küla; Sidorovo külanõukogu; Boksidogorski rajoon; Leningrad oblast; Venemaa,Leningradi oblast,Leningrad Oblast,,,valmis,lookup:PL0423,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,region,PL0423
614762,Sidorovo küla,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,Sidorovo küla,10939.0,,False,Sidorovo küla; Sidorovo külanõukogu; Boksidogorski rajoon; Leningrad oblast; Venemaa,Leningradi oblast,Leningrad Oblast,,,valmis,lookup:PL0423,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,region,PL0423
614763,Sidorovo küla,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,Sidorovo küla,10939.0,,False,Sidorovo küla; Sidorovo külanõukogu; Boksidogorski rajoon; Leningrad oblast; Venemaa,Leningradi oblast,Leningrad Oblast,,,valmis,lookup:PL0423,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,region,PL0423
614764,Sidorovo küla,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,Sidorovo küla,10939.0,,False,Sidorovo küla; Sidorovo külanõukogu; Boksidogorski rajoon; Leningrad oblast; Venemaa,Leningradi oblast,Leningrad Oblast,,,valmis,lookup:PL0423,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,region,PL0423
614765,Sidorovo küla,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,Sidorovo küla,10939.0,,False,Sidorovo küla; Sidorovo külanõukogu; Boksidogorski rajoon; Leningrad oblast; Venemaa,Leningradi oblast,Leningrad Oblast,,,valmis,lookup:PL0423,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,region,PL0423
614766,Mako küla,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,Mako küla,10972.0,,False,Mako küla; Sidorovo külanõukogu; Boksidogorski rajoon; Leningrad oblast; Venemaa,Leningradi oblast,Leningrad Oblast,,,valmis,lookup:PL1071,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,region,PL1071
614767,Malõi Karamassi küla,küla,Venemaa,Mari ANSV,Mari ANSV,Mari ANSV,Volzhski rajoon,Volzhski rajoon,Volzhski rajoon,Malõi Karamassi küla,7239.0,,False,Malõi Karamassi küla; Volžski rajoon; Mari ANSV; Venemaa,Mari El Vabariik,Mari El Republic,,,valmis,lookup:PL0351,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,region,PL0351
614768,Udmurdi ANSV,regioon,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,,,,,,,False,Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0060,https://en.wikipedia.org/wiki/Udmurtia,region,PL0060
614769,Udmurdi ANSV,regioon,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,,,,,,,False,Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0060,https://en.wikipedia.org/wiki/Udmurtia,region,PL0060
614770,Udmurdi ANSV,regioon,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,,,,,,,False,Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0060,https://en.wikipedia.org/wiki/Udmurtia,region,PL0060
614771,Udmurdi ANSV,regioon,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,,,,,,,False,Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0060,https://en.wikipedia.org/wiki/Udmurtia,region,PL0060
614772,Udmurdi ANSV,regioon,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,,,,,,,False,Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0060,https://en.wikipedia.org/wiki/Udmurtia,region,PL0060
614773,Udmurdi ANSV,regioon,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,,,,,,,False,Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0060,https://en.wikipedia.org/wiki/Udmurtia,region,PL0060
614774,Udmurdi ANSV,regioon,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,,,,,,,False,Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0060,https://en.wikipedia.org/wiki/Udmurtia,region,PL0060
614775,Kuzebajeva küla,küla,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,Grabovo rajoon,Grabovo rajoon,Grabovo rajoon,Kuzebajeva küla,11014.0,,False,Kuzebajeva küla; Grabovo rajoon; Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL1015,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,region,PL1015
614776,Udmurdi ANSV,regioon,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,,,,,,,False,Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0060,https://en.wikipedia.org/wiki/Udmurtia,region,PL0060
614777,Udmurdi ANSV,regioon,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,,,,,,,False,Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0060,https://en.wikipedia.org/wiki/Udmurtia,region,PL0060
614778,Udmurdi ANSV,regioon,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,,,,,,,False,Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0060,https://en.wikipedia.org/wiki/Udmurtia,region,PL0060
614779,Udmurdi ANSV,regioon,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,,,,,,,False,Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0060,https://en.wikipedia.org/wiki/Udmurtia,region,PL0060
614780,Udmurdi ANSV,regioon,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,,,,,,,False,Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0060,https://en.wikipedia.org/wiki/Udmurtia,region,PL0060
614781,Udmurdi ANSV,regioon,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,,,,,,,False,Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0060,https://en.wikipedia.org/wiki/Udmurtia,region,PL0060
614782,Udmurdi ANSV,regioon,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,,,,,,,False,Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0060,https://en.wikipedia.org/wiki/Udmurtia,region,PL0060
614783,Udmurdi ANSV,regioon,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,,,,,,,False,Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0060,https://en.wikipedia.org/wiki/Udmurtia,region,PL0060
614784,Udmurdi ANSV,regioon,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,,,,,,,False,Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0060,https://en.wikipedia.org/wiki/Udmurtia,region,PL0060
614785,Udmurdi ANSV,regioon,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,,,,,,,False,Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0060,https://en.wikipedia.org/wiki/Udmurtia,region,PL0060
614786,Udmurdi ANSV,regioon,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,,,,,,,False,Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0060,https://en.wikipedia.org/wiki/Udmurtia,region,PL0060
614787,Udmurdi ANSV,regioon,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,,,,,,,False,Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0060,https://en.wikipedia.org/wiki/Udmurtia,region,PL0060
614788,Udmurdi ANSV,regioon,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,,,,,,,False,Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0060,https://en.wikipedia.org/wiki/Udmurtia,region,PL0060
614789,Udmurdi ANSV,regioon,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,,,,,,,False,Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0060,https://en.wikipedia.org/wiki/Udmurtia,region,PL0060
614790,Udmurdi ANSV,regioon,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,,,,,,,False,Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0060,https://en.wikipedia.org/wiki/Udmurtia,region,PL0060
614791,Udmurdi ANSV,regioon,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,,,,,,,False,Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0060,https://en.wikipedia.org/wiki/Udmurtia,region,PL0060
614792,Udmurdi ANSV,regioon,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,,,,,,,False,Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0060,https://en.wikipedia.org/wiki/Udmurtia,region,PL0060
614793,Udmurdi ANSV,regioon,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,,,,,,,False,Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0060,https://en.wikipedia.org/wiki/Udmurtia,region,PL0060
614794,Udmurdi ANSV,regioon,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,,,,,,,False,Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0060,https://en.wikipedia.org/wiki/Udmurtia,region,PL0060
614795,Udmurdi ANSV,regioon,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,,,,,,,False,Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0060,https://en.wikipedia.org/wiki/Udmurtia,region,PL0060
614796,Udmurdi ANSV,regioon,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,,,,,,,False,Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0060,https://en.wikipedia.org/wiki/Udmurtia,region,PL0060
614797,Udmurdi ANSV,regioon,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,,,,,,,False,Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0060,https://en.wikipedia.org/wiki/Udmurtia,region,PL0060
614798,Udmurdi ANSV,regioon,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,,,,,,,False,Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0060,https://en.wikipedia.org/wiki/Udmurtia,region,PL0060
614799,Udmurdi ANSV,regioon,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,,,,,,,False,Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0060,https://en.wikipedia.org/wiki/Udmurtia,region,PL0060
614800,Udmurdi ANSV,regioon,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,,,,,,,False,Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0060,https://en.wikipedia.org/wiki/Udmurtia,region,PL0060
614801,Udmurdi ANSV,regioon,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,,,,,,,False,Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0060,https://en.wikipedia.org/wiki/Udmurtia,region,PL0060
614802,Udmurdi ANSV,regioon,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,,,,,,,False,Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0060,https://en.wikipedia.org/wiki/Udmurtia,region,PL0060
614803,Udmurdi ANSV,regioon,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,,,,,,,False,Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0060,https://en.wikipedia.org/wiki/Udmurtia,region,PL0060
614804,Udmurdi ANSV,regioon,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,,,,,,,False,Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0060,https://en.wikipedia.org/wiki/Udmurtia,region,PL0060
614805,Udmurdi ANSV,regioon,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,,,,,,,False,Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0060,https://en.wikipedia.org/wiki/Udmurtia,region,PL0060
614806,Udmurdi ANSV,regioon,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,,,,,,,False,Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0060,https://en.wikipedia.org/wiki/Udmurtia,region,PL0060
614807,Liivküla küla,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Kingissepa rajoon,Kingissepa rajoon,Kingissepa rajoon,Liivküla küla,11146.0,,False,Liivküla küla; Kingissepa rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,Kingissepa rajoon,Kingiseppsky District,valmis,lookup:PL0757,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0757
614808,Liivküla küla,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Kingissepa rajoon,Kingissepa rajoon,Kingissepa rajoon,Liivküla küla,11146.0,,False,Liivküla küla; Kingissepa rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,Kingissepa rajoon,Kingiseppsky District,valmis,lookup:PL0757,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0757
614813,Sõktõvkar linn,küla,Venemaa,Komi ANSV,Komi ANSV,Komi ANSV,,,,Sõktõvkar linn,11176.0,,False,Sõktõvkar linn; Komi ANSV; Venemaa,Komi Vabariik,Komi Republic,,,valmis,lookup:PL1206,https://en.wikipedia.org/wiki/Komi_Republic,region,PL1206
614814,Handi-Mansi,küla,Venemaa,Handi-Mansi RR,Handi-Mansi RR,Handi-Mansi RR,,,,Handi-Mansi AR,,,False,Handi-Mansi; Venemaa,Handi-Mansi autonoomne ringkond – Jugra,Khanty-Mansi Autonomous Okrug – Yugra,,,valmis,Hantõ-Mansiisk linn → Handi-Mansi autonoomne ringkond – Jugra,https://en.wikipedia.org/wiki/Khanty-Mansi_Autonomous_Okrug,region,PL1058
614815,Handi-Mansi administratiivne üksus,küla,Venemaa,Tjumeni oblast,Tjumeni oblast,Tjumeni oblast,Berjozovo rajoon,Berjozovo rajoon,Berjozovo rajoon,Handi-Mansi AR,11191.0,,False,Handi-Mansi administratiivne üksus; Berjozovo rajoon; Tjumeni oblast; Venemaa,Handi-Mansi autonoomne ringkond – Jugra,Khanty-Mansi Autonomous Okrug – Yugra,Berjozovo rajoon,Beryozovsky District,valmis,lookup:PL0640,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0640
614816,Handi-Mansi administratiivne üksus,küla,Venemaa,Tjumeni oblast,Tjumeni oblast,Tjumeni oblast,Berjozovo rajoon,Berjozovo rajoon,Berjozovo rajoon,Handi-Mansi AR,11191.0,,False,Handi-Mansi administratiivne üksus; Berjozovo rajoon; Tjumeni oblast; Venemaa,Handi-Mansi autonoomne ringkond – Jugra,Khanty-Mansi Autonomous Okrug – Yugra,Berjozovo rajoon,Beryozovsky District,valmis,lookup:PL0640,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0640
614817,Handi-Mansi administratiivne üksus,küla,Venemaa,Tjumeni oblast,Tjumeni oblast,Tjumeni oblast,Berjozovo rajoon,Berjozovo rajoon,Berjozovo rajoon,Handi-Mansi AR,11191.0,,False,Handi-Mansi administratiivne üksus; Berjozovo rajoon; Tjumeni oblast; Venemaa,Handi-Mansi autonoomne ringkond – Jugra,Khanty-Mansi Autonomous Okrug – Yugra,Berjozovo rajoon,Beryozovsky District,valmis,lookup:PL0640,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0640
614818,Sidorovo küla,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,Sidorovo küla,9358.0,,False,Sidorovo küla; Sidorovo külanõukogu; Boksitogorski rajoon; Leningrad oblast; Venemaa,Leningradi oblast,Leningrad Oblast,Boksitogorski rajoon,Boksitogorsky District,valmis,lookup:PL0150,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0150
614819,Sidorovo küla,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,Sidorovo küla,9358.0,,False,Sidorovo küla; Sidorovo külanõukogu; Boksitogorski rajoon; Leningrad oblast; Venemaa,Leningradi oblast,Leningrad Oblast,Boksitogorski rajoon,Boksitogorsky District,valmis,lookup:PL0150,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0150
614820,Sidorovo küla,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,Sidorovo küla,9358.0,,False,Sidorovo küla; Sidorovo külanõukogu; Boksitogorski rajoon; Leningrad oblast; Venemaa,Leningradi oblast,Leningrad Oblast,Boksitogorski rajoon,Boksitogorsky District,valmis,lookup:PL0150,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0150
614821,Sidorovo küla,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,Sidorovo küla,9358.0,,False,Sidorovo küla; Sidorovo külanõukogu; Boksitogorski rajoon; Leningrad oblast; Venemaa,Leningradi oblast,Leningrad Oblast,Boksitogorski rajoon,Boksitogorsky District,valmis,lookup:PL0150,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0150
614822,Sidorovo küla,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,Sidorovo küla,9358.0,,False,Sidorovo küla; Sidorovo külanõukogu; Boksitogorski rajoon; Leningrad oblast; Venemaa,Leningradi oblast,Leningrad Oblast,Boksitogorski rajoon,Boksitogorsky District,valmis,lookup:PL0150,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0150
614823,Sidorovo küla,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,Sidorovo küla,9358.0,,False,Sidorovo küla; Sidorovo külanõukogu; Boksitogorski rajoon; Leningrad oblast; Venemaa,Leningradi oblast,Leningrad Oblast,Boksitogorski rajoon,Boksitogorsky District,valmis,lookup:PL0150,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0150
614824,Sidorovo küla,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,Sidorovo küla,9358.0,,False,Sidorovo küla; Sidorovo külanõukogu; Boksitogorski rajoon; Leningrad oblast; Venemaa,Leningradi oblast,Leningrad Oblast,Boksitogorski rajoon,Boksitogorsky District,valmis,lookup:PL0150,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0150
614825,Sidorovo küla,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,Sidorovo küla,9358.0,,False,Sidorovo küla; Sidorovo külanõukogu; Boksitogorski rajoon; Leningrad oblast; Venemaa,Leningradi oblast,Leningrad Oblast,Boksitogorski rajoon,Boksitogorsky District,valmis,lookup:PL0150,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0150
614826,Sidorovo küla,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,Sidorovo küla,9358.0,,False,Sidorovo küla; Sidorovo külanõukogu; Boksitogorski rajoon; Leningrad oblast; Venemaa,Leningradi oblast,Leningrad Oblast,Boksitogorski rajoon,Boksitogorsky District,valmis,lookup:PL0150,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0150
614841,Vääräoja küla,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Kingissepa rajoon,Kingissepa rajoon,Kingissepa rajoon,Vääräoja küla,11268.0,,False,Vääräoja küla; Kingissepa rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,,,valmis,lookup:PL1305,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,region,PL1305
614842,Vääräoja küla,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,,,,Vääräoja küla,11274.0,,False,Vääräoja küla; Kotlõ külanõukogu; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,,,valmis,lookup:PL1306,https://en.wikipedia.org/wiki/Leningrad_Oblast,region,PL1306
614843,Kingissepa rajoon,rajoon,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Kingissepa rajoon,Kingissepa rajoon,Kingissepa rajoon,,,27.619238,False,Kingissepa rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,,,valmis,lookup:PL0330,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,region,PL0330
614844,Kingissepa rajoon,rajoon,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Kingissepa rajoon,Kingissepa rajoon,Kingissepa rajoon,,,27.619238,False,Kingissepa rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,,,valmis,lookup:PL0330,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,region,PL0330
614845,Kingissepa rajoon,rajoon,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Kingissepa rajoon,Kingissepa rajoon,Kingissepa rajoon,,,27.619238,False,Kingissepa rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,,,valmis,lookup:PL0330,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,region,PL0330
614846,Kingissepa rajoon,rajoon,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Kingissepa rajoon,Kingissepa rajoon,Kingissepa rajoon,,,27.619238,False,Kingissepa rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,,,valmis,lookup:PL0330,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,region,PL0330
614847,Kingissepa rajoon,rajoon,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Kingissepa rajoon,Kingissepa rajoon,Kingissepa rajoon,,,27.619238,False,Kingissepa rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,,,valmis,lookup:PL0330,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,region,PL0330
614848,11308,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Jamburgi maakond,Jamburgi maakond,Jamburgi maakond,11308,,,False,Kotlõ külanõukogu; Jamburgi maakond; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,,,valmis,lookup:PL0501,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,region,PL0501
614849,11308,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Jamburgi maakond,Jamburgi maakond,Jamburgi maakond,11308,,,False,Kotlõ külanõukogu; Jamburgi maakond; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,,,valmis,lookup:PL0501,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,region,PL0501
614850,11308,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Jamburgi maakond,Jamburgi maakond,Jamburgi maakond,11308,,,False,Kotlõ külanõukogu; Jamburgi maakond; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,,,valmis,lookup:PL0501,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,region,PL0501
614851,11308,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Jamburgi maakond,Jamburgi maakond,Jamburgi maakond,11308,,,False,Kotlõ külanõukogu; Jamburgi maakond; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,,,valmis,lookup:PL0501,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,region,PL0501
614852,Kingissepa rajoon,rajoon,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Kingissepa rajoon,Kingissepa rajoon,Kingissepa rajoon,,,27.619238,False,Kingissepa rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,,,valmis,lookup:PL0330,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,region,PL0330
614854,Kingissepa rajoon,rajoon,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Kingissepa rajoon,Kingissepa rajoon,Kingissepa rajoon,,,27.619238,False,Kingissepa rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,Kingissepa rajoon,Kingiseppsky District,valmis,lookup:PL1280,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL1280
614856,Kalitila,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,,,,Kalitila,11344.0,,False,Kalitila; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,,,valmis,lookup:PL0944,https://en.wikipedia.org/wiki/Leningrad_Oblast,region,PL0944
