object_id,best_place,place_precision,country,region,region_est,region_eng,rajon,rajon_est,rajon_eng,village,lat,lon,has_coordinates,koht,modern_region_est,modern_region_eng,modern_rajon_est,modern_rajon_eng,normalization_status,normalization_note,normalization_source,map_precision,lookup_id
616957,Kezi alevik,küla,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,Kezi rajoon,Kezi rajoon,Kezi rajoon,Kezi asula,18678.0,,False,Kezi alevik; Kezi rajoon; Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,Kezski rajoon,Kezsky District,valmis,lookup:PL0541,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0541
616958,Kezi alevik,küla,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,Kezi rajoon,Kezi rajoon,Kezi rajoon,Kezi asula,18678.0,,False,Kezi alevik; Kezi rajoon; Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,Kezski rajoon,Kezsky District,valmis,lookup:PL0541,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0541
616959,Kezi alevik,küla,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,Kezi rajoon,Kezi rajoon,Kezi rajoon,Kezi asula,18678.0,,False,Kezi alevik; Kezi rajoon; Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,Kezski rajoon,Kezsky District,valmis,lookup:PL0541,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0541
616961,Kezi alevik,küla,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,Kezi rajoon,Kezi rajoon,Kezi rajoon,Kezi asula,16813.0,,False,Kezi alevik; Kezi rajoon; Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0127,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,region,PL0127
616962,Kezi alevik,küla,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,Kezi rajoon,Kezi rajoon,Kezi rajoon,Kezi asula,16813.0,,False,Kezi alevik; Kezi rajoon; Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0127,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,region,PL0127
616963,Kezi alevik,küla,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,Kezi rajoon,Kezi rajoon,Kezi rajoon,Kezi asula,16813.0,,False,Kezi alevik; Kezi rajoon; Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0127,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,region,PL0127
616964,Kezi alevik,küla,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,Kezi rajoon,Kezi rajoon,Kezi rajoon,Kezi asula,16813.0,,False,Kezi alevik; Kezi rajoon; Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0127,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,region,PL0127
616965,Kezi alevik,küla,Venemaa,Udmurdi ANSV,Udmurdi ANSV,Udmurdi ANSV,Kezi rajoon,Kezi rajoon,Kezi rajoon,Kezi asula,16813.0,,False,Kezi alevik; Kezi rajoon; Udmurdi ANSV; Venemaa,Udmurdi Vabariik,Udmurt Republic,,,valmis,lookup:PL0127,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,region,PL0127
616973,Varklet-Bodja küla,küla,Venemaa,Tatari ANSV,Tatari ANSV,Tatari ANSV,Agrõzi rajoon,Agrõzi rajoon,Agrõzi rajoon,Varklet-Bodja küla,18728.0,,False,Varklet-Bodja küla; Agrõzi rajoon; Tatari ANSV; Venemaa,Tatarstani Vabariik,Republic of Tatarstan,Agrõzi rajoon,Agryzsky District,valmis,lookup:PL0036,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0036
616975,Varklet-Bodja küla,küla,Venemaa,Tatari ANSV,Tatari ANSV,Tatari ANSV,Agrõzi rajoon,Agrõzi rajoon,Agrõzi rajoon,Varklet-Bodja küla,18728.0,,False,Varklet-Bodja küla; Agrõzi rajoon; Tatari ANSV; Venemaa,Tatarstani Vabariik,Republic of Tatarstan,Agrõzi rajoon,Agryzsky District,valmis,lookup:PL0036,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0036
616976,Varklet-Bodja küla,küla,Venemaa,Tatari ANSV,Tatari ANSV,Tatari ANSV,Agrõzi rajoon,Agrõzi rajoon,Agrõzi rajoon,Varklet-Bodja küla,18728.0,,False,Varklet-Bodja küla; Agrõzi rajoon; Tatari ANSV; Venemaa,Tatarstani Vabariik,Republic of Tatarstan,Agrõzi rajoon,Agryzsky District,valmis,lookup:PL0036,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0036
616977,Varklet-Bodja küla,küla,Venemaa,Tatari ANSV,Tatari ANSV,Tatari ANSV,Agrõzi rajoon,Agrõzi rajoon,Agrõzi rajoon,Varklet-Bodja küla,18728.0,,False,Varklet-Bodja küla; Agrõzi rajoon; Tatari ANSV; Venemaa,Tatarstani Vabariik,Republic of Tatarstan,Agrõzi rajoon,Agryzsky District,valmis,lookup:PL0036,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0036
616978,Varklet-Bodja küla,küla,Venemaa,Tatari ANSV,Tatari ANSV,Tatari ANSV,Agrõzi rajoon,Agrõzi rajoon,Agrõzi rajoon,Varklet-Bodja küla,18728.0,,False,Varklet-Bodja küla; Agrõzi rajoon; Tatari ANSV; Venemaa,Tatarstani Vabariik,Republic of Tatarstan,Agrõzi rajoon,Agryzsky District,valmis,lookup:PL0036,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0036
616979,Varklet-Bodja küla,küla,Venemaa,Tatari ANSV,Tatari ANSV,Tatari ANSV,Agrõzi rajoon,Agrõzi rajoon,Agrõzi rajoon,Varklet-Bodja küla,18728.0,,False,Varklet-Bodja küla; Agrõzi rajoon; Tatari ANSV; Venemaa,Tatarstani Vabariik,Republic of Tatarstan,Agrõzi rajoon,Agryzsky District,valmis,lookup:PL0036,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0036
616980,Varklet-Bodja küla,küla,Venemaa,Tatari ANSV,Tatari ANSV,Tatari ANSV,Agrõzi rajoon,Agrõzi rajoon,Agrõzi rajoon,Varklet-Bodja küla,18728.0,,False,Varklet-Bodja küla; Agrõzi rajoon; Tatari ANSV; Venemaa,Tatarstani Vabariik,Republic of Tatarstan,Agrõzi rajoon,Agryzsky District,valmis,lookup:PL0036,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0036
616981,Varklet-Bodja küla,küla,Venemaa,Tatari ANSV,Tatari ANSV,Tatari ANSV,Agrõzi rajoon,Agrõzi rajoon,Agrõzi rajoon,Varklet-Bodja küla,18728.0,,False,Varklet-Bodja küla; Agrõzi rajoon; Tatari ANSV; Venemaa,Tatarstani Vabariik,Republic of Tatarstan,Agrõzi rajoon,Agryzsky District,valmis,lookup:PL0036,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0036
616982,Varklet-Bodja küla,küla,Venemaa,Tatari ANSV,Tatari ANSV,Tatari ANSV,Agrõzi rajoon,Agrõzi rajoon,Agrõzi rajoon,Varklet-Bodja küla,18728.0,,False,Varklet-Bodja küla; Agrõzi rajoon; Tatari ANSV; Venemaa,Tatarstani Vabariik,Republic of Tatarstan,Agrõzi rajoon,Agryzsky District,valmis,lookup:PL0036,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0036
616983,Varklet-Bodja küla,küla,Venemaa,Tatari ANSV,Tatari ANSV,Tatari ANSV,Agrõzi rajoon,Agrõzi rajoon,Agrõzi rajoon,Varklet-Bodja küla,18728.0,,False,Varklet-Bodja küla; Agrõzi rajoon; Tatari ANSV; Venemaa,Tatarstani Vabariik,Republic of Tatarstan,Agrõzi rajoon,Agryzsky District,valmis,lookup:PL0036,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0036
616985,Varklet-Bodja küla,küla,Venemaa,Tatari ANSV,Tatari ANSV,Tatari ANSV,Agrõzi rajoon,Agrõzi rajoon,Agrõzi rajoon,Varklet-Bodja küla,18728.0,,False,Varklet-Bodja küla; Agrõzi rajoon; Tatari ANSV; Venemaa,Tatarstani Vabariik,Republic of Tatarstan,Agrõzi rajoon,Agryzsky District,valmis,lookup:PL0036,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0036
616986,Varklet-Bodja küla,küla,Venemaa,Tatari ANSV,Tatari ANSV,Tatari ANSV,Agrõzi rajoon,Agrõzi rajoon,Agrõzi rajoon,Varklet-Bodja küla,18728.0,,False,Varklet-Bodja küla; Agrõzi rajoon; Tatari ANSV; Venemaa,Tatarstani Vabariik,Republic of Tatarstan,Agrõzi rajoon,Agryzsky District,valmis,lookup:PL0036,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0036
616987,Varklet-Bodja küla,küla,Venemaa,Tatari ANSV,Tatari ANSV,Tatari ANSV,Agrõzi rajoon,Agrõzi rajoon,Agrõzi rajoon,Varklet-Bodja küla,18728.0,,False,Varklet-Bodja küla; Agrõzi rajoon; Tatari ANSV; Venemaa,Tatarstani Vabariik,Republic of Tatarstan,Agrõzi rajoon,Agryzsky District,valmis,lookup:PL0036,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0036
616988,Varklet-Bodja küla,küla,Venemaa,Tatari ANSV,Tatari ANSV,Tatari ANSV,Agrõzi rajoon,Agrõzi rajoon,Agrõzi rajoon,Varklet-Bodja küla,18728.0,,False,Varklet-Bodja küla; Agrõzi rajoon; Tatari ANSV; Venemaa,Tatarstani Vabariik,Republic of Tatarstan,Agrõzi rajoon,Agryzsky District,valmis,lookup:PL0036,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0036
616989,Varklet-Bodja küla,küla,Venemaa,Tatari ANSV,Tatari ANSV,Tatari ANSV,Agrõzi rajoon,Agrõzi rajoon,Agrõzi rajoon,Varklet-Bodja küla,18728.0,,False,Varklet-Bodja küla; Agrõzi rajoon; Tatari ANSV; Venemaa,Tatarstani Vabariik,Republic of Tatarstan,Agrõzi rajoon,Agryzsky District,valmis,lookup:PL0036,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0036
616990,Varklet-Bodja küla,küla,Venemaa,Tatari ANSV,Tatari ANSV,Tatari ANSV,Agrõzi rajoon,Agrõzi rajoon,Agrõzi rajoon,Varklet-Bodja küla,18728.0,,False,Varklet-Bodja küla; Agrõzi rajoon; Tatari ANSV; Venemaa,Tatarstani Vabariik,Republic of Tatarstan,Agrõzi rajoon,Agryzsky District,valmis,lookup:PL0036,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0036
616991,Varklet-Bodja küla,küla,Venemaa,Tatari ANSV,Tatari ANSV,Tatari ANSV,Agrõzi rajoon,Agrõzi rajoon,Agrõzi rajoon,Varklet-Bodja küla,18728.0,,False,Varklet-Bodja küla; Agrõzi rajoon; Tatari ANSV; Venemaa,Tatarstani Vabariik,Republic of Tatarstan,Agrõzi rajoon,Agryzsky District,valmis,lookup:PL0036,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0036
616992,Varklet-Bodja küla,küla,Venemaa,Tatari ANSV,Tatari ANSV,Tatari ANSV,Agrõzi rajoon,Agrõzi rajoon,Agrõzi rajoon,Varklet-Bodja küla,18728.0,,False,Varklet-Bodja küla; Agrõzi rajoon; Tatari ANSV; Venemaa,Tatarstani Vabariik,Republic of Tatarstan,Agrõzi rajoon,Agryzsky District,valmis,lookup:PL0036,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0036
616994,Varklet-Bodja küla,küla,Venemaa,Tatari ANSV,Tatari ANSV,Tatari ANSV,Agrõzi rajoon,Agrõzi rajoon,Agrõzi rajoon,Varklet-Bodja küla,18728.0,,False,Varklet-Bodja küla; Agrõzi rajoon; Tatari ANSV; Venemaa,Tatarstani Vabariik,Republic of Tatarstan,Agrõzi rajoon,Agryzsky District,valmis,lookup:PL0036,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0036
616997,Sidorov-Šodjärve küla,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,Sidorov-Šodjärve küla,18818.0,,False,Sidorov-Šodjärve küla; Sidorovo külanõukogu; Boksitogorski rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,,,valmis,lookup:PL1053,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,region,PL1053
616998,18824,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,18824,,,False,Sidorovo k/n külad; Boksitogorski rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,Boksitogorski rajoon,Boksitogorsky District,valmis,lookup:PL0478,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0478
616999,18824,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,18824,,,False,Sidorovo k/n külad; Boksitogorski rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,Boksitogorski rajoon,Boksitogorsky District,valmis,lookup:PL0478,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0478
617000,17044,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,17044,,,False,Sidorovo k/n; Boksitogorski rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,Boksitogorski rajoon,Boksitogorsky District,valmis,lookup:PL0380,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0380
617001,17044,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,17044,,,False,Sidorovo k/n; Boksitogorski rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,Boksitogorski rajoon,Boksitogorsky District,valmis,lookup:PL0380,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0380
617002,Lavrovo küla,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,Lavrovo küla,18850.0,,False,Lavrovo küla; Sidorovo külanõukogu; Boksitogorski rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,Boksitogorski rajoon,Boksitogorsky District,valmis,lookup:PL0276,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0276
617003,Lavrovo küla,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,Lavrovo küla,18850.0,,False,Lavrovo küla; Sidorovo külanõukogu; Boksitogorski rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,Boksitogorski rajoon,Boksitogorsky District,valmis,lookup:PL0276,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0276
617004,Lavrovo küla,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,Lavrovo küla,18850.0,,False,Lavrovo küla; Sidorovo külanõukogu; Boksitogorski rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,Boksitogorski rajoon,Boksitogorsky District,valmis,lookup:PL0276,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0276
617005,Lavrovo küla,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,Lavrovo küla,18850.0,,False,Lavrovo küla; Sidorovo külanõukogu; Boksitogorski rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,Boksitogorski rajoon,Boksitogorsky District,valmis,lookup:PL0276,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0276
617006,Sidorovo küla,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,Sidorovo küla,18871.0,,False,Sidorovo küla; Boksitogorski rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,,,valmis,lookup:PL1218,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,region,PL1218
617007,Sidorovo,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,Sidorovo,18880.0,,False,Sidorovo; Boksitogorski rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,,,valmis,lookup:PL1279,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,region,PL1279
617008,18888,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,18888,,,False,Sidorovo k/n külad; Boksitogorski rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,,,valmis,lookup:PL0845,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,region,PL0845
617009,Lavrovo küla,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,Lavrovo küla,18850.0,,False,Lavrovo küla; Sidorovo külanõukogu; Boksitogorski rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,Boksitogorski rajoon,Boksitogorsky District,valmis,lookup:PL0276,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0276
617010,Lavrovo küla,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,Lavrovo küla,18850.0,,False,Lavrovo küla; Sidorovo külanõukogu; Boksitogorski rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,Boksitogorski rajoon,Boksitogorsky District,valmis,lookup:PL0276,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0276
617011,Lavrovo küla,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,Lavrovo küla,18850.0,,False,Lavrovo küla; Sidorovo külanõukogu; Boksitogorski rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,Boksitogorski rajoon,Boksitogorsky District,valmis,lookup:PL0276,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0276
617012,Lavrovo küla,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,Lavrovo küla,18850.0,,False,Lavrovo küla; Sidorovo külanõukogu; Boksitogorski rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,Boksitogorski rajoon,Boksitogorsky District,valmis,lookup:PL0276,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0276
617013,Lavrovo küla,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,Lavrovo küla,18850.0,,False,Lavrovo küla; Sidorovo külanõukogu; Boksitogorski rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,Boksitogorski rajoon,Boksitogorsky District,valmis,lookup:PL0276,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0276
617014,18824,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,18824,,,False,Sidorovo k/n külad; Boksitogorski rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,Boksitogorski rajoon,Boksitogorsky District,valmis,lookup:PL0478,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0478
617015,18824,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,18824,,,False,Sidorovo k/n külad; Boksitogorski rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,Boksitogorski rajoon,Boksitogorsky District,valmis,lookup:PL0478,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0478
617016,17044,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,17044,,,False,Sidorovo k/n; Boksitogorski rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,Boksitogorski rajoon,Boksitogorsky District,valmis,lookup:PL0380,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0380
617017,Krasnõi Bor küla,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,Krasnõi Bor küla,18935.0,,False,Krasnõi Bor küla; Boksitogorski rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,Boksitogorski rajoon,Boksitogorsky District,valmis,lookup:PL0304,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0304
617018,Krasnõi Bor küla,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,Krasnõi Bor küla,18935.0,,False,Krasnõi Bor küla; Boksitogorski rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,Boksitogorski rajoon,Boksitogorsky District,valmis,lookup:PL0304,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0304
617019,17044,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,17044,,,False,Sidorovo k/n; Boksitogorski rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,Boksitogorski rajoon,Boksitogorsky District,valmis,lookup:PL0380,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0380
617020,18954,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,18954,,,False,Sidorovo külanõukogu; Boksitogorski rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,Boksitogorski rajoon,Boksitogorsky District,valmis,lookup:PL0232,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0232
617021,Krasnõi Bor küla,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,Krasnõi Bor küla,18935.0,,False,Krasnõi Bor küla; Boksitogorski rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,Boksitogorski rajoon,Boksitogorsky District,valmis,lookup:PL0304,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0304
617022,Krasnõi Bor küla,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,Krasnõi Bor küla,18935.0,,False,Krasnõi Bor küla; Boksitogorski rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,Boksitogorski rajoon,Boksitogorsky District,valmis,lookup:PL0304,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0304
617023,Krasnõi Bori küla,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,,,,Krasnõi Bor küla,18972.0,,False,Krasnõi Bori küla; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,,,valmis,lookup:PL0997,https://en.wikipedia.org/wiki/Leningrad_Oblast,region,PL0997
617024,18954,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,18954,,,False,Sidorovo külanõukogu; Boksitogorski rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,Boksitogorski rajoon,Boksitogorsky District,valmis,lookup:PL0232,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0232
617025,18954,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,18954,,,False,Sidorovo külanõukogu; Boksitogorski rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,Boksitogorski rajoon,Boksitogorsky District,valmis,lookup:PL0232,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0232
617026,18954,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,18954,,,False,Sidorovo külanõukogu; Boksitogorski rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,Boksitogorski rajoon,Boksitogorsky District,valmis,lookup:PL0232,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0232
617027,18954,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,18954,,,False,Sidorovo külanõukogu; Boksitogorski rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,Boksitogorski rajoon,Boksitogorsky District,valmis,lookup:PL0232,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0232
617028,18954,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,18954,,,False,Sidorovo külanõukogu; Boksitogorski rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,Boksitogorski rajoon,Boksitogorsky District,valmis,lookup:PL0232,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0232
617029,18954,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,18954,,,False,Sidorovo külanõukogu; Boksitogorski rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,Boksitogorski rajoon,Boksitogorsky District,valmis,lookup:PL0232,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0232
617030,Rebak ? küla,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,Rebak ? küla,19012.0,,False,Rebak ? küla; Boksitogorski rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,Boksitogorski rajoon,Boksitogorsky District,valmis,lookup:PL1168,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL1168
617031,18954,küla,Venemaa,Leningradi oblast,Leningradi oblast,Leningradi oblast,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorski rajoon,18954,,,False,Sidorovo külanõukogu; Boksitogorski rajoon; Leningradi oblast; Venemaa,Leningradi oblast,Leningrad Oblast,Boksitogorski rajoon,Boksitogorsky District,valmis,lookup:PL0232,https://en.wikipedia.org/wiki/List_of_districts_in_Russia,district,PL0232
