object_id,material,material_category
618187,linane,tekstiil
618187,metall,metall
618187,puuvillane,tekstiil
618187,pärlid,luu
618187,riie,tekstiil
618187,rohelised,
618187,sinine,
618188,kude,tekstiil
618188,linane,tekstiil
618188,lõim,tekstiil
618188,villane,tekstiil
618189,linane,tekstiil
618189,litrid,tekstiil
618189,pael,tekstiil
618189,roosa ja roheline,tekstiil
618189,valge kangas,tekstiil
618189,vask,tekstiil
618190,linane,tekstiil
618190,pärlid,tekstiil
618190,siid,tekstiil
618190,valge riie,tekstiil
618190,värviline lõng,tekstiil
618191,linane,tekstiil
618191,riie,tekstiil
618192,kalev (riidesort),tekstiil
618192,klaas,tekstiil
618192,kudrused,tekstiil
618192,litrid,tekstiil
618192,metall,tekstiil
618192,must,tekstiil
618192,pael,tekstiil
618192,plekist nööbid,tekstiil
618192,roosa ja hall lõng,tekstiil
618192,sinine,tekstiil
618192,roosa ja kirju,tekstiil
618192,villane,tekstiil
618193,koor,puit
618193,puit,puit
618194,haak,tekstiil
618194,linane,tekstiil
618194,metall,tekstiil
618194,ruuduline,tekstiil
618195,haak,tekstiil
618195,linane,tekstiil
618195,metall,tekstiil
618195,punane riideriba,tekstiil
618195,puuvillane,tekstiil
618195,ruuduline,tekstiil
618196,kangas,tekstiil
618196,niit,tekstiil
618196,puuvillane,tekstiil
618197,linane,tekstiil
618197,ruuduline,tekstiil
618198,linane,tekstiil
618198,ruuduline,tekstiil
618199,hõbe,metall
618199,kivim,kivim
618199,klaas,klaas
618199,rahad,metall
618200,raud,metall
618201,puit,puit
618201,pöök,puit
618202,hani,nahk
618202,kalev (riidesort),tekstiil
618202,sits (riidesort),tekstiil
618202,krepp,paber
618202,nahk,nahk
618202,papp,paber
618202,sulg,nahk
618202,tekstiil,tekstiil
618203,juured,puit
618203,kask,puit
618203,sang,puit
618203,seeder,puit
618203,toht,puit
618203,toomingas,puit
618204,seeder,puit
618205,mänd,puit
618210,karusnahk,tekstiil
618210,põder,tekstiil
618211,lehtpuu,puit
618211,lina,puit
618211,nahk,puit
618211,niit,puit
618211,toht,puit
618211,võru,puit
618213,puit,puit
618213,raud,metall
618214,kask,puit
618214,nahk,nahk
618214,raud,metall
618214,vask,metall
618219,metall,metall
618219,nahk,nahk
618219,plekk,metall
618219,alumiinium ja vasktraat,metall
618219,puit,puit
618219,puuvill,tekstiil
618219,raud,metall
618220,lehtpuu,puit
618220,lina,puit
618220,nahk,puit
618220,niit,puit
618220,toht,puit
618220,võru,puit
618221,nahk,puit
618221,okaspuit,puit
618221,toht,puit
618224,kask,puit
618224,linane,puit
618224,nahk,puit
618224,nöör,puit
618224,raud,puit
618224,rihm,puit
618224,tera,puit
618224,vibukaar,puit
618224,toru,puit
618225,kask,puit
618225,raud,metall
618226,kask,puit
618226,raud,metall
618227,elektrijuhe,plastik
618227,puit,puit
618227,tehismaterjal,plastik
618227,toht,puit
618230,kask,puit
618230,nahk,nahk
618230,raud,metall
618231,kask,puit
618231,penoplastist pea,plastik
618231,tehismaterjal,plastik
618232,kask,puit
618233,kask,puit
618234,kuusk,puit
618235,okaspuit,puit
618237,sarv,luu
618238,haab,puit
618238,juured,puit
618238,kaas,puit
618238,kuusk,puit
618238,puit,puit
618239,kask,puit
618240,kuusk,puit
618241,kuusk,puit
618242,raud,puit
618243,mänd,puit
618243,teras,metall
618244,kuusk,puit
618245,mänd,puit
618246,toht,puit
618247,kuusk,puit
618248,kask,puit
618248,raud,metall
618249,kuusk,puit
618249,raud,puit
618250,vask,metall
618251,vask,metall
618252,metall,metall
618253,lõng,tekstiil
618253,villane,tekstiil
618256,kask,puit
618258,savi,keraamika
618259,kask,puit
618259,raud,metall
618260,kivim,kivim
618260,toomingas,puit
618261,kask,puit
618261,raud,metall
618262,raud,metall
618262,sang,puit
618262,vask,metall
618263,kask,puit
618263,raud,metall
618264,lõng,tekstiil
618264,villane,tekstiil
618265,loomanahk,nahk
618265,pargitud,nahk
618266,paju,puit
618266,toht,puit
618266,vars,puit
618267,kask,puit
618267,ketas,
618267,kuusk,puit
618267,nahk,nahk
618267,raud,metall
618267,vars,
618267,vask,metall
618270,juured,puit
618270,kuusk,puit
618270,paju,puit
618270,vits,puit
618271,kuusk,puit
618272,juured,puit
618272,kuusk,puit
618272,paju,puit
618272,vits,puit
618273,mänd,puit
618274,kask,puit
618274,kolk,puit
618274,kuusk,puit
618274,nahk,puit
618274,rihm,puit
618274,vars,puit
618275,metall,metall
618275,nahk,nahk
618275,rihm,nahk
618275,vasetatud raudplekk,metall
618276,raud,metall
618277,metall,metall
618277,toht,metall
618277,vasetatud raudplekk,metall
618279,haab,puit
618279,kask,puit
618279,metall,metall
618279,riba,puit
618279,võru,puit
618280,puit,puit
618281,karusnahk,nahk
618281,koer,nahk
618282,kask,puit
618282,kuusk,puit
618282,põikpuu,puit
618282,vars,puit
618283,kask,puit
618283,kuusk,puit
618283,küljelaud,puit
618283,otsalauad,puit
618284,kask,puit
618284,kuusk,puit
618284,vars,puit
618286,lina,puit
618286,nöör,puit
618286,toht,puit
618287,lina,tekstiil
618287,nahk,nahk
618287,nöör,tekstiil
618287,paju,puit
618287,rihm,nahk
618287,takk,puit
618287,toht,puit
618287,vits,puit
618288,haab,puit
618288,kask,puit
618288,laast,puit
618288,lina,tekstiil
618288,nahk,nahk
618288,toht,puit
618291,kask,puit
618292,kask,puit
618292,metall,metall
618292,nahk,nahk
618292,raudplekk,metall
618293,kask,puit
618294,lõng,tekstiil
618294,villane,tekstiil
618298,linane,tekstiil
618298,ruuduline,tekstiil
618300,linane,tekstiil
618303,lõng,tekstiil
618303,villane,tekstiil
618325,kalev (riidesort),tekstiil
618325,karusnahk,tekstiil
618325,nahk,tekstiil
618326,kask,puit
618327,kask,puit
618328,lehis,puit
618329,kask,puit
618331,lehis,puit
618332,lehis,puit
618333,karusnahk,nahk
618333,nahk,nahk
618333,pargitud naharibad,nahk
618333,põhjapõder,nahk
618334,karusnahk,nahk
618335,kask,puit
618336,karusnahk,nahk
618336,põhjapõder,nahk
618337,kalev (riidesort),tekstiil
618337,karusnahk,nahk
618338,metall,metall
618338,puuvill,tekstiil
618339,kalev (riidesort),tekstiil
618339,karusnahk,nahk
618340,plast,plastik
618340,tamiil ja helmed,plastik
618344,plast,plastik
618344,tamiil ja helmed,plastik
618348,lehtpuu,puit
618348,metall,puit
618348,okaspuit,puit
618348,pulgad,puit
618349,okaspuit,puit
618350,kask,puit
618350,käepide,metall
618350,raud,metall
618351,mänd,puit
618351,raud,metall
618352,mänd,puit
618353,okaspuit,puit
618354,kalev (riidesort),tekstiil
618354,karusnahk,nahk
618354,põhjapõder ja lammas,nahk
618355,haab,puit
618355,kuusk,metall
618355,laba,
618355,polt,metall
618355,raud,metall
618355,vars,puit
618356,,
618356,kask,puit
618356,kivim,kivim
618356,konks,metall
618356,linane,tekstiil
618356,raud,metall
618356,õngenöör,plastik
618357,kask,puit
618357,metall,metall
618357,papp,paber
618357,traat,metall
618358,mänd,puit
618358,raud,metall
618358,vask,metall
618359,kask,puit
618359,raud,metall
618360,kask,puit
618360,raud,metall
618361,metall,metall
618361,mänd,puit
618362,kask,puit
618363,kask,puit
618363,kuusk,puit
618363,tald,puit
618364,kask,puit
618365,mänd,puit
618366,kuusk,puit
618367,kivim,puit
618367,kork,puit
618367,lina,puit
618367,mänd,puit
618367,puit,puit
618367,pulgad,puit
618367,tina,puit
618368,kask,puit
618368,mänd,puit
618368,tald,puit
618369,kanep,puit
618369,kask,puit
618369,metall,metall
618370,mänd,puit
618370,raud,metall
618371,haab,puit
618371,jalg,puit
618371,lauad,puit
618371,mänd,puit
618372,kask,puit
618373,mänd,puit
618374,haab,puit
618374,raud,puit
618396,labane kangas,tekstiil
618396,linane,tekstiil
618398,hall kude,tekstiil
618398,kanep,tekstiil
618398,lõim,tekstiil
618398,villane,tekstiil
618401,kask,puit
618402,kask,puit
618403,lina,tekstiil
618403,nöör,tekstiil
618403,puit,puit
618404,kask,puit
618404,lina,tekstiil
618404,nöör,puit
618405,kask,puit
618406,kask,puit
618407,kuusk,puit
618407,,puit
618407,toht,puit
618409,kask,puit
618409,lina,puit
618409,mänd,puit
618409,piid,puit
618409,suga,puit
618409,takk,puit
618410,kuusk,puit
618411,kask,puit
618412,kask,puit
618412,kuusk,puit
618412,külje- ja põhjalauad,puit
618412,otsalauad,puit
618413,kask,puit
618413,mänd,puit
618413,piid,puit
618413,raam,puit
618414,kask,puit
618414,lina,puit
618414,nöör,puit
618415,kuusk,puit
618415,nahk,puit
618416,kask,puit
618417,kask,puit
618418,kask,puit
618419,kask,puit
618420,kask,puit
618421,klaas,klaas
618421,metall,metall
618422,kuusk,puit
618423,kask,puit
618424,mänd,puit
618425,kuusk,puit
618426,raud,metall
618427,klaas,klaas
618427,kuusk,puit
618427,nahk,nahk
618428,lina,tekstiil
618428,toht,tekstiil
618429,toht,puit
618430,toht,puit
618431,toht,puit
618432,savi,keraamika
618433,raud,metall
618434,savi,keraamika
618435,kask,puit
618436,kask,puit
618436,raud,metall
618436,vars,puit
618437,nahk,nahk
618437,raud,metall
618437,savi,keraamika
618438,kuusk,puit
618438,metall,metall
618438,sang,puit
618439,kask,puit
618440,kask,puit
618441,kask,puit
618441,kolk,puit
618441,kuusk,puit
618441,nahk,puit
618441,rihm,puit
618441,vars,puit
618442,kask,puit
618442,raud,metall
618443,kask,puit
618443,kivim,puit
618443,köis,puit
618443,ujukid,puit
618444,lina,puit
618444,paju,puit
618445,juured,puit
618445,kuusk,puit
618446,paju,puit
618448,jalased,puit
618448,kask,puit
618448,kodarad,puit
618448,kuusk,puit
618448,liist,puit
618448,painardid,puit
618448,pihlakas,puit
618448,toomingas,puit
618451,raud,metall
618452,raud,metall
618453,raud,metall
618454,raud,metall
618456,raud,metall
618457,kask,puit
618457,raud,metall
618458,kuusk,puit
618459,paju,puit
618460,kask,puit
618460,metall,metall
618461,kask,puit
618461,raud,metall
618462,metall,metall
618462,mänd,puit
618462,traat,metall
618463,labane kangas,tekstiil
618463,linane,tekstiil
618463,nöör,tekstiil
618463,pael,tekstiil
618463,punane kangas,tekstiil
618463,puuvillane,tekstiil
618463,siid,tekstiil
618463,villane,tekstiil
618464,kangas,tekstiil
618464,labane kangas,tekstiil
618464,linane,tekstiil
618464,lõng,tekstiil
618464,puuvillane,tekstiil
618464,riba,tekstiil
618464,satiin,tekstiil
618464,villane,tekstiil
618465,labane kangas,tekstiil
618465,looduslik kiud,tekstiil
618465,lõng,tekstiil
618465,niit,tekstiil
618465,pael,tekstiil
618465,puuvillane,tekstiil
618465,riideriba,tekstiil
618465,satiin,tekstiil
618465,siid,tekstiil
618465,villane,tekstiil
618466,labane kangas,tekstiil
618466,linane,tekstiil
618466,niit,tekstiil
618466,pael,tekstiil
618466,punane kangas,tekstiil
618466,puuvillane,tekstiil
618466,satiin,tekstiil
618466,siid,tekstiil
618467,kude,tekstiil
618467,linane,tekstiil
618467,lõim,tekstiil
618467,punane kude,tekstiil
618467,puuvillane,tekstiil
618467,villane,tekstiil
618468,labane kangas,tekstiil
618468,linane,tekstiil
618469,flanell (riidesort),tekstiil
618469,kangas,tekstiil
618469,labane kangas,tekstiil
618469,looduslik kiud,tekstiil
618469,lõng,tekstiil
618469,puuvillane,tekstiil
618470,lõng,tekstiil
618470,villane,tekstiil
618471,labane kangas,tekstiil
618471,looduslik kiud,tekstiil
618471,lõng,tekstiil
618471,puuvillane,tekstiil
618471,riideriba,tekstiil
618472,labasekoeline riie,tekstiil
618472,linane,tekstiil
618472,punane satään,tekstiil
618472,puuvillane,tekstiil
618472,värviline lõng,tekstiil
618473,labane kangas,tekstiil
618473,looduslik kiud,tekstiil
618473,lõng,tekstiil
618473,puuvillane,tekstiil
618473,riideriba,tekstiil
618474,klaas,tekstiil
618474,labane kangas,tekstiil
618474,looduslik kiud,tekstiil
618474,lõng,tekstiil
618474,nööp,tekstiil
618474,puuvillane,tekstiil
618474,pärlid,tekstiil
618474,riie,tekstiil
618474,vask,tekstiil
618475,kangas,tekstiil
618475,linane,tekstiil
618484,kanep,puit
618484,kask,puit
618485,kanep,puit
618485,vaher,puit
618486,metall,metall
618486,plekk,metall
618486,vaher,puit
618489,kask,puit
618490,kanep,puit
618490,kask,puit
618492,pärn,puit
618500,looduslik kiud,tekstiil
618500,puuvill,tekstiil
618500,puuvillane,tekstiil
618503,niin,puit
618518,paju,puit
618519,paju,puit
618615,puit,puit
618616,pärn,puit
618617,saar,puit
618618,lehtpuu,puit
618619,lehtpuu,puit
618620,kask,puit
618621,kask,puit
618622,harjas,nahk
618622,kanep,puit
618622,nöör,tekstiil
618622,tekstiil,tekstiil
618622,siga,nahk
618623,saar,puit
618624,mänd,puit
618624,nahk,puit
618625,raud,metall
618626,lehtpuu,puit
618627,mänd,puit
618628,lehtpuu,puit
618629,mänd,puit
618630,kask,puit
618631,lehtpuu,puit
618632,puit,puit
618633,lehtpuu,puit
618634,lehtpuu,puit
618634,metall,metall
618635,saar,puit
618636,lehtpuu,puit
618637,lehtpuu,puit
618638,kask,puit
618639,lehtpuu,puit
618640,lehtpuu,puit
618641,puit,puit
618642,lehtpuu,puit
618643,kivim,kivim
618644,kivim,kivim
618645,harjas,nahk
618645,kanep,tekstiil
618645,nöör,tekstiil
618646,kanep,puit
618646,nöör,puit
618646,pärn,puit
618647,kanep,puit
618647,nöör,puit
618647,pärn,puit
618648,kanep,puit
618648,nöör,puit
618648,pärn,puit
618649,,puit
618649,kanep,puit
618649,kask,puit
618649,nöör,puit
618649,paber,puit
618650,email,metall
618650,hõbe,metall
618650,tekstiil,metall
618652,hõbe,metall
618652,metall,metall
618653,hõbe,metall
618653,metall,metall
618654,hõbe,metall
618654,metall,metall
618654,tekstiil,metall
618656,pärn,puit
618685,lehtpuu,puit
618686,raud,metall
618700,looduslik kiud,tekstiil
618700,puuvill,tekstiil
618714,kask,puit
618715,lehtpuu,puit
618715,toht,puit
618716,savi,keraamika
618718,klaas,klaas
618718,kuusk,puit
618718,metall,metall
618719,kask,puit
618719,toht,puit
618720,lehtpuu,puit
618720,nahk,puit
618722,lehtpuu,puit
618723,kuusk,puit
618724,kask,puit
618725,kask,puit
618725,lehtpuu,puit
618725,pink,puit
618725,,puit
618726,heegelniit,tekstiil
618726,puuvillane,tekstiil
618727,karusnahk,nahk
618727,nahk,nahk
618727,põdranahk,nahk
618727,vooder,nahk
618728,linane,tekstiil
618728,trükitud,tekstiil
618729,linane,tekstiil
618729,valge riie,tekstiil
618730,villane,tekstiil
618731,villane,tekstiil
618732,villane,tekstiil
618733,lõng,tekstiil
618733,villane,tekstiil
618734,linane,tekstiil
618734,ruuduline kangas,tekstiil
618735,linane,tekstiil
618735,riie,tekstiil
618736,linane,tekstiil
618736,poepits,tekstiil
618736,puuvillane,tekstiil
618736,ruuduline riie,tekstiil
618737,lõng,tekstiil
618737,villane,tekstiil
618738,lõng,tekstiil
618738,villane,tekstiil
618739,linane,tekstiil
618739,puuvillane,tekstiil
618739,riie,tekstiil
618739,ruuduline,tekstiil
618739,villane,tekstiil
618739,vooder,tekstiil
618740,linane,tekstiil
618740,ruuduline,tekstiil
618740,takk,tekstiil
618741,lõng,tekstiil
618741,villane,tekstiil
618742,linane,tekstiil
618742,lõng,tekstiil
618742,puuvillane,tekstiil
618743,lõng,tekstiil
618743,villane,tekstiil
618744,lõng,tekstiil
618744,villane,tekstiil
618745,kadakas,puit
618745,kuusk,puit
618745,vits,puit
618746,kangas,tekstiil
618746,kant,tekstiil
618746,labane riie,tekstiil
618746,linane,tekstiil
618746,villane,tekstiil
618747,aas,nahk
618747,kits,nahk
618747,linane,nahk
618747,nahk,nahk
618747,tasku vooder ja riie,nahk
618748,kangas,tekstiil
618748,linane,tekstiil
618750,kude,tekstiil
618750,linane,tekstiil
618750,lõim,tekstiil
618750,villane,tekstiil
618751,puuvillane,tekstiil
618751,valge,tekstiil
618752,puuvillane,tekstiil
618752,roosa valgega lõng,tekstiil
618753,linane,tekstiil
618754,linane,tekstiil
618754,ruuduline,tekstiil
618755,kask,tekstiil
618756,kant,nahk
618756,lammas,nahk
618756,linane,nahk
618756,metall,nahk
618756,nahk,nahk
618756,nööp,nahk
618757,kits,nahk
618757,nahk,nahk
618758,klaas,klaas
618758,metall,metall
618758,tekstiil,tekstiil
618760,kask,puit
618761,kask,puit
618762,kask,puit
618763,savi,keraamika
618764,savi,keraamika
618765,puit,puit
618765,raud,metall
618766,raud,metall
618766,vineer,puit
618767,niin,puit
618768,kask,puit
618769,savi,keraamika
618770,haab,puit
618771,haab,puit
618772,jäme toimne kude,tekstiil
618772,linane,tekstiil
618773,linane,tekstiil
618773,toimne,tekstiil
618774,kork,puit
618774,kuusk,puit
618774,toht,puit
618775,kuusk,puit
618775,nahk,puit
618775,pöör,puit
618775,toht,puit
618776,kask,puit
618776,nöör,puit
618776,puuvill,puit
618777,kask,puit
618777,okaspuit,puit
618778,kask,puit
618778,raud,metall
618779,lehtpuu,puit
618779,raud,metall
618780,raud,metall
618781,puit,puit
618781,pulgad,puit
618781,toht,puit
618782,raud,metall
618783,kask,puit
618783,raud,metall
618784,kask,puit
618784,raud,metall
618785,kask,puit
618785,raud,metall
618785,tina,metall
618786,hõbe,metall
618787,kask,puit
618788,kuusk,puit
618789,kuusk,puit
618790,mänd,puit
618791,kara,metall
618791,raud,metall
618791,vask,metall
618792,raud,metall
618793,raud,metall
618794,kask,puit
618794,raud,metall
618795,kivim,kivim
618795,toht,puit
618796,kask,puit
618796,teras,metall
618797,jõhv,nahk
618798,kuusk,puit
618798,raud,metall
618800,toht,puit
618801,kask,puit
618802,kuusk,puit
618803,mänd,puit
618804,karv,tekstiil
618804,lõng,tekstiil
618804,villane,tekstiil
618805,vask,metall
618806,haab,puit
618807,mänd,puit
618808,kask,puit
618809,kumm,plastik
618809,nahk,nahk
618809,tehismaterjal,plastik
618809,toht,puit
618810,kuusk,puit
618810,,puit
618810,kaas,puit
618810,toht,puit
618811,kask,puit
618811,nahk,nahk
618811,nöör,tekstiil
618811,puuvill,tekstiil
618811,raud,metall
618811,tupp,nahk
618812,kask,puit
618813,kask,puit
618813,raud,metall
618814,toht,puit
618815,kask,puit
618816,kask,puit
618818,kivim,kivim
618819,kask,puit
618820,kuusk,puit
618820,raud,metall
618820,tera,metall
618820,vars,
618821,kask,puit
618822,kask,puit
618823,raud,metall
618824,kask,puit
618824,raud,metall
618825,juured,puit
618825,kuusk,puit
618825,lehtpuu,puit
618825,paju,puit
618825,pulk,puit
618825,vits,puit
618826,lina,puit
618826,mänd,puit
618826,nöör,puit
618827,raud,metall
618828,lehtpuu,puit
618829,kask,puit
618830,kask,puit
618830,kivim,kivim
618830,raam,puit
618831,kask,puit
618831,raud,metall
618832,toht,puit
618833,kask,puit
618834,mänd,puit
618835,mänd,puit
618836,kask,puit
618836,raud,metall
618837,kask,puit
618837,raud,metall
618838,linane,tekstiil
618838,toimne,tekstiil
618840,lina,tekstiil
618840,vill,tekstiil
618841,linane,tekstiil
618841,puuvillane,tekstiil
618843,lõng,tekstiil
618843,villane,tekstiil
618846,puuvillane,tekstiil
618846,valge pits,tekstiil
618846,valge riie,tekstiil
618848,kask,puit
618849,hall,tekstiil
618849,hall,tekstiil
618849,kude,tekstiil
618849,linane,tekstiil
618849,lõim,tekstiil
618849,villane,tekstiil
618849,villane,tekstiil
618850,lina,nahk
618850,nahk,nahk
618850,puit,nahk
618851,paju,puit
618853,haavlikott,puit
618853,kask,puit
618853,kuusk,puit
618853,metall,puit
618853,püssirohunõu,puit
618853,tekstiil,puit
618855,kaas,puit
618855,,puit
618855,okaspuit,puit
618855,sang,puit
618855,toht,puit
618855,toomingas,puit
618858,juured,puit
618858,kuusk,puit
618859,raud,metall
618859,sang,puit
618859,vask,metall
618860,kuusk,puit
618860,,puit
618860,kaas,puit
618860,toht,puit
618861,kask,puit
618861,kuusk,puit
618861,metall,metall
618861,traat,metall
618867,lõng,tekstiil
618867,villane,tekstiil
618869,metall,metall
618869,mänd,puit
618869,raudplekk,metall
618870,kuusk,
618870,raud,
618870,toomingas,
618870,vits,
618872,kask,puit
618872,kivim,kivim
618872,kott,tekstiil
618872,linane,tekstiil
618872,niit,tekstiil
618872,pullud,puit
618872,puuvillane,tekstiil
618872,selis,puit
618873,kask,puit
618875,metall,metall
618875,mänd,puit
618875,raudplekk,metall
618875,vormimise puu,puit
618896,kuusk,puit
618896,raud,metall
618897,kuusk,puit
618898,kask,puit
618898,lina,tekstiil
618898,nöör,tekstiil
618899,kask,puit
618899,raud,metall
618900,kask,puit
618900,raud,metall
618901,kask,puit
618903,mänd,puit
618904,kask,puit
618905,savi,keraamika
618906,savi,keraamika
618907,raud,keraamika
618908,savi,keraamika
618909,savi,keraamika
618910,mänd,puit
618910,vineer,puit
618911,kask,puit
618911,raud,metall
618912,mänd,puit
618913,mänd,puit
618914,raud,metall
618915,kask,puit
618916,mänd,puit
618917,aas,metall
618917,raud,metall
618917,vask,metall
618918,savi,keraamika
618919,savi,keraamika
618920,savi,keraamika
618921,savi,keraamika
618922,kask,puit
618923,jalg,puit
618923,kask,puit
618923,kuusk,puit
618923,mänd,puit
618923,vits,puit
618924,kask,puit
618925,linaõlivärv,puit
618925,metall,puit
618925,okaspuit,puit
618925,raudplekk,puit
618925,õlivärv,puit
618926,kuusk,puit
618927,lina,tekstiil
618927,lõng,tekstiil
618927,puuvill,tekstiil
618927,riie,tekstiil
618928,kivim,kivim
618928,lina,tekstiil
618928,nöör,tekstiil
618929,kask,puit
618929,metall,metall
618930,kuusk,puit
618930,lina,puit
618930,mänd,puit
618930,nöör,puit
618930,piid,puit
618931,lina,puit
618931,mänd,puit
618932,kask,puit
618933,,puit
618933,kuusk,puit
618933,mänd,puit
618933,raam,puit
618934,kalev (riidesort),tekstiil
618934,karusnahk,tekstiil
618935,sits (riidesort),tekstiil
618936,karusnahk,nahk
618938,kalev (riidesort),tekstiil
618939,kunstsiid,tekstiil
618939,riidesort,tekstiil
618939,sits (riidesort),tekstiil
618940,sits (riidesort),tekstiil
618941,karusnahk,nahk
618942,juured,puit
618942,vits,puit
618943,kork,plastik
618943,plast,plastik
618944,puit,puit
618945,kask,puit
618946,savi,keraamika
618947,kuusk,puit
618948,klaas,klaas
618948,kuusk,puit
618948,metall,metall
618949,kask,puit
618949,lina,tekstiil
618949,nöör,tekstiil
618949,raud,metall
618950,niin,puit
618951,niin,puit
618952,nööp,tekstiil
618952,linane,tekstiil
618952,plastmass,tekstiil
618952,puuvillane,tekstiil
618952,riie,tekstiil
618952,labane kangas,tekstiil
618952,sits,tekstiil
618956,okaspuit,puit
618957,pilliroog,puit
618958,metall,metall
618958,niin,metall
618958,pilliroog,metall
618958,traat,metall
618959,raud,metall
618960,kask,puit
618960,raud,metall
618961,kask,puit
618961,raud,metall
618962,kask,puit
618962,raud,metall
618963,kask,puit
618963,raud,metall
618964,kuusk,puit
618964,paju,puit
618964,vits,puit
618965,kask,puit
618965,kuusk,puit
618965,metall,metall
618965,vändavõll,
618966,kuusk,puit
618966,metall,metall
618967,klaas,klaas
618967,metall,metall
618968,toht,puit
618972,raud,puit
618973,kude,tekstiil
618973,linane,tekstiil
618973,lõim,tekstiil
618974,lõng,tekstiil
618974,villane,tekstiil
618977,kude,tekstiil
618977,lõim,tekstiil
618977,puuvillane,tekstiil
618977,villane,tekstiil
618978,niin,puit
618979,kask,puit
618983,kuusk,puit
618984,okaspuit,puit
618985,kuusk,puit
618986,kask,puit
618987,kask,puit
618988,kask,puit
618991,puuvill,tekstiil
618992,kuusk,puit
618993,kask,puit
618994,kuusk,puit
618995,lammas,luu
618995,luu,luu
618996,kask,puit
618998,hõbe,metall
618998,lõng,tekstiil
618998,tekstiil,tekstiil
618999,hõbe,metall
619000,hõbe,metall
619000,vask,metall
619001,kuusk,puit
619002,lina,tekstiil
619003,kude,tekstiil
619003,linane,tekstiil
619003,lõim,tekstiil
619003,punane lõng,tekstiil
619003,puuvillane,tekstiil
619004,kude,tekstiil
619004,linane,tekstiil
619004,lõim,tekstiil
619004,punane lõng,tekstiil
619004,puuvillane,tekstiil
619005,kude,tekstiil
619005,linane,tekstiil
619005,lõim,tekstiil
619005,punane lõng,tekstiil
619005,puuvillane,tekstiil
619006,kude,tekstiil
619006,linane,tekstiil
619006,lõim,tekstiil
619009,flanell (riidesort),puit
619009,niin,puit
619009,vooder,puit
619014,lina,tekstiil
619014,vill,tekstiil
619019,puuvillane,tekstiil
619019,riie punast värvi,tekstiil
619019,satään (riidesort),tekstiil
619019,siid,tekstiil
619019,sünteetika,tekstiil
619022,kask,puit
619023,linane,tekstiil
619023,puuvillane,tekstiil
619023,riie,tekstiil
619023,värviline lõng,tekstiil
619023,värvilise lõngaga tikand,tekstiil
619024,lina,tekstiil
619024,vill,tekstiil
619026,klaas,klaas
619026,lina,klaas
619026,mineraal,klaas
619027,niin,puit
619027,vill,puit
619031,kask,puit
619032,kask,puit
619033,lina,tekstiil
619033,vill,tekstiil
619054,lina,tekstiil
619054,puuvill,tekstiil
619055,lina,tekstiil
619055,puuvill,tekstiil
619068,kask,puit
619070,lõng,tekstiil
619070,villane,tekstiil
619074,lehtpuu,puit
619074,raud,metall
619087,lina,tekstiil
619087,puuvill,tekstiil
619095,hõbe,metall
619095,metall,metall
619095,tekstiil,tekstiil
619171,puit,puit
619172,puit,puit
619173,lehtpuu,puit
619174,hani,luu
619174,luu,luu
619175,mänd,puit
619176,klots,
619176,haab,puit
619176,kapron,tekstiil
619176,lehis,puit
619176,niit,tekstiil
619176,nöör,tekstiil
619176,seeder,puit
619176,vibukaar,puit
619176,,
619179,kask,puit
619179,toht,puit
619180,aas,puit
619180,kapron,puit
619180,kask,puit
619180,nahk,puit
619180,niit,puit
619180,tohust,puit
619183,seeder,puit
619184,lehtpuu,puit
619185,lehtpuu,puit
619185,pea,puit
619185,kael,puit
619185,plast,puit
619188,lepp,puit
619192,lehtpuu,puit
619193,linane,metall
619193,nöör,metall
619193,raud,metall
619194,raud,metall
619195,raud,metall
619196,raud,metall
619197,niit,puit
619197,kask,puit
619197,linane,puit
619197,nahk,puit
619197,niit,puit
619197,tohust,puit
619198,vaher,puit
619204,linane,metall
619204,niit,metall
619204,nöör,metall
619204,raud,metall
619205,lina,puit
619205,niit,puit
619205,puit,puit
619205,puuvill,puit
619205,toht,puit
619206,kask,puit
619206,linane,puit
619206,nahk,puit
619206,niit,puit
619206,puit,puit
619206,raud,puit
619206,rõngad,puit
619206,tekstiil,puit
619206,tohust,puit
619208,kapron,puit
619208,okaspuit,puit
619208,vibunöör,puit
619209,puit,puit
619210,toht,puit
619211,kuusk,puit
619212,kuusk,puit
619213,kuusk,puit
619214,mänd,puit
619224,puit,puit
619225,pärn,puit
619226,savi,keraamika
619227,savi,keraamika
619228,puit,puit
619229,lehtpuu,puit
619229,metall,metall
619230,savi,puit
619231,pärn,puit
619239,kuusk,puit
619239,käepide,puit
619239,lehtpuu,puit
619239,raud,puit
619239,vars,puit
619240,mänd,puit
619241,lõng,tekstiil
619241,villane,tekstiil
619243,lõng,tekstiil
619243,villane,tekstiil
619244,lõng,tekstiil
619244,villane,tekstiil
619245,lehtpuu,puit
619245,raud,metall
619246,lehtpuu,puit
619247,alumiinium,metall
619248,alumiinium,metall
619249,alumiinium,metall
619251,alumiinium,metall
619252,alumiinium,metall
619253,alumiinium,metall
619254,alumiinium,metall
619255,alumiinium,metall
619256,lina,puit
619256,paju,puit
619257,lehtpuu,puit
619257,lina,puit
619258,puit,puit
619260,puit,puit
619261,kask,puit
619261,lina,puit
619261,paju,puit
619262,niin,puit
619263,metall,metall
619263,raudplekk,metall
619264,okaspuit,puit
619265,jõhv,tekstiil
619265,tekstiil,tekstiil
