object_id,material,material_category
614280,metall,puit
614280,traat,puit
614281,raud,metall
614282,niin,puit
614283,kask,puit
614284,kask,puit
614285,kask,puit
614286,kask,puit
614287,kask,puit
614288,kuusk,puit
614288,lina,puit
614291,klaas,klaas
614291,,
614291,kuusk,puit
614291,lehtpuu,puit
614291,metall,metall
614291,traat,metall
614292,kuusk,puit
614292,paju,puit
614293,kask,puit
614293,nöör,tekstiil
614293,paju,puit
614293,raud,metall
614294,kask,puit
614295,haab,puit
614295,nahk,puit
614295,rihm,puit
614295,toht,puit
614296,kuusk,puit
614297,klaas,klaas
614297,kuusk,puit
614297,metall,metall
614297,nahk,tekstiil
614297,plekk,metall
614297,rihm,tekstiil
614298,kuusk,puit
614299,kalev (riidesort),tekstiil
614299,lõng,tekstiil
614299,metall,tekstiil
614299,vill,tekstiil
614301,kask,puit
614301,nahk,nahk
614301,raud,metall
614302,kask,puit
614303,alumiinium,metall
614303,kask,puit
614303,nahk,nahk
614303,,
614303,kaas,
614303,rihm,nahk
614307,nahk,nahk
614309,niit,puit
614309,puuvill,puit
614309,toht,puit
614309,toomingas,puit
614309,võru,puit
614313,nööp,tekstiil
614313,plast,tekstiil
614313,sits (riidesort),tekstiil
614314,kalev (riidesort),tekstiil
614314,nahk,tekstiil
614314,puuvill,tekstiil
614315,puuvill,tekstiil
614315,sits (riidesort),tekstiil
614316,niit,tekstiil
614316,puit,tekstiil
614316,puuvill,tekstiil
614316,sulg,tekstiil
614317,nahk,puit
614317,toht,puit
614317,toomingas,puit
614317,vits,puit
614318,nahk,nahk
614318,rihm,nahk
614318,toht,puit
614318,toomingas,puit
614318,võru,puit
614319,alumiinium,metall
614319,okaspuit,puit
614319,pael,tekstiil
614319,puuvill,tekstiil
614319,,
614319,kaas,puit
614320,okaspuit,puit
614322,kapron,puit
614322,okaspuit,puit
614322,tehiskiud,puit
614323,kapron,tekstiil
614323,kask,puit
614323,tehiskiud,tekstiil
614324,kask,puit
614325,kalev (riidesort),tekstiil
614325,katteriie,tekstiil
614325,sits (riidesort),tekstiil
614325,vooder,tekstiil
614326,põhjapõder,luu
614326,sarv,luu
614327,,puit
614327,,puit
614327,,puit
614327,kask,puit
614327,okaspuit,puit
614329,karusnahk,nahk
614330,lõng,tekstiil
614330,vill,tekstiil
614332,metall,nahk
614332,nahk,nahk
614332,põhjapõder,nahk
614332,raud,nahk
614332,alumiinium ja vasktraat,nahk
614332,nööp,nahk
614332,kopikas,nahk
614332,riideriba,nahk
614332,vill,nahk
614336,papp,paber
614336,õlg,puit
614339,nahk,nahk
614339,raud,metall
614340,kuusk,puit
614341,kuusk,puit
614341,raud,metall
614342,kuusk,puit
614342,puit,puit
614344,haab,puit
614345,kuusk,puit
614345,lepp,puit
614345,lina,puit
614345,nöör,puit
614345,peeled,puit
614345,sõlg,puit
614354,toht,puit
614356,kask,puit
614357,kuusk,puit
614358,kask,puit
614359,kuusk,puit
614360,toht,puit
614361,toht,puit
614362,kuusk,puit
614363,kuusk,puit
614364,lina,puit
614364,pael,puit
614364,toht,puit
614366,aas,puit
614366,paju,puit
614366,pärn,puit
614367,kuusk,puit
614369,okaspuit,puit
614370,savi,keraamika
614370,toht,keraamika
614371,klaas,klaas
614371,kuusk,puit
614372,lehtpuu,puit
614373,kask,puit
614374,kuusk,puit
614374,mänd,puit
614374,pulgad,puit
614375,luu,luu
614376,vask,metall
614377,karusnahk,nahk
614377,metall,metall
614377,paber,paber
614377,puuvill,tekstiil
614377,vill,tekstiil
614378,klaas,klaas
614378,metall,metall
614378,vill,tekstiil
614379,metall,nahk
614379,nahk,nahk
614379,neet,nahk
614380,kask,puit
614381,nahk,nahk
614381,okaspuit,puit
614381,vask,metall
614382,karusnahk,nahk
614383,karusnahk,nahk
614384,karusnahk,nahk
614384,riidesort,nahk
614385,helmed,klaas
614385,tehismaterjal,plastik
614386,kask,puit
614386,nöör,puit
614386,puuvill,puit
614386,toht,puit
614386,toomingas,puit
614386,võru,puit
614387,kask,puit
614387,kõõlus,puit
614387,nahk,puit
614387,niit,puit
614387,puit,puit
614387,rihm,puit
614387,rõngas,puit
614387,tohust,puit
614387,toomingas,puit
614387,vask,puit
614388,karusnahk,nahk
614388,must pargitud,nahk
614388,nahk,nahk
614388,punane,nahk
614388,roheline riideriba,nahk
614388,põhjapõder,nahk
614388,villane,nahk
614389,nahk,nahk
614389,põhjapõder,nahk
614389,riie,nahk
614389,villane,nahk
614394,nööp,tekstiil
614394,puuvillane,tekstiil
614394,riideriba ja sikk-sakkpael,tekstiil
614394,sinine riie,tekstiil
614394,tehismaterjal,tekstiil
614395,kunstkiudmaterjal,tekstiil
614395,kunstsiid,tekstiil
614395,puuvillane,tekstiil
614395,valge ja punane,tekstiil
614403,kask,puit
614405,kask,puit
614405,pael,puit
614405,puuvill,puit
614405,toht,puit
614405,toomingas,puit
614405,võru,puit
614406,kask,puit
614406,kõõlus,puit
614406,loomne materjal,puit
614406,nahk,puit
614406,niit,puit
614406,puuvill,puit
614406,rihm,puit
614406,toht,puit
614408,kask,puit
614409,alumiinium,nahk
614409,karusnahk,nahk
614409,kett,nahk
614409,metall,nahk
614409,nahk,nahk
614409,punane,nahk
614409,pargitud,nahk
614409,puuvill,nahk
614409,põhjapõder,nahk
614409,riie,nahk
614409,ripats,nahk
614409,sõrmkübar,nahk
614409,nööp,nahk
614409,toru,nahk
614409,rõngas,nahk
614409,vask,nahk
614412,kapron,tekstiil
614412,kask,tekstiil
614412,lina,tekstiil
614412,nöör,tekstiil
614412,tehiskiud,tekstiil
614412,toht,tekstiil
614419,luu,luu
614419,põdra jalaluu,luu
614420,kaas,
614420,nahk,nahk
614420,okaspuit,puit
614420,põder,
614420,sarv,luu
614424,niin,puit
614424,pärn,puit
614431,niin,puit
614431,nöör,puit
614431,puuvill,puit
614431,pärn,puit
614445,looduslik kiud,tekstiil
614445,siid,tekstiil
614445,tikand,tekstiil
614448,hõbe,metall
614448,tekstiil,tekstiil
614461,hõbe,metall
614461,klaas,klaas
614461,tekstiil,metall
614463,puit,puit
614463,õunapuu,puit
614464,kask,puit
614474,lina,tekstiil
614474,puuvill,tekstiil
614475,lina,tekstiil
614475,puuvill,tekstiil
614477,lina,tekstiil
614484,lina,tekstiil
614507,lina,tekstiil
614509,lina,tekstiil
614519,kask,puit
614520,kask,puit
614524,kask,puit
614525,kask,puit
614526,kask,puit
614527,kask,puit
614529,vineer,puit
614530,mänd,puit
614531,kask,puit
614532,vineer,puit
614533,metall,puit
614533,okaspuit,puit
614535,mänd,puit
614536,metall,metall
614537,juured,puit
614537,puit,puit
614539,nahk,nahk
614540,kask,puit
614540,teras,metall
614541,haab,puit
614541,metall,metall
614542,elektrijuhe,plastik
614542,haab,puit
614542,metall,metall
614542,niit,tekstiil
614542,puuvill,tekstiil
614542,tehismaterjal,plastik
614542,traat,metall
614543,kask,puit
614543,kumm,puit
614543,metall,puit
614543,nahk,puit
614543,present,puit
614543,tehismaterjal,puit
614543,tekstiil,puit
614544,kask,puit
614545,kask,puit
614546,kask,puit
614546,metall,puit
614550,kuusk,puit
614550,metall,puit
614550,plekk,puit
614556,kuusk,puit
614556,metall,metall
614569,kuusk,puit
614569,metall,puit
614569,vits,puit
614570,kask,puit
614570,teras,puit
614571,kivim,kivim
614572,kivim,kivim
614573,mänd,puit
614667,niin,puit
614667,pärn,puit
614668,aas,puit
614668,nahk,puit
614668,nöör,puit
614668,takk,puit
614668,toht,puit
614669,niin,tekstiil
614669,pärn,tekstiil
614670,nahk,nahk
614670,pargitud,nahk
614672,lehtpuu,puit
614672,nöör,puit
614672,takk,puit
614673,koor,puit
614673,niin,puit
614673,nöör,puit
614673,puit,puit
614674,kinnitus,
614674,lehtpuu,puit
614674,nahk,nahk
614674,niin,puit
614674,rihm,nahk
614675,metall,metall
614677,lehtpuu,
614677,okaspuit,
614677,raud,
614678,okaspuit,puit
614679,okaspuit,puit
614684,lehtpuu,puit
614689,lehtpuu,puit
614689,nöör,puit
614689,takk,puit
614694,lehtpuu,puit
614694,niin,puit
614694,nöör,puit
614694,okaspuit,puit
614695,okaspuit,puit
614701,flanell (riidesort),tekstiil
614701,karusnahk,nahk
614702,kask,puit
614702,lehtpuu,puit
614702,nahk,puit
614702,,puit
614702,kaas,puit
614702,tohust,puit
614703,teras,metall
614704,lehtpuu,puit
614704,nooleots,metall
614704,sulg,nahk
614704,teras,metall
614704,vars,puit
614706,juured,puit
614706,nooleots,metall
614706,puit,puit
614706,seeder,puit
614706,teras,metall
614706,vars,
614707,teras,metall
614708,teras,metall
614711,lehtpuu,puit
614711,nahk,nahk
614712,kask,puit
614712,nahk,nahk
614713,lehtpuu,puit
614714,seeder,puit
614720,kuusk,puit
614721,kask,puit
614722,nooleots,metall
614722,seeder,puit
614722,teras,metall
614722,vars,
614724,kask,puit
614724,nahk,puit
614724,rõnga kodarad,puit
614725,kask,puit
614725,konks,metall
614725,metall,metall
614725,nöör,tekstiil
614725,plaat,
614725,puuvillane,tekstiil
614725,teras,metall
614725,traat,metall
614725,vask,metall
614726,lehtpuu,puit
614726,nahk,nahk
614726,teras,metall
614728,mänd,puit
614728,teras,metall
614729,mänd,puit
614729,teras,metall
614730,mänd,puit
614730,teras,metall
614731,mänd,puit
614731,teras,metall
614732,seeder,puit
614733,seeder,puit
614734,paju,puit
614735,toht,puit
614736,seeder,puit
614737,seeder,puit
614738,seeder,puit
614740,konks,metall
614740,metall,metall
614740,plaat,metall
614740,teras,metall
614740,tina,metall
614740,traat,metall
614760,puit,puit
614760,raud,metall
614760,tera,metall
614760,vars,puit
614761,raud,metall
614762,metall,metall
614763,toht,puit
614764,kask,puit
614765,kask,puit
614766,klaas,klaas
614766,kuusk,puit
614766,paber,paber
614767,lehtpuu,puit
614772,puuvill,tekstiil
614772,vill,tekstiil
614775,lõng,tekstiil
614775,villane,tekstiil
614784,kanep,tekstiil
614784,kotiriie,tekstiil
614785,lina,tekstiil
614785,vill,tekstiil
614786,lina,tekstiil
614786,puuvill,tekstiil
614786,vill,tekstiil
614792,lina,tekstiil
614792,puuvill,tekstiil
614795,kangas,tekstiil
614795,puuvillane,tekstiil
614795,villane,tekstiil
614796,villane,tekstiil
614797,lina,tekstiil
614798,lina,tekstiil
614799,lina,tekstiil
614800,lina,tekstiil
614801,õunapuu,tekstiil
614803,kude,tekstiil
614803,linane,tekstiil
614803,lõim,tekstiil
614803,villane,tekstiil
614804,drell (riidesort),tekstiil
614804,puuvill,tekstiil
614806,labane riie,tekstiil
614806,villane,tekstiil
614807,malm,metall
614807,metall,metall
614807,puit,metall
614807,raudplekk,metall
614808,malm,metall
614813,mänd,puit
614813,raam,puit
614814,karv,tekstiil
614814,lõng,tekstiil
614814,põder,tekstiil
614814,villane,tekstiil
614815,puuvillane,tekstiil
614815,riie,tekstiil
614815,toimne,tekstiil
614815,villane,tekstiil
614816,karusnahk,nahk
614816,punane,nahk
614816,punutud nöör,nahk
614816,puuvillane,nahk
614816,põhjapõder,nahk
614816,sinine,nahk
614816,nurktoimne,nahk
614816,villane,nahk
614816,villane,nahk
614817,kask,puit
614817,toht,puit
614818,kask,puit
614818,kuusk,puit
614819,kandepael,puit
614819,toht,puit
614819,vill,puit
614820,kask,puit
614820,kuusk,puit
614820,vars,puit
614821,kuusk,puit
614821,raud,puit
614822,haab,puit
614822,raud,metall
614823,kuusk,puit
614824,,
614824,kask,puit
614824,kuusk,puit
614824,nöör,tekstiil
614824,paju,puit
614824,raud,metall
614824,rindpakk,puit
614825,,
614825,kask,puit
614825,kuusk,puit
614825,paju,puit
614825,raud,metall
614825,väädid,puit
614826,jalused,puit
614826,kodarad,puit
614826,kask,puit
614826,kuusk,puit
614826,paju,puit
614826,,puit
614826,väädid,puit
614841,kuusk,puit
614841,lina,puit
614841,nöör,puit
614841,peeled,puit
614842,kuusk,puit
614842,lina,puit
614842,nöör,puit
614842,piid,puit
614842,raam,puit
614842,saar,puit
614844,kuusk,puit
614844,mänd,puit
614844,padja aluslauad,puit
614844,raud,puit
614845,nahk,nahk
614845,vask,metall
614846,nahk,nahk
614846,toht,nahk
614847,kuusk,puit
614848,metall,metall
614848,plekk,metall
614848,raud,metall
614848,vask,metall
614849,kett,metall
614849,kuusk,puit
614849,metall,metall
614850,malm,metall
614850,raud,metall
614851,kuusk,puit
614851,raud,metall
614851,vits,puit
614856,paju,puit
614859,kuusk,puit
614859,metall,metall
614860,raud,metall
614861,mänd,puit
614861,raud,metall
614864,metall,metall
614864,puit,puit
614865,kask,puit
614865,lina,puit
614865,niit,puit
614866,kask,puit
614867,kask,puit
614868,kuusk,puit
614868,linane,puit
614868,vars,puit
614868,toestusrõngas,puit
614868,võrk,puit
614869,kask,puit
614869,kuusk,puit
614869,vars,puit
614870,kask,puit
614870,metall,puit
614871,kask,puit
614872,angerjas,puit
614872,kask,puit
614872,koot,puit
614872,kuusk,puit
614872,nahk,puit
614872,vars,puit
614874,kuusk,puit
614875,kask,puit
614879,lehtpuu,puit
614879,metall,puit
614879,nahk,puit
614880,puit,puit
614880,pöök,puit
614880,kaared,puit
614880,saar,puit
614880,vineer,puit
614881,kuusk,puit
614882,kuusk,puit
614883,tamm,puit
614885,kivim,kivim
614887,kask,puit
614887,käepide,
614887,raud,metall
614887,tamm,puit
614888,metall,metall
614888,saar,puit
614889,kuusk,puit
614889,vars,
614890,lina,tekstiil
614890,mänd,puit
614891,kask,puit
614891,klots,puit
614891,luu,puit
614891,luu,puit
614891,mänd,puit
614892,lehtpuu,puit
614893,kask,puit
614893,kuusk,puit
614893,pulk,puit
614893,raud,metall
614893,tera,metall
614893,vars,
614894,haab,puit
614894,hinged,puit
614894,aas,puit
614894,raud,puit
614895,mänd,puit
614896,kask,puit
614896,mänd,puit
614896,pulk,puit
614897,,puit
614897,haab,puit
614897,kask,puit
614897,keha,puit
614897,kuusk,puit
614897,teljepulk,puit
614899,kask,puit
614900,lehtpuu,puit
614901,kask,puit
614902,lina,tekstiil
614902,puuvill,tekstiil
614904,mänd,puit
614905,lina,tekstiil
614905,puuvill,tekstiil
614907,mänd,puit
614907,paju,puit
614907,põikpuu,puit
614907,vars,puit
614910,mänd,puit
614910,paju,puit
614910,põikpuu,puit
614910,vars,puit
614913,kanep,puit
614913,mänd,puit
614913,nöör,puit
614914,raud,metall
614916,nahk,nahk
614916,pargitud,nahk
614917,kinnitus,tekstiil
614917,puuvill,tekstiil
614917,toht,puit
614917,toomingas,puit
614917,vars,puit
614918,kuusk,puit
614918,toht,puit
614918,vits,puit
614919,kuusk,puit
614919,sang,puit
614919,toomingas,puit
614920,kask,puit
614921,savi,keraamika
614922,kask,puit
614923,kuusk,puit
614923,metall,metall
614924,toht,puit
614925,kask,puit
614925,raud,metall
614926,raud,metall
614927,kask,puit
614927,raud,metall
614929,kask,puit
614930,kask,puit
614931,klaas,klaas
614931,kuusk,puit
614931,mänd,puit
614931,nahk,nahk
614931,pulgad,puit
614931,rihm,nahk
614932,kask,puit
614932,raud,metall
614933,kuusk,puit
614933,metall,metall
614934,raud,metall
614936,haab,puit
614936,kuusk,puit
614936,uhmer,puit
614936,uhmer,puit
614937,kuusk,puit
614938,kalev (riidesort),tekstiil
614938,tehismaterjal,tekstiil
614940,vask,metall
614942,kude pruun,tekstiil
614942,linane,tekstiil
614942,lõim,tekstiil
614942,villane,tekstiil
614947,linane,tekstiil
614947,niit,tekstiil
614947,puuvillane,tekstiil
614947,riideriba,tekstiil
614947,riie,tekstiil
614960,nahk,nahk
614960,pargitud lambanahk,nahk
614961,lammas,nahk
614961,nahk,nahk
614961,nööp,nahk
614961,plastmass,nahk
614962,karv,nahk
614963,jõhv,tekstiil
614964,nahk,nahk
614965,puuvill,puit
614965,sang,puit
614965,toht,puit
614966,puit,puit
614967,toht,puit
614968,toht,puit
614969,kuusk,puit
614969,,puit
614969,toht,puit
614970,lina,puit
614970,mänd,puit
614970,sang,puit
614971,kask,puit
614972,puit,puit
614973,kask,puit
614973,kuusk,puit
614973,metall,metall
614974,toht,puit
614975,kask,puit
614977,paju,puit
614977,sang,puit
614977,tekstiil,tekstiil
614977,toht,puit
614978,nööp,tekstiil
614978,punane,tekstiil
614978,puuvillane,tekstiil
614978,riidest kant ja sikk-sakkpaelad,tekstiil
614978,sinine,tekstiil
614978,kollane ja valge,tekstiil
614978,tehismaterjal,tekstiil
614979,kuusk,puit
614980,kuusk,puit
614983,kask,puit
614983,metall,metall
614984,kask,puit
614985,mänd,puit
614986,kask,puit
614987,raud,metall
614991,nööp,tekstiil
614991,plastmass,tekstiil
614991,poeriie,tekstiil
614991,puuvillane,tekstiil
614996,kapron,tekstiil
614996,lõng,tekstiil
615001,hõbe,tekstiil
615001,metall,tekstiil
615001,tekstiil,tekstiil
615011,kanep,tekstiil
615011,looduslik kiud,tekstiil
615011,lõng,tekstiil
615011,vill,tekstiil
615015,kanep,tekstiil
615015,labane riie,tekstiil
615020,roosa lõng,tekstiil
615020,villane,tekstiil
615021,kirss,puit
615021,kirss,puit
615022,kuusk,puit
615023,niin,puit
615024,niin,puit
615024,nöör,puit
615024,takk,puit
615025,niin,puit
615028,niin,puit
615038,kanep,tekstiil
615038,looduslik kiud,tekstiil
615042,värviline lõng,tekstiil
615042,mulinee,tekstiil
615042,puuvillane,tekstiil
615042,satiin,tekstiil
615067,lina,tekstiil
615073,kask,puit
615076,valge,tekstiil
615076,villane,tekstiil
615079,hõbe,metall
615080,hõbe,metall
615080,riideriba,tekstiil
615080,villane,tekstiil
615081,hõbe,metall
615081,linane,tekstiil
615081,puuvillane,tekstiil
615081,villane,tekstiil
615082,hõbe,metall
615082,linane,tekstiil
615082,puuvillane,tekstiil
615083,hõbe,metall
615083,klaas,klaas
615083,metall,metall
615083,tekstiil,tekstiil
615084,hõbe,metall
615084,metall,metall
615084,tekstiil,tekstiil
615085,hõbe,metall
615085,kuld,metall
615085,metall,metall
615086,hõbe,metall
615086,villane,tekstiil
615088,hõbe,metall
615088,puuvillane,tekstiil
615089,hõbe,metall
615089,nahk,nahk
615089,tekstiil,tekstiil
615090,nahk,nahk
615094,nahk,nahk
615096,kask,puit
615096,puuvill,tekstiil
615096,puuvillane,tekstiil
615097,kapron,puit
615097,kask,puit
615097,tehismaterjal,puit
615098,kuusk,puit
615098,teras,puit
615099,kask,puit
615099,teras,metall
615100,metall,metall
615100,puit,puit
615101,puit,puit
615102,kask,puit
615102,nöör,puit
615102,puuvill,puit
615102,teras,puit
615103,kask,puit
615104,puit,puit
615105,tamm,puit
615105,teras,metall
615105,vits,puit
615107,puit,puit
615107,raam,puit
615108,lehtpuu,puit
615108,plast,puit
615108,puuvill,puit
615108,võrgusõel,puit
615109,kask,puit
615109,nahk,nahk
615109,õlg,puit
615110,metall,metall
615110,puit,puit
615111,mänd,puit
615112,mänd,puit
615113,mänd,puit
615114,kuusk,puit
615114,metall,metall
615115,kask,puit
615115,nahk,nahk
615115,teras,metall
615117,toht,puit
615118,toht,puit
615119,toht,puit
615120,toht,puit
615121,toht,puit
615122,lina,tekstiil
615122,metall,metall
615122,mänd,puit
615122,pullud,puit
615122,rõngad,puit
615122,toht,puit
615122,ujukid,puit
615123,lehtpuu,puit
615123,metall,metall
615124,kuusk,puit
615125,kask,puit
615125,metall,metall
615125,nahk,nahk
615126,kuusk,puit
615127,kask,puit
615128,kask,puit
615128,kolgits,puit
615128,kuusk,puit
615128,metall,puit
615128,nahk,puit
615128,rihm,puit
615128,vars,puit
615129,haab,puit
615129,jalg,puit
615129,kask,puit
615129,lõuad,puit
615129,okaspuit,puit
615129,ristpuud,puit
615130,puit,puit
615136,mänd,puit
615137,mänd,puit
615138,mänd,puit
615139,mänd,puit
615140,toht,puit
615256,puit,puit
615257,pärn,puit
615258,lehtpuu,puit
615271,nöör,puit
615271,puuvill,puit
615271,seeder,puit
615272,kuusk,puit
615274,puit,puit
615274,toht,puit
615275,mänd,puit
615278,mänd,puit
615279,mänd,puit
615280,küljed,puit
615280,lehtpuu,puit
615280,nahk,puit
615280,okaspuit,puit
615281,seeder,puit
615282,lehtpuu,puit
615282,luu,puit
615282,nöör,puit
615282,puuvill,puit
615282,vars,puit
615283,okaspuit,puit
615285,okaspuit,puit
615286,teras,metall
615287,okaspuit,puit
615287,teras,puit
615290,luu,luu
615305,linane,tekstiil
615305,lõng,tekstiil
615306,kask,puit
615307,toht,puit
615308,kask,puit
615309,toht,puit
615310,kaha,puit
615310,paju,puit
615310,toht,puit
615310,vars,puit
615311,toht,puit
615312,kask,puit
615313,metall,metall
615313,puit,puit
615314,puuvill,tekstiil
615314,vill,tekstiil
615315,lõng,tekstiil
615315,villane,tekstiil
615316,puuvill,tekstiil
615317,vill,tekstiil
615318,puuvill,tekstiil
615318,vill,tekstiil
615319,pärn,puit
615320,paju,puit
615321,savi,keraamika
615322,savi,keraamika
615324,vaher,puit
615325,paju,puit
615326,metall,metall
615327,lina,tekstiil
615328,puuvill,tekstiil
615328,vill,tekstiil
615329,puuvill,tekstiil
615329,vill,tekstiil
615330,mänd,puit
615332,kask,puit
615332,pulk,puit
615332,toomingas,puit
615333,kask,puit
615333,pulk,puit
615333,toomingas,puit
615334,kask,puit
615334,keder,puit
615334,kivim,puit
615336,kask,puit
615337,kask,puit
615337,laba,puit
615337,tald,puit
615337,vaher,puit
615338,kask,puit
615339,kask,puit
615339,pulk,puit
615339,vaher,puit
615340,kask,puit
615340,keder,puit
615340,kivim,puit
615341,kask,puit
615341,lina,puit
615341,vaher,puit
615343,pärn,puit
615344,paju,puit
615345,puuvill,tekstiil
615345,vill,tekstiil
615346,lõng,tekstiil
615346,villane,tekstiil
615347,puuvill,tekstiil
615347,sits (riidesort),tekstiil
615348,kask,puit
615348,luisk,puit
615348,tamm,puit
615348,tasku,puit
615349,kask,puit
615349,puit,puit
615349,vaher,puit
615349,vars,puit
615349,,puit
615349,ülaosa,puit
615350,lõng,tekstiil
615350,puuvillane,tekstiil
615351,kask,puit
615352,kivim,puit
615352,lina,puit
615352,vaher,puit
615353,kalev (riidesort),tekstiil
615353,karusnahk,tekstiil
615353,metall,tekstiil
615353,nahk,tekstiil
615353,nööp,tekstiil
615353,põhjapõder,tekstiil
615353,riideriba,tekstiil
615353,värvitud,tekstiil
615354,kask,puit
615354,nöör,puit
615354,sarapuu,puit
615354,tohust,puit
615354,vits,puit
615355,karusnahk,nahk
615355,nahk,nahk
615355,pargitud,nahk
615355,põhjapõder,nahk
615355,sinine ja valge pärl,nahk
615355,tehismaterjal,nahk
615355,villane,nahk
615356,helmed,klaas
615356,klaas,klaas
615356,nööp,klaas
615356,puuvillane,tekstiil
615356,riidest alus,tekstiil
615356,tehismaterjal,klaas
615356,vooder,tekstiil
615357,puit,puit
615357,raud,metall
615358,kask,puit
615358,kivim,puit
615358,toht,puit
615359,helmed,tekstiil
615359,klaas,tekstiil
615359,villane,tekstiil
615360,mänd,puit
615361,puit,puit
615362,kapron,puit
615362,mutter,metall
615362,puit,puit
615362,raud,metall
615362,tehismaterjal,plastik
615363,puit,puit
615364,kapron,puit
615364,sarapuu,puit
615364,tehismaterjal,puit
615364,toht,puit
615364,vits,puit
615365,karusnahk,nahk
615365,nahk,nahk
615365,pargitud,nahk
615366,helmed,klaas
615366,karusnahk,nahk
615366,klaas,klaas
615366,metall,metall
615366,nahk,nahk
615366,pargitud,
615366,pärlid,luu
615366,riba,tekstiil
615366,tehismaterjal,plastik
615366,vask,metall
615366,alumiinium,metall
615367,karusnahk,nahk
615367,põhjapõder,nahk
615369,villane,tekstiil
615369,vooder,tekstiil
615370,puit,puit
615371,mänd,puit
615372,kaigas,puit
615372,kask,puit
615372,kurikas,puit
615372,kuusk,puit
615374,raud,metall
615375,puit,puit
615376,lina,tekstiil
615377,puit,puit
615377,teras,metall
615378,lina,tekstiil
615378,savi,keraamika
615378,toht,puit
615379,mänd,puit
615380,kask,puit
615380,teras,metall
615381,kuusk,puit
615382,savi,keraamika
615383,kanep,puit
615383,kuusk,puit
615383,niit,puit
615383,nöör,puit
615383,vits,puit
615384,nahk,puit
615384,puit,puit
615384,pulgad,puit
615384,rihm,puit
615384,toht,puit
615385,kask,puit
615386,sarapuu,puit
615386,toht,puit
615386,vits,puit
615388,puit,puit
615388,raud,metall
615390,kask,puit
615390,puit,puit
615390,tohust rihmad,puit
615391,kuusk,puit
615391,raud,metall
615391,vars,puit
615392,mänd,puit
615392,vask,puit
615393,savi,keraamika
615393,toht,keraamika
615394,kuusk,puit
615395,kask,puit
615396,mänd,puit
615397,kuusk,puit
615397,raud,metall
615398,haruline oks,puit
615398,lehtpuu,puit
615398,mänd,puit
615399,haab,puit
615399,klots,puit
615399,kuusk,puit
615399,toomingas,puit
615399,vits,puit
615400,kask,puit
615401,vaher,puit
615402,kask,puit
615402,mänd,puit
615402,võll,puit
615402,,puit
615403,nahk,nahk
615403,vilt,tekstiil
615403,vineer,puit
615404,lõim,tekstiil
615404,puuvill,tekstiil
615424,kuusk,puit
615425,kuusk,puit
615425,raud,metall
615425,vars,
615426,kuusk,puit
615434,kask,puit
615434,küljed,puit
615434,mänd,puit
615434,niin,puit
615434,nöör,puit
615434,puuvill,puit
615434,pärn,puit
615434,sang,puit
615437,kask,puit
615438,kask,puit
615438,raud,metall
615439,savi,keraamika
615440,kuusk,puit
615440,niit,puit
615440,puuvill,puit
615440,,puit
615440,toht,puit
615441,kask,puit
615442,lehtpuu,puit
615443,kanep,tekstiil
615444,kanep,puit
615444,loomne materjal,puit
615444,seaharjased,puit
615445,kask,puit
615446,kask,puit
615446,,puit
615446,toht,puit
615449,haab,puit
615450,niin,puit
615451,looduslik kiud,tekstiil
615451,puuvillane ja linane,tekstiil
615452,niit,tekstiil
615452,puuvillane,tekstiil
615459,lõng,tekstiil
615459,villane,tekstiil
615460,lõng,tekstiil
615460,villane,tekstiil
615462,linane,tekstiil
615462,lõng,tekstiil
615462,riie,tekstiil
615462,villane,tekstiil
615465,kanep,tekstiil
615469,kask,puit
615470,kask,puit
615470,raud,metall
615471,kask,puit
615471,raud,metall
615472,kask,puit
615472,raud,metall
615473,kask,puit
615473,lina,puit
615473,nöör,puit
615478,toht,puit
615479,toht,puit
615480,toht,puit
615481,kask,puit
615481,kuusk,puit
615481,nahk,nahk
615481,raud,metall
615481,rihm,nahk
615481,vars,
615481,auguga laud,puit
615482,mänd,puit
615483,hark,puit
615483,kuusk,puit
615483,tald,puit
615483,toomingas,puit
615484,,puit
615484,kask,puit
615484,mänd,puit
615484,raud,puit
615485,nahk,nahk
615485,raud,metall
615486,kask,puit
615487,kask,puit
615488,mänd,puit
615490,kask,tekstiil
615490,metall,tekstiil
615490,traat,tekstiil
615500,kask,puit
615509,lõng,tekstiil
615509,villane,tekstiil
615510,puit,puit
615510,raud,metall
615511,kask,puit
615511,raud,metall
615514,lõng,tekstiil
615514,villane,tekstiil
615515,lõng,tekstiil
615515,villane,tekstiil
615517,juured,puit
615517,puit,puit
615521,kuusk,puit
615523,helmed,nahk
615523,must pargitud,nahk
615523,nahk,nahk
615523,puuvillane,nahk
615523,riie,nahk
615523,tehismaterjal,nahk
615526,lõng,tekstiil
615526,villane,tekstiil
615528,puuvillane,tekstiil
615528,riie,tekstiil
615530,lõng,tekstiil
615530,villane,tekstiil
615533,kuusk,puit
615543,kask,puit
615545,aplikatsioon,tekstiil
615545,sits (riidesort),tekstiil
615545,puuvillane,tekstiil
615545,villane,tekstiil
615548,aplikatsioon,tekstiil
615548,sits (riidesort),tekstiil
615548,puuvillane,tekstiil
615548,villane,tekstiil
615550,kask,puit
615550,nöör,puit
615550,takk,puit
615550,toht,puit
615551,kask,puit
615551,niit,puit
615551,puuvill,puit
615551,toht,puit
615554,kuusk,puit
615554,nöör,puit
615554,takk,puit
615557,raud,metall
615558,kivim,kivim
