object_id,place_id,koht,place_raw,Riik,Riik_clean,Riik_eng_clean,"Regioon (oblast, vabariik, ringkond)",Regioon_clean,Regioon_eng,Regioon_eng_clean,Ringkond,Ringkond_clean,Ringkond_eng_clean,Rajoon_est,Rajoon_clean,Rajoon_eng,Rajoon_eng_clean,local_admin,küla,Küla_clean,küla_eng,Küla_eng_clean,lat,lon,coords_source,place_key
617656,PL00647,Sidorovo; Bokitogorski rajoon; Leningradi oblast; Venemaa,,Venemaa,Venemaa,Russia,Leningradi oblast,Leningradi oblast,52608.0,52608,,,,Bokitogorski rajoon,Bokitogorski rajoon,Boksitogorsky District,Boksitogorsky District,53649,Sidorovo,Sidorovo,Sidorovo,Sidorovo,21422.0,,,venemaa|leningradi oblast||bokitogorski rajoon|sidorovo
617656,PL00649,Boksitogorski rajoon; Leningradi oblast; Venemaa,,Venemaa,Venemaa,Russia,Leningradi oblast,Leningradi oblast,52608.0,52608,,,,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorsky District,Boksitogorsky District,21422,,,,,,,,venemaa|leningradi oblast||boksitogorski rajoon|
617657,PL00647,Sidorovo; Bokitogorski rajoon; Leningradi oblast; Venemaa,,Venemaa,Venemaa,Russia,Leningradi oblast,Leningradi oblast,52608.0,52608,,,,Bokitogorski rajoon,Bokitogorski rajoon,Boksitogorsky District,Boksitogorsky District,53649,Sidorovo,Sidorovo,Sidorovo,Sidorovo,21426.0,,,venemaa|leningradi oblast||bokitogorski rajoon|sidorovo
617657,PL00649,Boksitogorski rajoon; Leningradi oblast; Venemaa,,Venemaa,Venemaa,Russia,Leningradi oblast,Leningradi oblast,52608.0,52608,,,,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorsky District,Boksitogorsky District,21426,,,,,,,,venemaa|leningradi oblast||boksitogorski rajoon|
617658,PL00679,Korvala küla; Boksitogorski rajoon; Leningradi oblast; Venemaa,,Venemaa,Venemaa,Russia,Leningradi oblast,Leningradi oblast,52608.0,52608,,,,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorsky District,Boksitogorsky District,53766,Korvala küla,Korvala küla,Korvala küla,Korvala küla,21188.0,,,venemaa|leningradi oblast||boksitogorski rajoon|korvala küla
617659,PL00679,Korvala küla; Boksitogorski rajoon; Leningradi oblast; Venemaa,,Venemaa,Venemaa,Russia,Leningradi oblast,Leningradi oblast,52608.0,52608,,,,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorsky District,Boksitogorsky District,53766,Korvala küla,Korvala küla,Korvala küla,Korvala küla,21188.0,,,venemaa|leningradi oblast||boksitogorski rajoon|korvala küla
617660,PL00679,Korvala küla; Boksitogorski rajoon; Leningradi oblast; Venemaa,,Venemaa,Venemaa,Russia,Leningradi oblast,Leningradi oblast,52608.0,52608,,,,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorsky District,Boksitogorsky District,53766,Korvala küla,Korvala küla,Korvala küla,Korvala küla,21188.0,,,venemaa|leningradi oblast||boksitogorski rajoon|korvala küla
617661,PL00715,Sidorovo küla; Boksitogorski rajoon; Leningradi oblast; Venemaa,,Venemaa,Venemaa,Russia,Leningradi oblast,Leningradi oblast,52608.0,52608,,,,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorsky District,Boksitogorsky District,53090,Sidorovo küla,Sidorovo küla,Sidorovo küla,Sidorovo küla,21071.0,,,venemaa|leningradi oblast||boksitogorski rajoon|sidorovo küla
617662,PL00672,Fedramägi küla; Boksitogorski rajoon; Leningradi oblast; Venemaa,,Venemaa,Venemaa,Russia,Leningradi oblast,Leningradi oblast,52608.0,52608,,,,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorsky District,Boksitogorsky District,52735,Fedramägi küla,Fedramägi küla,Fedramägi küla,Fedramägi küla,16111.0,,,venemaa|leningradi oblast||boksitogorski rajoon|fedramägi küla
617663,PL00703,Radogaši küla; Boksitogorski rajoon; Leningradi oblast; Venemaa,,Venemaa,Venemaa,Russia,Leningradi oblast,Leningradi oblast,52608.0,52608,,,,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorsky District,Boksitogorsky District,53786,Radogaši küla,Radogaši küla,Radogaši küla,Radogaši küla,21462.0,,,venemaa|leningradi oblast||boksitogorski rajoon|radogaši küla
617664,PL00723,Tutuka küla; Boksitogorskib rajoon; Leningradi oblast; Venemaa,,Venemaa,Venemaa,Russia,Leningradi oblast,Leningradi oblast,52608.0,52608,,,,Boksitogorskib rajoon,Boksitogorskib rajoon,Boksitogorsky District,Boksitogorsky District,53503,Tutuka küla,Tutuka küla,Tutuka küla,Tutuka küla,21469.0,,,venemaa|leningradi oblast||boksitogorskib rajoon|tutuka küla
617665,PL00678,Korvala; Boksitogorski rajoon; Leningradi oblast; Venemaa,,Venemaa,Venemaa,Russia,Leningradi oblast,Leningradi oblast,52608.0,52608,,,,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorsky District,Boksitogorsky District,53779,Korvala,Korvala,Korvala,Korvala,21379.0,,,venemaa|leningradi oblast||boksitogorski rajoon|korvala
617665,PL00702,Radogashi; Boksitogorski rajoon; Leningradi oblast; Venemaa,,Venemaa,Venemaa,Russia,Leningradi oblast,Leningradi oblast,52608.0,52608,,,,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorsky District,Boksitogorsky District,53781,Radogashi,Radogashi,Radogashi,Radogashi,21379.0,,,venemaa|leningradi oblast||boksitogorski rajoon|radogashi
617665,PL00714,Sidorovo; Boksitogorski rajoon; Leningradi oblast; Venemaa,,Venemaa,Venemaa,Russia,Leningradi oblast,Leningradi oblast,52608.0,52608,,,,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorsky District,Boksitogorsky District,53649,Sidorovo,Sidorovo,Sidorovo,Sidorovo,21379.0,,,venemaa|leningradi oblast||boksitogorski rajoon|sidorovo
617666,PL00678,Korvala; Boksitogorski rajoon; Leningradi oblast; Venemaa,,Venemaa,Venemaa,Russia,Leningradi oblast,Leningradi oblast,52608.0,52608,,,,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorsky District,Boksitogorsky District,53779,Korvala,Korvala,Korvala,Korvala,21379.0,,,venemaa|leningradi oblast||boksitogorski rajoon|korvala
617666,PL00702,Radogashi; Boksitogorski rajoon; Leningradi oblast; Venemaa,,Venemaa,Venemaa,Russia,Leningradi oblast,Leningradi oblast,52608.0,52608,,,,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorsky District,Boksitogorsky District,53781,Radogashi,Radogashi,Radogashi,Radogashi,21379.0,,,venemaa|leningradi oblast||boksitogorski rajoon|radogashi
617666,PL00714,Sidorovo; Boksitogorski rajoon; Leningradi oblast; Venemaa,,Venemaa,Venemaa,Russia,Leningradi oblast,Leningradi oblast,52608.0,52608,,,,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorsky District,Boksitogorsky District,53649,Sidorovo,Sidorovo,Sidorovo,Sidorovo,21379.0,,,venemaa|leningradi oblast||boksitogorski rajoon|sidorovo
617667,PL00649,Boksitogorski rajoon; Leningradi oblast; Venemaa,,Venemaa,Venemaa,Russia,Leningradi oblast,Leningradi oblast,52608.0,52608,,,,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorsky District,Boksitogorsky District,7137,,,,,,,,venemaa|leningradi oblast||boksitogorski rajoon|
617668,PL00699,Požariš küla; Boksitogorski rajoon; Leningradi oblast; Venemaa,,Venemaa,Venemaa,Russia,Leningradi oblast,Leningradi oblast,52608.0,52608,,,,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorsky District,Boksitogorsky District,53789,Požariš küla,Požariš küla,Požariš küla,Požariš küla,21494.0,,,venemaa|leningradi oblast||boksitogorski rajoon|požariš küla
617669,PL00669,Bušak küla; Boksitogorski rajoon; Leningradi oblast; Venemaa,,Venemaa,Venemaa,Russia,Leningradi oblast,Leningradi oblast,52608.0,52608,,,,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorsky District,Boksitogorsky District,53622,Bušak küla,Bušak küla,Bušak küla,Bušak küla,17934.0,,,venemaa|leningradi oblast||boksitogorski rajoon|bušak küla
617670,PL00669,Bušak küla; Boksitogorski rajoon; Leningradi oblast; Venemaa,,Venemaa,Venemaa,Russia,Leningradi oblast,Leningradi oblast,52608.0,52608,,,,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorsky District,Boksitogorsky District,53622,Bušak küla,Bušak küla,Bušak küla,Bušak küla,17934.0,,,venemaa|leningradi oblast||boksitogorski rajoon|bušak küla
617671,PL00669,Bušak küla; Boksitogorski rajoon; Leningradi oblast; Venemaa,,Venemaa,Venemaa,Russia,Leningradi oblast,Leningradi oblast,52608.0,52608,,,,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorsky District,Boksitogorsky District,53622,Bušak küla,Bušak küla,Bušak küla,Bušak küla,17934.0,,,venemaa|leningradi oblast||boksitogorski rajoon|bušak küla
617672,PL00669,Bušak küla; Boksitogorski rajoon; Leningradi oblast; Venemaa,,Venemaa,Venemaa,Russia,Leningradi oblast,Leningradi oblast,52608.0,52608,,,,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorsky District,Boksitogorsky District,53622,Bušak küla,Bušak küla,Bušak küla,Bušak küla,17934.0,,,venemaa|leningradi oblast||boksitogorski rajoon|bušak küla
617673,PL00672,Fedramägi küla; Boksitogorski rajoon; Leningradi oblast; Venemaa,,Venemaa,Venemaa,Russia,Leningradi oblast,Leningradi oblast,52608.0,52608,,,,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorsky District,Boksitogorsky District,52735,Fedramägi küla,Fedramägi küla,Fedramägi küla,Fedramägi küla,16111.0,,,venemaa|leningradi oblast||boksitogorski rajoon|fedramägi küla
617674,PL00691,Masnagi küla; Boksitogorski rajoon; Leningradi oblast; Venemaa,,Venemaa,Venemaa,Russia,Leningradi oblast,Leningradi oblast,52608.0,52608,,,,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorsky District,Boksitogorsky District,53791,Masnagi küla,Masnagi küla,Masnagi küla,Masnagi küla,21521.0,,,venemaa|leningradi oblast||boksitogorski rajoon|masnagi küla
617675,PL00691,Masnagi küla; Boksitogorski rajoon; Leningradi oblast; Venemaa,,Venemaa,Venemaa,Russia,Leningradi oblast,Leningradi oblast,52608.0,52608,,,,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorsky District,Boksitogorsky District,53791,Masnagi küla,Masnagi küla,Masnagi küla,Masnagi küla,21521.0,,,venemaa|leningradi oblast||boksitogorski rajoon|masnagi küla
617676,PL00719,Tutuk küla; Boksitogorski rajoon; Leningradi oblast; Venemaa,,Venemaa,Venemaa,Russia,Leningradi oblast,Leningradi oblast,52608.0,52608,,,,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorsky District,Boksitogorsky District,53669,Tutuk küla,Tutuk küla,Tutuk küla,Tutuk küla,19324.0,,,venemaa|leningradi oblast||boksitogorski rajoon|tutuk küla
617677,PL00719,Tutuk küla; Boksitogorski rajoon; Leningradi oblast; Venemaa,,Venemaa,Venemaa,Russia,Leningradi oblast,Leningradi oblast,52608.0,52608,,,,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorsky District,Boksitogorsky District,53669,Tutuk küla,Tutuk küla,Tutuk küla,Tutuk küla,19324.0,,,venemaa|leningradi oblast||boksitogorski rajoon|tutuk küla
617678,PL00668,Botšoo küla; Boksitogorski rajoon; Leningradi oblast; Venemaa,,Venemaa,Venemaa,Russia,Leningradi oblast,Leningradi oblast,52608.0,52608,,,,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorsky District,Boksitogorsky District,53793,Botšoo küla,Botšoo küla,Botšoo küla,Botšoo küla,21539.0,,,venemaa|leningradi oblast||boksitogorski rajoon|botšoo küla
617679,PL00668,Botšoo küla; Boksitogorski rajoon; Leningradi oblast; Venemaa,,Venemaa,Venemaa,Russia,Leningradi oblast,Leningradi oblast,52608.0,52608,,,,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorsky District,Boksitogorsky District,53793,Botšoo küla,Botšoo küla,Botšoo küla,Botšoo küla,21539.0,,,venemaa|leningradi oblast||boksitogorski rajoon|botšoo küla
617680,PL00668,Botšoo küla; Boksitogorski rajoon; Leningradi oblast; Venemaa,,Venemaa,Venemaa,Russia,Leningradi oblast,Leningradi oblast,52608.0,52608,,,,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorsky District,Boksitogorsky District,53793,Botšoo küla,Botšoo küla,Botšoo küla,Botšoo küla,21539.0,,,venemaa|leningradi oblast||boksitogorski rajoon|botšoo küla
617681,PL00668,Botšoo küla; Boksitogorski rajoon; Leningradi oblast; Venemaa,,Venemaa,Venemaa,Russia,Leningradi oblast,Leningradi oblast,52608.0,52608,,,,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorsky District,Boksitogorsky District,53793,Botšoo küla,Botšoo küla,Botšoo küla,Botšoo küla,21539.0,,,venemaa|leningradi oblast||boksitogorski rajoon|botšoo küla
617682,PL00668,Botšoo küla; Boksitogorski rajoon; Leningradi oblast; Venemaa,,Venemaa,Venemaa,Russia,Leningradi oblast,Leningradi oblast,52608.0,52608,,,,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorsky District,Boksitogorsky District,53793,Botšoo küla,Botšoo küla,Botšoo küla,Botšoo küla,21539.0,,,venemaa|leningradi oblast||boksitogorski rajoon|botšoo küla
617683,PL00668,Botšoo küla; Boksitogorski rajoon; Leningradi oblast; Venemaa,,Venemaa,Venemaa,Russia,Leningradi oblast,Leningradi oblast,52608.0,52608,,,,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorsky District,Boksitogorsky District,53793,Botšoo küla,Botšoo küla,Botšoo küla,Botšoo küla,21539.0,,,venemaa|leningradi oblast||boksitogorski rajoon|botšoo küla
617684,PL00668,Botšoo küla; Boksitogorski rajoon; Leningradi oblast; Venemaa,,Venemaa,Venemaa,Russia,Leningradi oblast,Leningradi oblast,52608.0,52608,,,,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorsky District,Boksitogorsky District,53793,Botšoo küla,Botšoo küla,Botšoo küla,Botšoo küla,21539.0,,,venemaa|leningradi oblast||boksitogorski rajoon|botšoo küla
617685,PL00661,Arskaht küla; Boksitogorski rajoon; Leningradi oblast; Venemaa,,Venemaa,Venemaa,Russia,Leningradi oblast,Leningradi oblast,52608.0,52608,,,,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorsky District,Boksitogorsky District,53795,Arskaht küla,Arskaht küla,Arskaht küla,Arskaht küla,21574.0,,,venemaa|leningradi oblast||boksitogorski rajoon|arskaht küla
617686,PL00665,Bobrozevo küla; Boksitogorski rajoon; Leningradi oblast; Venemaa,,Venemaa,Venemaa,Russia,Leningradi oblast,Leningradi oblast,52608.0,52608,,,,Boksitogorski rajoon,Boksitogorski rajoon,Boksitogorsky District,Boksitogorsky District,53797,Bobrozevo küla,Bobrozevo küla,Bobrozevo küla,Bobrozevo küla,21580.0,,,venemaa|leningradi oblast||boksitogorski rajoon|bobrozevo küla
617687,PL01216,Handi-Mansi rahvusringkond; Uguti külanõukogu; Surguti rajoon; Tjumeni oblast; Venemaa,,Venemaa,Venemaa,Russia,Tjumeni oblast,Tjumeni oblast,52413.0,52413,,,,Surguti rajoon,Surguti rajoon,Surgutsky District,Surgutsky District,Uguti külanõukogu,Handi-Mansi rahvusringkond,Handi-Mansi rahvusringkond,Handi-Mansi rahvusringkond,Handi-Mansi rahvusringkond,21588.0,,,venemaa|tjumeni oblast||surguti rajoon|handi-mansi rahvusringkond
617688,PL01216,Handi-Mansi rahvusringkond; Uguti külanõukogu; Surguti rajoon; Tjumeni oblast; Venemaa,,Venemaa,Venemaa,Russia,Tjumeni oblast,Tjumeni oblast,52413.0,52413,,,,Surguti rajoon,Surguti rajoon,Surgutsky District,Surgutsky District,Uguti külanõukogu,Handi-Mansi rahvusringkond,Handi-Mansi rahvusringkond,Handi-Mansi rahvusringkond,Handi-Mansi rahvusringkond,21588.0,,,venemaa|tjumeni oblast||surguti rajoon|handi-mansi rahvusringkond
617689,PL01216,Handi-Mansi rahvusringkond; Uguti külanõukogu; Surguti rajoon; Tjumeni oblast; Venemaa,,Venemaa,Venemaa,Russia,Tjumeni oblast,Tjumeni oblast,52413.0,52413,,,,Surguti rajoon,Surguti rajoon,Surgutsky District,Surgutsky District,Uguti külanõukogu,Handi-Mansi rahvusringkond,Handi-Mansi rahvusringkond,Handi-Mansi rahvusringkond,Handi-Mansi rahvusringkond,21588.0,,,venemaa|tjumeni oblast||surguti rajoon|handi-mansi rahvusringkond
617690,PL01216,Handi-Mansi rahvusringkond; Uguti külanõukogu; Surguti rajoon; Tjumeni oblast; Venemaa,,Venemaa,Venemaa,Russia,Tjumeni oblast,Tjumeni oblast,52413.0,52413,,,,Surguti rajoon,Surguti rajoon,Surgutsky District,Surgutsky District,Uguti külanõukogu,Handi-Mansi rahvusringkond,Handi-Mansi rahvusringkond,Handi-Mansi rahvusringkond,Handi-Mansi rahvusringkond,21588.0,,,venemaa|tjumeni oblast||surguti rajoon|handi-mansi rahvusringkond
617691,PL01212,Agani külanõukogu; Surguti rajoon; Tjumeni oblast; Venemaa,,Venemaa,Venemaa,Russia,Tjumeni oblast,Tjumeni oblast,52413.0,52413,,,,Surguti rajoon,Surguti rajoon,Surgutsky District,Surgutsky District,Agani külanõukogu,21613,21613,,21613,,,,venemaa|tjumeni oblast||surguti rajoon|21613
617691,PL01225,Handi-Mansi rahvusringkond; Tjumeni oblast; Venemaa,,Venemaa,Venemaa,Russia,Tjumeni oblast,Tjumeni oblast,53026.0,53026,,,,,,,,,Handi-Mansi rahvusringkond,Handi-Mansi rahvusringkond,Handi-Mansi rahvusringkond,Handi-Mansi rahvusringkond,21613.0,,,venemaa|tjumeni oblast|||handi-mansi rahvusringkond
617692,PL00523,Sõsola rajoon; Komi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Komi ANSV,Komi ANSV,53671.0,53671,,,,Sõsola rajoon,Sõsola rajoon,Sysolsky District,Sysolsky District,19400,,,,,,,,venemaa|komi ansv||sõsola rajoon|
617693,PL00524,Kuratovo külanõukogu; Sõsola rajoon; Komi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Komi ANSV,Komi ANSV,53671.0,53671,,,,Sõsola rajoon,Sõsola rajoon,Sysolsky District,Sysolsky District,Kuratovo külanõukogu,21624,21624,,21624,,,,venemaa|komi ansv||sõsola rajoon|21624
617694,PL00524,Kuratovo külanõukogu; Sõsola rajoon; Komi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Komi ANSV,Komi ANSV,53671.0,53671,,,,Sõsola rajoon,Sõsola rajoon,Sysolsky District,Sysolsky District,Kuratovo külanõukogu,21624,21624,,21624,,,,venemaa|komi ansv||sõsola rajoon|21624
617695,PL00524,Kuratovo külanõukogu; Sõsola rajoon; Komi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Komi ANSV,Komi ANSV,53671.0,53671,,,,Sõsola rajoon,Sõsola rajoon,Sysolsky District,Sysolsky District,Kuratovo külanõukogu,21624,21624,,21624,,,,venemaa|komi ansv||sõsola rajoon|21624
617696,PL00526,Gobovts küla; Kuratovo külanõukogu; Sõsola rajoon; Komi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Komi ANSV,Komi ANSV,53671.0,53671,,,,Sõsola rajoon,Sõsola rajoon,Sysolsky District,Sysolsky District,Kuratovo külanõukogu,Gobovts küla,Gobovts küla,Gobovts küla,Gobovts küla,21643.0,,,venemaa|komi ansv||sõsola rajoon|gobovts küla
617697,PL00526,Gobovts küla; Kuratovo külanõukogu; Sõsola rajoon; Komi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Komi ANSV,Komi ANSV,53671.0,53671,,,,Sõsola rajoon,Sõsola rajoon,Sysolsky District,Sysolsky District,Kuratovo külanõukogu,Gobovts küla,Gobovts küla,Gobovts küla,Gobovts küla,21643.0,,,venemaa|komi ansv||sõsola rajoon|gobovts küla
617698,PL00526,Gobovts küla; Kuratovo külanõukogu; Sõsola rajoon; Komi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Komi ANSV,Komi ANSV,53671.0,53671,,,,Sõsola rajoon,Sõsola rajoon,Sysolsky District,Sysolsky District,Kuratovo külanõukogu,Gobovts küla,Gobovts küla,Gobovts küla,Gobovts küla,21643.0,,,venemaa|komi ansv||sõsola rajoon|gobovts küla
617699,PL00526,Gobovts küla; Kuratovo külanõukogu; Sõsola rajoon; Komi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Komi ANSV,Komi ANSV,53671.0,53671,,,,Sõsola rajoon,Sõsola rajoon,Sysolsky District,Sysolsky District,Kuratovo külanõukogu,Gobovts küla,Gobovts küla,Gobovts küla,Gobovts küla,21643.0,,,venemaa|komi ansv||sõsola rajoon|gobovts küla
617700,PL00526,Gobovts küla; Kuratovo külanõukogu; Sõsola rajoon; Komi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Komi ANSV,Komi ANSV,53671.0,53671,,,,Sõsola rajoon,Sõsola rajoon,Sysolsky District,Sysolsky District,Kuratovo külanõukogu,Gobovts küla,Gobovts küla,Gobovts küla,Gobovts küla,21643.0,,,venemaa|komi ansv||sõsola rajoon|gobovts küla
617701,PL00526,Gobovts küla; Kuratovo külanõukogu; Sõsola rajoon; Komi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Komi ANSV,Komi ANSV,53671.0,53671,,,,Sõsola rajoon,Sõsola rajoon,Sysolsky District,Sysolsky District,Kuratovo külanõukogu,Gobovts küla,Gobovts küla,Gobovts küla,Gobovts küla,21643.0,,,venemaa|komi ansv||sõsola rajoon|gobovts küla
617702,PL00526,Gobovts küla; Kuratovo külanõukogu; Sõsola rajoon; Komi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Komi ANSV,Komi ANSV,53671.0,53671,,,,Sõsola rajoon,Sõsola rajoon,Sysolsky District,Sysolsky District,Kuratovo külanõukogu,Gobovts küla,Gobovts küla,Gobovts küla,Gobovts küla,21643.0,,,venemaa|komi ansv||sõsola rajoon|gobovts küla
617703,PL00519,Priluzje rajoon; Komi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Komi ANSV,Komi ANSV,53675.0,53675,,,,Priluzje rajoon,Priluzje rajoon,Priluzje rajoon,Priluzje rajoon,19394,,,,,,,,venemaa|komi ansv||priluzje rajoon|
617703,PL00522,Sõrola rajoon; Komi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Komi ANSV,Komi ANSV,53671.0,53671,,,,Sõrola rajoon,Sõrola rajoon,Sysolsky District,Sysolsky District,19394,,,,,,,,venemaa|komi ansv||sõrola rajoon|
617704,PL00527,Ivanovskoje küla; Kuratovo külanõukogu; Sõsola rajoon; Komi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Komi ANSV,Komi ANSV,53671.0,53671,,,,Sõsola rajoon,Sõsola rajoon,Sysolsky District,Sysolsky District,Kuratovo külanõukogu,Ivanovskoje küla,Ivanovskoje küla,Ivanovskoje küla,Ivanovskoje küla,21687.0,,,venemaa|komi ansv||sõsola rajoon|ivanovskoje küla
617709,PL00527,Ivanovskoje küla; Kuratovo külanõukogu; Sõsola rajoon; Komi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Komi ANSV,Komi ANSV,53671.0,53671,,,,Sõsola rajoon,Sõsola rajoon,Sysolsky District,Sysolsky District,Kuratovo külanõukogu,Ivanovskoje küla,Ivanovskoje küla,Ivanovskoje küla,Ivanovskoje küla,21687.0,,,venemaa|komi ansv||sõsola rajoon|ivanovskoje küla
617710,PL00536,Sorma küla; Kuratovo külanõukogu; Sõsola rajoon; Komi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Komi ANSV,Komi ANSV,53671.0,53671,,,,Sõsola rajoon,Sõsola rajoon,Sysolsky District,Sysolsky District,Kuratovo külanõukogu,Sorma küla,Sorma küla,Sorma küla,Sorma küla,21696.0,,,venemaa|komi ansv||sõsola rajoon|sorma küla
617711,PL00519,Priluzje rajoon; Komi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Komi ANSV,Komi ANSV,53675.0,53675,,,,Priluzje rajoon,Priluzje rajoon,Priluzje rajoon,Priluzje rajoon,19394,,,,,,,,venemaa|komi ansv||priluzje rajoon|
617711,PL00522,Sõrola rajoon; Komi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Komi ANSV,Komi ANSV,53671.0,53671,,,,Sõrola rajoon,Sõrola rajoon,Sysolsky District,Sysolsky District,19394,,,,,,,,venemaa|komi ansv||sõrola rajoon|
617712,PL00536,Sorma küla; Kuratovo külanõukogu; Sõsola rajoon; Komi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Komi ANSV,Komi ANSV,53671.0,53671,,,,Sõsola rajoon,Sõsola rajoon,Sysolsky District,Sysolsky District,Kuratovo külanõukogu,Sorma küla,Sorma küla,Sorma küla,Sorma küla,21696.0,,,venemaa|komi ansv||sõsola rajoon|sorma küla
617713,PL00536,Sorma küla; Kuratovo külanõukogu; Sõsola rajoon; Komi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Komi ANSV,Komi ANSV,53671.0,53671,,,,Sõsola rajoon,Sõsola rajoon,Sysolsky District,Sysolsky District,Kuratovo külanõukogu,Sorma küla,Sorma küla,Sorma küla,Sorma küla,21696.0,,,venemaa|komi ansv||sõsola rajoon|sorma küla
617714,PL00536,Sorma küla; Kuratovo külanõukogu; Sõsola rajoon; Komi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Komi ANSV,Komi ANSV,53671.0,53671,,,,Sõsola rajoon,Sõsola rajoon,Sysolsky District,Sysolsky District,Kuratovo külanõukogu,Sorma küla,Sorma küla,Sorma küla,Sorma küla,21696.0,,,venemaa|komi ansv||sõsola rajoon|sorma küla
617715,PL00519,Priluzje rajoon; Komi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Komi ANSV,Komi ANSV,53675.0,53675,,,,Priluzje rajoon,Priluzje rajoon,Priluzje rajoon,Priluzje rajoon,19394,,,,,,,,venemaa|komi ansv||priluzje rajoon|
617715,PL00522,Sõrola rajoon; Komi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Komi ANSV,Komi ANSV,53671.0,53671,,,,Sõrola rajoon,Sõrola rajoon,Sysolsky District,Sysolsky District,19394,,,,,,,,venemaa|komi ansv||sõrola rajoon|
617716,PL00536,Sorma küla; Kuratovo külanõukogu; Sõsola rajoon; Komi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Komi ANSV,Komi ANSV,53671.0,53671,,,,Sõsola rajoon,Sõsola rajoon,Sysolsky District,Sysolsky District,Kuratovo külanõukogu,Sorma küla,Sorma küla,Sorma küla,Sorma küla,21696.0,,,venemaa|komi ansv||sõsola rajoon|sorma küla
617717,PL00536,Sorma küla; Kuratovo külanõukogu; Sõsola rajoon; Komi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Komi ANSV,Komi ANSV,53671.0,53671,,,,Sõsola rajoon,Sõsola rajoon,Sysolsky District,Sysolsky District,Kuratovo külanõukogu,Sorma küla,Sorma küla,Sorma küla,Sorma küla,21696.0,,,venemaa|komi ansv||sõsola rajoon|sorma küla
617718,PL00523,Sõsola rajoon; Komi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Komi ANSV,Komi ANSV,53671.0,53671,,,,Sõsola rajoon,Sõsola rajoon,Sysolsky District,Sysolsky District,19400,,,,,,,,venemaa|komi ansv||sõsola rajoon|
