object_id,place_id,koht,place_raw,Riik,Riik_clean,Riik_eng_clean,"Regioon (oblast, vabariik, ringkond)",Regioon_clean,Regioon_eng,Regioon_eng_clean,Ringkond,Ringkond_clean,Ringkond_eng_clean,Rajoon_est,Rajoon_clean,Rajoon_eng,Rajoon_eng_clean,local_admin,küla,Küla_clean,küla_eng,Küla_eng_clean,lat,lon,coords_source,place_key
612561,PL00459,Tshobeni; Karjumäe rajoon; Karjala ANSV; Venemaa,,Venemaa,Venemaa,Russia,Karjala ANSV,Karjala ANSV,52668.0,52668,,,,Karjumäe rajoon,Karjumäe rajoon,Karjumäe rajoon,Karjumäe rajoon,52680,Tshobeni,Tshobeni,Tshobeni,Tshobeni,3010.0,,,venemaa|karjala ansv||karjumäe rajoon|tshobeni
612562,PL00449,Jouhuvoara küla; Karhumäe rajoon; Karjala ANSV; Venemaa,,Venemaa,Venemaa,Russia,Karjala ANSV,Karjala ANSV,52664.0,52664,,,,Karhumäe rajoon,Karhumäe rajoon,Medvezhyegorsky District,Medvezhyegorsky District,52686,Jouhuvoara küla,Jouhuvoara küla,Jouhuvoara küla,Jouhuvoara küla,3168.0,,,venemaa|karjala ansv||karhumäe rajoon|jouhuvoara küla
612563,PL00449,Jouhuvoara küla; Karhumäe rajoon; Karjala ANSV; Venemaa,,Venemaa,Venemaa,Russia,Karjala ANSV,Karjala ANSV,52664.0,52664,,,,Karhumäe rajoon,Karhumäe rajoon,Medvezhyegorsky District,Medvezhyegorsky District,52686,Jouhuvoara küla,Jouhuvoara küla,Jouhuvoara küla,Jouhuvoara küla,3168.0,,,venemaa|karjala ansv||karhumäe rajoon|jouhuvoara küla
612564,PL00449,Jouhuvoara küla; Karhumäe rajoon; Karjala ANSV; Venemaa,,Venemaa,Venemaa,Russia,Karjala ANSV,Karjala ANSV,52664.0,52664,,,,Karhumäe rajoon,Karhumäe rajoon,Medvezhyegorsky District,Medvezhyegorsky District,52686,Jouhuvoara küla,Jouhuvoara küla,Jouhuvoara küla,Jouhuvoara küla,3168.0,,,venemaa|karjala ansv||karhumäe rajoon|jouhuvoara küla
612565,PL00449,Jouhuvoara küla; Karhumäe rajoon; Karjala ANSV; Venemaa,,Venemaa,Venemaa,Russia,Karjala ANSV,Karjala ANSV,52664.0,52664,,,,Karhumäe rajoon,Karhumäe rajoon,Medvezhyegorsky District,Medvezhyegorsky District,52686,Jouhuvoara küla,Jouhuvoara küla,Jouhuvoara küla,Jouhuvoara küla,3168.0,,,venemaa|karjala ansv||karhumäe rajoon|jouhuvoara küla
612566,PL00449,Jouhuvoara küla; Karhumäe rajoon; Karjala ANSV; Venemaa,,Venemaa,Venemaa,Russia,Karjala ANSV,Karjala ANSV,52664.0,52664,,,,Karhumäe rajoon,Karhumäe rajoon,Medvezhyegorsky District,Medvezhyegorsky District,52686,Jouhuvoara küla,Jouhuvoara küla,Jouhuvoara küla,Jouhuvoara küla,3168.0,,,venemaa|karjala ansv||karhumäe rajoon|jouhuvoara küla
612567,PL00449,Jouhuvoara küla; Karhumäe rajoon; Karjala ANSV; Venemaa,,Venemaa,Venemaa,Russia,Karjala ANSV,Karjala ANSV,52664.0,52664,,,,Karhumäe rajoon,Karhumäe rajoon,Medvezhyegorsky District,Medvezhyegorsky District,52686,Jouhuvoara küla,Jouhuvoara küla,Jouhuvoara küla,Jouhuvoara küla,3168.0,,,venemaa|karjala ansv||karhumäe rajoon|jouhuvoara küla
612568,PL00449,Jouhuvoara küla; Karhumäe rajoon; Karjala ANSV; Venemaa,,Venemaa,Venemaa,Russia,Karjala ANSV,Karjala ANSV,52664.0,52664,,,,Karhumäe rajoon,Karhumäe rajoon,Medvezhyegorsky District,Medvezhyegorsky District,52686,Jouhuvoara küla,Jouhuvoara küla,Jouhuvoara küla,Jouhuvoara küla,3168.0,,,venemaa|karjala ansv||karhumäe rajoon|jouhuvoara küla
612569,PL00449,Jouhuvoara küla; Karhumäe rajoon; Karjala ANSV; Venemaa,,Venemaa,Venemaa,Russia,Karjala ANSV,Karjala ANSV,52664.0,52664,,,,Karhumäe rajoon,Karhumäe rajoon,Medvezhyegorsky District,Medvezhyegorsky District,52686,Jouhuvoara küla,Jouhuvoara küla,Jouhuvoara küla,Jouhuvoara küla,3168.0,,,venemaa|karjala ansv||karhumäe rajoon|jouhuvoara küla
612570,PL00449,Jouhuvoara küla; Karhumäe rajoon; Karjala ANSV; Venemaa,,Venemaa,Venemaa,Russia,Karjala ANSV,Karjala ANSV,52664.0,52664,,,,Karhumäe rajoon,Karhumäe rajoon,Medvezhyegorsky District,Medvezhyegorsky District,52686,Jouhuvoara küla,Jouhuvoara küla,Jouhuvoara küla,Jouhuvoara küla,3168.0,,,venemaa|karjala ansv||karhumäe rajoon|jouhuvoara küla
612571,PL00449,Jouhuvoara küla; Karhumäe rajoon; Karjala ANSV; Venemaa,,Venemaa,Venemaa,Russia,Karjala ANSV,Karjala ANSV,52664.0,52664,,,,Karhumäe rajoon,Karhumäe rajoon,Medvezhyegorsky District,Medvezhyegorsky District,52686,Jouhuvoara küla,Jouhuvoara küla,Jouhuvoara küla,Jouhuvoara küla,3168.0,,,venemaa|karjala ansv||karhumäe rajoon|jouhuvoara küla
612599,PL01262,Šalkapi küla; Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,52690,Šalkapi küla,Šalkapi küla,Šalkapi küla,Šalkapi küla,3228.0,,,venemaa|udmurdi ansv||glazovi rajoon|šalkapi küla
612600,PL01262,Šalkapi küla; Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,52690,Šalkapi küla,Šalkapi küla,Šalkapi küla,Šalkapi küla,3228.0,,,venemaa|udmurdi ansv||glazovi rajoon|šalkapi küla
612601,PL01262,Šalkapi küla; Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,52690,Šalkapi küla,Šalkapi küla,Šalkapi küla,Šalkapi küla,3228.0,,,venemaa|udmurdi ansv||glazovi rajoon|šalkapi küla
612602,PL01262,Šalkapi küla; Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,52690,Šalkapi küla,Šalkapi küla,Šalkapi küla,Šalkapi küla,3228.0,,,venemaa|udmurdi ansv||glazovi rajoon|šalkapi küla
612603,PL01262,Šalkapi küla; Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,52690,Šalkapi küla,Šalkapi küla,Šalkapi küla,Šalkapi küla,3228.0,,,venemaa|udmurdi ansv||glazovi rajoon|šalkapi küla
612604,PL01262,Šalkapi küla; Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,52690,Šalkapi küla,Šalkapi küla,Šalkapi küla,Šalkapi küla,3228.0,,,venemaa|udmurdi ansv||glazovi rajoon|šalkapi küla
612605,PL01261,Zolotari küla; Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,52692,Zolotari küla,Zolotari küla,Zolotari küla,Zolotari küla,3267.0,,,venemaa|udmurdi ansv||glazovi rajoon|zolotari küla
612606,PL01261,Zolotari küla; Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,52692,Zolotari küla,Zolotari küla,Zolotari küla,Zolotari küla,3267.0,,,venemaa|udmurdi ansv||glazovi rajoon|zolotari küla
612607,PL01261,Zolotari küla; Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,52692,Zolotari küla,Zolotari küla,Zolotari küla,Zolotari küla,3267.0,,,venemaa|udmurdi ansv||glazovi rajoon|zolotari küla
612608,PL01261,Zolotari küla; Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,52692,Zolotari küla,Zolotari küla,Zolotari küla,Zolotari küla,3267.0,,,venemaa|udmurdi ansv||glazovi rajoon|zolotari küla
612609,PL01261,Zolotari küla; Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,52692,Zolotari küla,Zolotari küla,Zolotari küla,Zolotari küla,3267.0,,,venemaa|udmurdi ansv||glazovi rajoon|zolotari küla
612610,PL00506,Kirovi oblast; Venemaa,,Venemaa,Venemaa,Russia,Kirovi oblast,Kirovi oblast,3299.0,3299,,,,,,,,,,,,,,,,venemaa|kirovi oblast|||
612610,PL01253,Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,3299,,,,,,,,venemaa|udmurdi ansv||glazovi rajoon|
612610,PL01269,Jukamenski rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52697.0,52697,,,,Jukamenski rajoon,Jukamenski rajoon,Yukamensky District,Yukamensky District,3299,,,,,,,,venemaa|udmurdi ansv||jukamenski rajoon|
612611,PL01261,Zolotari küla; Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,52692,Zolotari küla,Zolotari küla,Zolotari küla,Zolotari küla,3267.0,,,venemaa|udmurdi ansv||glazovi rajoon|zolotari küla
612612,PL00506,Kirovi oblast; Venemaa,,Venemaa,Venemaa,Russia,Kirovi oblast,Kirovi oblast,3299.0,3299,,,,,,,,,,,,,,,,venemaa|kirovi oblast|||
612612,PL01253,Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,3299,,,,,,,,venemaa|udmurdi ansv||glazovi rajoon|
612612,PL01269,Jukamenski rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52697.0,52697,,,,Jukamenski rajoon,Jukamenski rajoon,Yukamensky District,Yukamensky District,3299,,,,,,,,venemaa|udmurdi ansv||jukamenski rajoon|
612613,PL01261,Zolotari küla; Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,52692,Zolotari küla,Zolotari küla,Zolotari küla,Zolotari küla,3267.0,,,venemaa|udmurdi ansv||glazovi rajoon|zolotari küla
612614,PL00506,Kirovi oblast; Venemaa,,Venemaa,Venemaa,Russia,Kirovi oblast,Kirovi oblast,3299.0,3299,,,,,,,,,,,,,,,,venemaa|kirovi oblast|||
612614,PL01253,Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,3299,,,,,,,,venemaa|udmurdi ansv||glazovi rajoon|
612614,PL01269,Jukamenski rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52697.0,52697,,,,Jukamenski rajoon,Jukamenski rajoon,Yukamensky District,Yukamensky District,3299,,,,,,,,venemaa|udmurdi ansv||jukamenski rajoon|
612615,PL00506,Kirovi oblast; Venemaa,,Venemaa,Venemaa,Russia,Kirovi oblast,Kirovi oblast,3299.0,3299,,,,,,,,,,,,,,,,venemaa|kirovi oblast|||
612615,PL01253,Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,3299,,,,,,,,venemaa|udmurdi ansv||glazovi rajoon|
612615,PL01269,Jukamenski rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52697.0,52697,,,,Jukamenski rajoon,Jukamenski rajoon,Yukamensky District,Yukamensky District,3299,,,,,,,,venemaa|udmurdi ansv||jukamenski rajoon|
612616,PL00506,Kirovi oblast; Venemaa,,Venemaa,Venemaa,Russia,Kirovi oblast,Kirovi oblast,3299.0,3299,,,,,,,,,,,,,,,,venemaa|kirovi oblast|||
612616,PL01253,Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,3299,,,,,,,,venemaa|udmurdi ansv||glazovi rajoon|
612616,PL01269,Jukamenski rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52697.0,52697,,,,Jukamenski rajoon,Jukamenski rajoon,Yukamensky District,Yukamensky District,3299,,,,,,,,venemaa|udmurdi ansv||jukamenski rajoon|
612617,PL01261,Zolotari küla; Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,52692,Zolotari küla,Zolotari küla,Zolotari küla,Zolotari küla,3267.0,,,venemaa|udmurdi ansv||glazovi rajoon|zolotari küla
612618,PL01261,Zolotari küla; Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,52692,Zolotari küla,Zolotari küla,Zolotari küla,Zolotari küla,3267.0,,,venemaa|udmurdi ansv||glazovi rajoon|zolotari küla
612619,PL01261,Zolotari küla; Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,52692,Zolotari küla,Zolotari küla,Zolotari küla,Zolotari küla,3267.0,,,venemaa|udmurdi ansv||glazovi rajoon|zolotari küla
612620,PL01261,Zolotari küla; Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,52692,Zolotari küla,Zolotari küla,Zolotari küla,Zolotari küla,3267.0,,,venemaa|udmurdi ansv||glazovi rajoon|zolotari küla
612621,PL01261,Zolotari küla; Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,52692,Zolotari küla,Zolotari küla,Zolotari küla,Zolotari küla,3267.0,,,venemaa|udmurdi ansv||glazovi rajoon|zolotari küla
612622,PL01261,Zolotari küla; Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,52692,Zolotari küla,Zolotari küla,Zolotari küla,Zolotari küla,3267.0,,,venemaa|udmurdi ansv||glazovi rajoon|zolotari küla
612623,PL01261,Zolotari küla; Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,52692,Zolotari küla,Zolotari küla,Zolotari küla,Zolotari küla,3267.0,,,venemaa|udmurdi ansv||glazovi rajoon|zolotari küla
612624,PL01261,Zolotari küla; Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,52692,Zolotari küla,Zolotari küla,Zolotari küla,Zolotari küla,3267.0,,,venemaa|udmurdi ansv||glazovi rajoon|zolotari küla
612625,PL01261,Zolotari küla; Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,52692,Zolotari küla,Zolotari küla,Zolotari küla,Zolotari küla,3267.0,,,venemaa|udmurdi ansv||glazovi rajoon|zolotari küla
612627,PL01261,Zolotari küla; Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,52692,Zolotari küla,Zolotari küla,Zolotari küla,Zolotari küla,3267.0,,,venemaa|udmurdi ansv||glazovi rajoon|zolotari küla
612628,PL01261,Zolotari küla; Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,52692,Zolotari küla,Zolotari küla,Zolotari küla,Zolotari küla,3267.0,,,venemaa|udmurdi ansv||glazovi rajoon|zolotari küla
612629,PL01261,Zolotari küla; Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,52692,Zolotari küla,Zolotari küla,Zolotari küla,Zolotari küla,3267.0,,,venemaa|udmurdi ansv||glazovi rajoon|zolotari küla
612630,PL01261,Zolotari küla; Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,52692,Zolotari küla,Zolotari küla,Zolotari küla,Zolotari küla,3267.0,,,venemaa|udmurdi ansv||glazovi rajoon|zolotari küla
612631,PL01261,Zolotari küla; Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,52692,Zolotari küla,Zolotari küla,Zolotari küla,Zolotari küla,3267.0,,,venemaa|udmurdi ansv||glazovi rajoon|zolotari küla
612632,PL01261,Zolotari küla; Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,52692,Zolotari küla,Zolotari küla,Zolotari küla,Zolotari küla,3267.0,,,venemaa|udmurdi ansv||glazovi rajoon|zolotari küla
612633,PL00506,Kirovi oblast; Venemaa,,Venemaa,Venemaa,Russia,Kirovi oblast,Kirovi oblast,3299.0,3299,,,,,,,,,,,,,,,,venemaa|kirovi oblast|||
612633,PL01253,Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,3299,,,,,,,,venemaa|udmurdi ansv||glazovi rajoon|
612633,PL01269,Jukamenski rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52697.0,52697,,,,Jukamenski rajoon,Jukamenski rajoon,Yukamensky District,Yukamensky District,3299,,,,,,,,venemaa|udmurdi ansv||jukamenski rajoon|
612634,PL01261,Zolotari küla; Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,52692,Zolotari küla,Zolotari küla,Zolotari küla,Zolotari küla,3267.0,,,venemaa|udmurdi ansv||glazovi rajoon|zolotari küla
612635,PL01261,Zolotari küla; Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,52692,Zolotari küla,Zolotari küla,Zolotari küla,Zolotari küla,3267.0,,,venemaa|udmurdi ansv||glazovi rajoon|zolotari küla
612636,PL01261,Zolotari küla; Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,52692,Zolotari küla,Zolotari küla,Zolotari küla,Zolotari küla,3267.0,,,venemaa|udmurdi ansv||glazovi rajoon|zolotari küla
612637,PL01261,Zolotari küla; Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,52692,Zolotari küla,Zolotari küla,Zolotari küla,Zolotari küla,3267.0,,,venemaa|udmurdi ansv||glazovi rajoon|zolotari küla
612638,PL01261,Zolotari küla; Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,52692,Zolotari küla,Zolotari küla,Zolotari küla,Zolotari küla,3267.0,,,venemaa|udmurdi ansv||glazovi rajoon|zolotari küla
612639,PL01261,Zolotari küla; Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,52692,Zolotari küla,Zolotari küla,Zolotari küla,Zolotari küla,3267.0,,,venemaa|udmurdi ansv||glazovi rajoon|zolotari küla
612640,PL00506,Kirovi oblast; Venemaa,,Venemaa,Venemaa,Russia,Kirovi oblast,Kirovi oblast,3299.0,3299,,,,,,,,,,,,,,,,venemaa|kirovi oblast|||
612640,PL01253,Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,3299,,,,,,,,venemaa|udmurdi ansv||glazovi rajoon|
612640,PL01269,Jukamenski rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52697.0,52697,,,,Jukamenski rajoon,Jukamenski rajoon,Yukamensky District,Yukamensky District,3299,,,,,,,,venemaa|udmurdi ansv||jukamenski rajoon|
612641,PL00506,Kirovi oblast; Venemaa,,Venemaa,Venemaa,Russia,Kirovi oblast,Kirovi oblast,3299.0,3299,,,,,,,,,,,,,,,,venemaa|kirovi oblast|||
612641,PL01253,Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,3299,,,,,,,,venemaa|udmurdi ansv||glazovi rajoon|
612641,PL01269,Jukamenski rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52697.0,52697,,,,Jukamenski rajoon,Jukamenski rajoon,Yukamensky District,Yukamensky District,3299,,,,,,,,venemaa|udmurdi ansv||jukamenski rajoon|
612642,PL00506,Kirovi oblast; Venemaa,,Venemaa,Venemaa,Russia,Kirovi oblast,Kirovi oblast,3299.0,3299,,,,,,,,,,,,,,,,venemaa|kirovi oblast|||
612642,PL01253,Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,3299,,,,,,,,venemaa|udmurdi ansv||glazovi rajoon|
612642,PL01269,Jukamenski rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52697.0,52697,,,,Jukamenski rajoon,Jukamenski rajoon,Yukamensky District,Yukamensky District,3299,,,,,,,,venemaa|udmurdi ansv||jukamenski rajoon|
612643,PL00506,Kirovi oblast; Venemaa,,Venemaa,Venemaa,Russia,Kirovi oblast,Kirovi oblast,3299.0,3299,,,,,,,,,,,,,,,,venemaa|kirovi oblast|||
612643,PL01253,Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,3299,,,,,,,,venemaa|udmurdi ansv||glazovi rajoon|
612643,PL01269,Jukamenski rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52697.0,52697,,,,Jukamenski rajoon,Jukamenski rajoon,Yukamensky District,Yukamensky District,3299,,,,,,,,venemaa|udmurdi ansv||jukamenski rajoon|
612644,PL00506,Kirovi oblast; Venemaa,,Venemaa,Venemaa,Russia,Kirovi oblast,Kirovi oblast,3299.0,3299,,,,,,,,,,,,,,,,venemaa|kirovi oblast|||
612644,PL01253,Glazovi rajoon; Udmurdi ANSV; Venemaa,,Venemaa,Venemaa,Russia,Udmurdi ANSV,Udmurdi ANSV,52688.0,52688,,,,Glazovi rajoon,Glazovi rajoon,Glazovsky District,Glazovsky District,3299,,,,,,,,venemaa|udmurdi ansv||glazovi rajoon|
