object_id,best_place,place_precision,country,region,rajon,village,lat,lon,has_coordinates,koht
526685,Glotovo küla,küla,Venemaa,Komi ANSV,Udori rajoon,Glotovo küla,1238.0,,False,Glotovo küla; Udori rajoon; Komi Vabariik; Venemaa
526689,Glotovo küla,küla,Venemaa,Komi ANSV,Udori rajoon,Glotovo küla,1238.0,,False,Glotovo küla; Udori rajoon; Komi Vabariik; Venemaa
526690,Udori rajoon,rajoon,Venemaa,Komi ANSV,Udori rajoon,,,,False,Udori rajoon; Komi Vabariik; Venemaa
526691,Udori rajoon,rajoon,Venemaa,Komi ANSV,Udori rajoon,,,,False,Udori rajoon; Komi Vabariik; Venemaa
526692,Udori rajoon,rajoon,Venemaa,Komi ANSV,Udori rajoon,,,,False,Udori rajoon; Komi Vabariik; Venemaa
526693,Udori rajoon,rajoon,Venemaa,Komi ANSV,Udori rajoon,,,,False,Udori rajoon; Komi Vabariik; Venemaa
526694,Arenets küla,küla,Venemaa,Komi ANSV,Petšoora rajoon,Arenets küla,1283.0,,False,Arenets küla; Petšoora rajoon; Komi Vabariik; Venemaa
526695,Konetsbor küla,küla,Venemaa,Komi ANSV,Petšoora rajoon,Konetsbor küla,1292.0,,False,Konetsbor küla; Petšoora rajoon; Komi Vabariik; Venemaa
526696,Konetsbor küla,küla,Venemaa,Komi ANSV,Petšoora rajoon,Konetsbor küla,1292.0,,False,Konetsbor küla; Petšoora rajoon; Komi Vabariik; Venemaa
526697,Konetsbor küla,küla,Venemaa,Komi ANSV,Petšoora rajoon,Konetsbor küla,1292.0,,False,Konetsbor küla; Petšoora rajoon; Komi Vabariik; Venemaa
